"","ID","C.1","C.2","C.3","T.1","T.2","T.3","logFC","AveExpr","t","pVal","adjPVal","B"
"1","10114",151,20,10,4,0,10,2.97870214576868,-0.360997263065276,2.27800866124812,0.0483512390305158,0.999991048451508,-4.58713182514656
"2","1021",1339,328,212,54,329,34,1.91038927539484,3.9996869133784,2.10937476259829,0.0637330833237101,0.999991048451508,-4.56588057638874
"3","10226",361,94,396,531,831,424,-2.09535506004887,4.90885349696084,-2.57343032374681,0.0297121343470568,0.999991048451508,-4.54534535089631
"4","10292",1565,251,1151,1766,3171,2655,-2.4181363395193,6.80454119001181,-2.8071256240382,0.0202168019794984,0.999991048451508,-4.53691898475323
"5","10309",95,23,22,4,0,20,2.6032658621827,-0.0949869385631782,2.13942191448404,0.0606822114739753,0.999991048451508,-4.58739804806042
"6","10683",1300,333,267,120,12,278,1.88342919841497,3.95779972437971,2.27219845480615,0.0488151325869103,0.999991048451508,-4.56241585524303
"7","11422",840,243,70,91,9,43,2.09987864244399,2.87795579296852,2.87842822480647,0.0179831057759263,0.999991048451508,-4.55858238512715
"8","11580",75,26,12,0,0,11,3.72946595115431,-0.931254345627085,2.87857378243464,0.0179788129661016,0.999991048451508,-4.58437052983733
"9","1269",40,110,12,352,28,57,-1.95764628249809,2.19836647516059,-2.12448382744005,0.062180899087479,0.999991048451508,-4.57433008499703
"10","1491",640,192,540,4229,2283,861,-3.10608142690706,6.20377670956308,-3.97394189170291,0.00315061502504824,0.999991048451508,-4.51036079196965
"11","1756",129,50,42,252,36,101,-1.4019575433469,2.69974022446631,-2.23249266003471,0.0521039733407885,0.999991048451508,-4.5686104822948
"12","181",2063,565,378,190,99,215,1.55822886703694,4.82649281343769,3.13852807304417,0.0117639837475945,0.999991048451508,-4.53368731976766
"13","2145",13,6,9,24,16,73,-2.58057304843839,0.473460271429274,-2.67705774074655,0.0250441414877263,0.999991048451508,-4.57879874872211
"14","2535",312,122,173,43,4,88,1.90710920963629,2.50372446750363,2.15597963951483,0.0590618668948021,0.999991048451508,-4.57446334897859
"15","2968",244,65,288,840,441,1307,-3.11258431540798,4.87870676994526,-4.11135973223721,0.00255817941120354,0.999991048451508,-4.51334291308305
"16","4375",199,36,17,2,0,39,3.22184894088514,0.143965323604878,2.32754401857688,0.0445680281222999,0.999991048451508,-4.58581366247493
