"","ID","C.1","C.2","C.3","T.1","T.2","T.3","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"11","gnl|Amel_4.5|GB47407-RA",139,66,51,309,748,376,372.515777461264,-3.84115494041575,0.409815236203366,-9.37289441944911,7.05702050601759e-21,7.28412825684761e-18
"12","gnl|Amel_4.5|GB47382-RA",226,146,239,2070,2442,1562,1634.50584511378,-4.56304254693137,0.487458432950947,-9.36088543859606,7.90712396306515e-21,7.48145712305348e-18
"13","gnl|Amel_4.5|GB47504-RA",187,136,247,2845,2672,2004,2045.44151149276,-4.95771214529887,0.540820324942441,-9.16702260741868,4.86263830108371e-20,4.24695348234649e-17
"14","gnl|Amel_4.5|GB48443-RA",2069,949,930,19,51,37,407.507410779484,3.85653300454517,0.423487780528926,9.10659806931961,8.50056233994325e-20,6.89395605769398e-17
"15","gnl|Amel_4.5|GB45463-RA",84,40,44,180,461,340,257.043317787583,-3.86442206535029,0.433188794463832,-8.92087264199292,4.62628365657807e-19,3.50178830911916e-16
"16","gnl|Amel_4.5|GB50037-RA",99,78,91,625,617,739,550.716697410619,-4.1818987578648,0.472445921295657,-8.85159246670215,8.62792473309882e-19,6.12259108872525e-16
"17","gnl|Amel_4.5|GB47381-RA",48,26,6,212,467,226,228.309444877998,-4.93589195364536,0.560337424191249,-8.80878510081576,1.2650945152122e-18,8.44934301512903e-16
"18","gnl|Amel_4.5|GB40606-RA",77,40,36,175,290,305,210.66503715325,-3.70978018653774,0.422788784947968,-8.77454728841566,1.71592758334814e-18,1.08236898785193e-15
"19","gnl|Amel_4.5|GB50955-RA",7164,4764,3915,21861,21574,22190,18865.2045457324,-3.42998554222744,0.392071928082563,-8.74835788168223,2.16479780762778e-18,1.25967507458091e-15
"20","gnl|Amel_4.5|GB55860-RA",12,5,6,52,268,205,127.116625311739,-5.80709529855191,0.664004146715648,-8.74557083306699,2.21890976674461e-18,1.25967507458091e-15
"21","gnl|Amel_4.5|GB50527-RA",65,46,20,210,799,316,323.001644904554,-4.61468376959225,0.528914702968978,-8.7248165794758,2.6661241616712e-18,1.44148446341023e-15
"22","gnl|Amel_4.5|GB46300-RA",295,93,126,511,1000,844,637.317391922467,-3.60911581513085,0.414587075837382,-8.70532639697263,3.16662121184604e-18,1.63426441996818e-15
"23","gnl|Amel_4.5|GB47868-RA",38,9,2,236,300,215,196.794955809211,-5.58819341244873,0.645866461280905,-8.65224275830336,5.0497086470191e-18,2.49279965122847e-15
"24","gnl|Amel_4.5|GB46114-RA",332,213,95,640,1420,881,784.304954077077,-3.56848807032089,0.429419035269001,-8.31003699704527,9.56722398873106e-17,4.52609421533552e-14
"25","gnl|Amel_4.5|GB42046-RA",23,6,12,64,440,295,190.867533360685,-5.57654928941045,0.675688598056884,-8.25313510609362,1.54292455198194e-16,7.00734614528119e-14
"26","gnl|Amel_4.5|GB47505-RA",163,175,224,2002,1420,2567,1679.50589440171,-4.66300966594475,0.573699947499607,-8.1279590250406,4.36578731892654e-16,1.83589441552192e-13
"27","gnl|Amel_4.5|GB54480-RA",248,95,117,423,640,445,426.36364031471,-3.11169850236806,0.382805848920998,-8.12865976614227,4.34062750933151e-16,1.83589441552192e-13
"28","gnl|Amel_4.5|GB40504-RA",228,125,110,338,947,782,551.969406904857,-3.47395067326287,0.430992472147966,-8.06035116100638,7.60755893865915e-16,3.08486514962628e-13
"29","gnl|Amel_4.5|GB52280-RA",4,2,0,99,100,51,65.7843293140962,-6.86968102135965,0.85660284377065,-8.01968038200789,1.06020671146301e-15,4.15089206963827e-13
"30","gnl|Amel_4.5|GB47486-RA",71,22,18,178,220,145,149.486414905389,-3.81041255673943,0.481211639232291,-7.91837155647031,2.40641353120861e-15,9.10747307778085e-13
"31","gnl|Amel_4.5|GB42284-RA",24786,8357,5701,200,574,375,3698.77813199722,3.61653294035205,0.45810363601651,7.89457375147686,2.91309094694164e-15,1.0669430519863e-12
"32","gnl|Amel_4.5|GB46236-RA",25378,18463,3511,116922,173149,105834,104653.9194569,-4.5136297754443,0.576461113884143,-7.82989462208798,4.88279049202334e-15,1.73247510145103e-12
"33","gnl|Amel_4.5|GB54870-RA",60,52,30,155,246,210,169.473729266639,-3.42439031777366,0.440242103221963,-7.77842530896491,7.34328358879731e-15,2.5265346020365e-12
"34","gnl|Amel_4.5|GB50871-RA",1352,438,234,2296,8307,2856,3320.30390215236,-4.18079569087078,0.543896123899876,-7.68675397223535,1.5091494394683e-14,5.03967139285973e-12
"35","gnl|Amel_4.5|GB48243-RA",46,12,2,167,255,228,170.140336599893,-5.08309799882119,0.664522521226937,-7.64924865064926,2.0215700384014e-14,6.55797320457415e-12
"36","gnl|Amel_4.5|GB43474-RA",9,4,0,58,73,107,62.9587289557806,-5.73383018042319,0.752615522802589,-7.61853829306038,2.5656437962441e-14,8.09175546182097e-12
"37","gnl|Amel_4.5|GB54001-RA",99,20,29,155,339,262,200.247633674945,-3.84396587760514,0.504978756980435,-7.61213382636227,2.69607179867065e-14,8.14253034368902e-12
"38","gnl|Amel_4.5|GB55856-RA",8,3,2,37,79,57,44.0106996694647,-5.13907450785188,0.675239218329902,-7.61074648561226,2.72517309371308e-14,8.14253034368902e-12
"39","gnl|Amel_4.5|GB54356-RA",175,59,100,292,951,496,447.912962202254,-3.66921478842856,0.483450435096857,-7.5896400583308,3.20795356539247e-14,9.33925763627336e-12
"40","gnl|Amel_4.5|GB41222-RA",29,15,2,122,171,116,108.190693171677,-4.66817197671842,0.62071525374252,-7.52063357324038,5.45114291772436e-14,1.54730691719606e-11
"41","gnl|Amel_4.5|GB45453-RA",17,7,6,34,241,168,106.591945110241,-5.19996321255974,0.692411829143027,-7.50992833122963,5.91597419106317e-14,1.63829197476418e-11
"42","gnl|Amel_4.5|GB49911-RA",444,139,114,518,988,664,602.069239585787,-3.12739510856368,0.417824485747279,-7.48494933936275,7.15747403646455e-14,1.93490381452425e-11
"43","gnl|Amel_4.5|GB51671-RA",105,133,77,772,574,563,547.121370151403,-3.9172548649809,0.528265248336112,-7.41531811399511,1.21333217002686e-13,3.2037612694151e-11
"44","gnl|Amel_4.5|GB47406-RA",13,3,6,46,148,55,60.866916030732,-4.82708872041027,0.653099744917611,-7.39104364681572,1.45680784358381e-13,3.75922642182967e-11
"45","gnl|Amel_4.5|GB55203-RA",35,12,8,55,179,151,98.562484190501,-4.24401315869488,0.576549211722223,-7.36105968477087,1.82455958955157e-13,4.60356657328188e-11
"46","gnl|Amel_4.5|GB42048-RA",4,3,0,36,61,76,44.7224452915383,-6.05651045979366,0.828400318031637,-7.31109142278523,2.64981160341122e-13,6.30414272134430e-11
"47","gnl|Amel_4.5|GB49888-RA",0,0,0,25,316,67,88.4570170463225,-10.5960477766185,1.4492104638552,-7.31160037889241,2.63979211054735e-13,6.30414272134430e-11
"48","gnl|Amel_4.5|GB54396-RA",17465,3267,2862,112,253,153,2049.13068210736,3.91689893959123,0.535804256888214,7.31031694734821,2.66512991566432e-13,6.30414272134430e-11
"49","gnl|Amel_4.5|GB46327-RA",8,5,0,47,114,50,52.2010135860564,-5.41975540013743,0.743361547596311,-7.29087402713044,3.07950610828277e-13,7.13565558233521e-11
"50","gnl|Amel_4.5|GB55029-RA",10,1,2,24,196,132,83.034311657654,-6.18874377090704,0.853066166054364,-7.25470545799685,4.02536821047611e-13,9.14080613234916e-11
