"","ID","C.1","C.2","C.3","T.1","T.2","T.3","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","gnl|Amel_4.5|GB50411-RA",42,13,15,324,527,434,331.527634773518,-5.64177691081453,0.443475093097747,-12.721744690115,4.47749715653863e-37,5.08375027153396e-33
"2","gnl|Amel_4.5|GB52184-RA",5,0,5,689,2196,548,803.456714336973,-9.65566484685188,0.776215028846144,-12.4394201194548,1.59658777970394e-35,9.06382882537926e-32
"3","gnl|Amel_4.5|GB53925-RA",2207,1470,1151,8920,17011,10650,9580.03769093833,-4.22653793396876,0.351318254187175,-12.0305104662081,2.456373108799e-33,9.29655342576795e-30
"4","gnl|Amel_4.5|GB52294-RA",30,50,18,3044,1834,1658,1797.35519840718,-7.40263237086035,0.619752314133036,-11.9445013790966,6.93650973030956e-33,1.96892828694837e-29
"5","gnl|Amel_4.5|GB40006-RA",32,9,6,232,1141,587,461.996095370578,-6.79492968396056,0.610395072036634,-11.1320192368014,8.76276671618649e-29,1.65820755492636e-25
"6","gnl|Amel_4.5|GB50813-RA",112,109,131,1407,2744,2313,1656.50507093552,-5.37177771140975,0.482018841961094,-11.1443313907703,7.63153116118356e-29,1.65820755492636e-25
"7","gnl|Amel_4.5|GB52318-RA",79,122,56,6800,5492,1886,3804.34976851379,-7.07686770289355,0.645879391883168,-10.9569492258605,6.15390217651822e-28,9.98162933031256e-25
"8","gnl|Amel_4.5|GB48134-RA",138,85,43,417,860,620,496.250087584971,-4.21010079107794,0.414505520330076,-10.156923332952,3.08663193195917e-24,4.38070236943305e-21
"9","gnl|Amel_4.5|GB51223-RA",3929,1791,230,53782,128684,49126,56419.6996217283,-6.79539570138165,0.693039109623772,-9.80521244330733,1.06921775178001e-22,1.3488775948567e-19
"10","gnl|Amel_4.5|GB42074-RA",7,8,3,138,126,167,116.087924183526,-5.97035757152642,0.62378759079354,-9.57113873318856,1.05734585909324e-21,1.20051048841447e-18
