id	CFB1	CFB2	CFB3	TFB1	TFB2	TFB3	logFC	logCPM	LR	PValue	FDR	sig	up/down
gnl|Amel_4.5|GB40005-RA	12	7	0	25	92	32	4.277963991	1.481157038	22.17401005	2.49022E-06	0.000198965	1	+
gnl|Amel_4.5|GB40006-RA	32	9	6	232	1141	587	6.724671418	5.228608794	84.84621794	3.22497E-20	1.27118E-16	1	+
gnl|Amel_4.5|GB40007-RA	2873	4532	3213	3558	1347	1686	0.593654261	7.967880326	0.888579654	0.345862498	0.657117195	0	+
gnl|Amel_4.5|GB40008-RA	6497	1577	904	332	3100	1653	0.606715095	7.308529745	0.833770585	0.361184486	0.668598395	0	+
gnl|Amel_4.5|GB40009-RA	79357	83571	52056	31794	34211	28871	0.081244387	11.93494245	0.025051158	0.874239654	0.956916748	0	+
gnl|Amel_4.5|GB40010-RA	222947	233348	157089	102559	78356	65879	-0.023830399	13.40265501	0.002018713	0.964163034	0.987290256	0	-
gnl|Amel_4.5|GB40012-RA	27	2	12	2	31	36	2.092138959	0.705768105	4.566468356	0.032603713	0.204255566	0	+
gnl|Amel_4.5|GB40013-RA	51	9	10	30	21	24	1.695279288	1.034529543	4.772541795	0.028917102	0.191780558	0	+
gnl|Amel_4.5|GB40014-RA	445	100	42	45	153	92	0.509780255	3.29774588	0.594536968	0.440670044	0.726058698	0	+
gnl|Amel_4.5|GB40015-RA	115	13	7	7	42	11	0.369527573	1.137908507	0.173238306	0.677249714	0.862332063	0	+
gnl|Amel_4.5|GB40016-RA	8	4	5	10	39	16	3.097890745	0.398465359	13.47060481	0.00024233	0.007580832	1	+
gnl|Amel_4.5|GB40017-RA	1783	1914	1327	920	529	618	0.029583702	6.506602856	0.002947423	0.956703981	0.985343637	0	+
gnl|Amel_4.5|GB40018-RA	1229	390	441	73	186	34	-1.494705529	4.47190767	6.322347068	0.011922572	0.115880992	0	-
gnl|Amel_4.5|GB40019-RA	3677	2465	2493	699	889	657	-0.673361008	6.932582107	1.850584514	0.173715427	0.471792002	0	-
gnl|Amel_4.5|GB40020-RA	179	18	20	4	92	18	0.501842225	1.879683993	0.306327315	0.579942685	0.810067522	0	+
gnl|Amel_4.5|GB40021-RA	241971	156111	98817	77132	95360	58577	0.239307552	13.12377261	0.231103541	0.630706774	0.840328551	0	+
gnl|Amel_4.5|GB40022-RA	44	22	18	17	6	13	0.2453794	0.66130602	0.101117223	0.75049302	0.901613326	0	+
gnl|Amel_4.5|GB40026-RA	4	0	0	0	0	2	0.680734796	-2.251062652	0.132857319	0.715487676	0.881561362	0	+
gnl|Amel_4.5|GB40027-RA	59	46	8	11	9	20	-0.042064969	0.930239711	0.002710991	0.958475168	0.985343637	0	-
gnl|Amel_4.5|GB40028-RA	227	113	113	57	48	32	-0.345798186	2.780630188	0.319625892	0.571832557	0.805086318	0	-
gnl|Amel_4.5|GB40029-RA	82	67	85	50	65	36	0.556234792	2.399320939	0.772071752	0.379576901	0.683700969	0	+
gnl|Amel_4.5|GB40030-RA	290	112	89	21	47	30	-0.944883691	2.614893853	2.373054936	0.123445267	0.396237863	0	-
gnl|Amel_4.5|GB40031-RA	1044	344	376	56	147	36	-1.563192518	4.240262631	7.288154223	0.006941075	0.083423246	0	-
gnl|Amel_4.5|GB40032-RA	1102	1313	1671	454	175	130	-1.173345792	5.829569439	3.272725734	0.070440495	0.301619835	0	-
gnl|Amel_4.5|GB40033-RA	656	250	222	91	178	120	-0.158106106	4.080252344	0.092114294	0.761506282	0.905824157	0	-
gnl|Amel_4.5|GB40035-RA	3	10	3	4	1	1	-0.154161035	-1.280755935	0.016322684	0.8983387	0.965857851	0	-
gnl|Amel_4.5|GB40038-RA	6	2	0	0	6	2	1.314381191	-1.592424603	0.967229069	0.325372215	0.638381689	0	+
gnl|Amel_4.5|GB40039-RA	9	36	45	31	4	5	0.029185245	0.932620641	0.000832053	0.976987951	0.991161573	0	+
gnl|Amel_4.5|GB40046-RA	99	51	71	27	42	4	-0.372715629	1.833674368	0.238328211	0.625416185	0.838508382	0	-
gnl|Amel_4.5|GB40047-RA	163	102	144	54	33	37	-0.414262917	2.705422403	0.417257929	0.518308465	0.776858095	0	-
gnl|Amel_4.5|GB40053-RA	24	12	2	2	20	6	0.870619398	-0.110430161	0.819330942	0.365375855	0.672043784	0	+
gnl|Amel_4.5|GB40054-RA	29	3	11	0	24	22	1.432730937	0.334336393	1.83569665	0.175456165	0.47455836	0	+
gnl|Amel_4.5|GB40056-RA	308	185	160	93	61	29	-0.448614676	3.274888823	0.529610652	0.466770595	0.740781411	0	-
gnl|Amel_4.5|GB40057-RA	4302	3696	3361	1428	1805	2256	0.197099544	7.762074866	0.142108906	0.70619341	0.877073555	0	+
gnl|Amel_4.5|GB40058-RA	111	67	92	6	20	6	-1.92540888	1.749997983	6.991872519	0.008188065	0.092345553	0	-
gnl|Amel_4.5|GB40061-RA	261	204	199	54	261	392	1.284101934	4.325551266	4.045771453	0.044282135	0.238776217	0	+
gnl|Amel_4.5|GB40063-RA	497	556	672	217	123	226	-0.380153317	4.859098498	0.430029285	0.511974579	0.772561011	0	-
gnl|Amel_4.5|GB40064-RA	73	28	32	5	14	11	-0.819120306	0.941036943	1.266412189	0.260440831	0.57123643	0	-
gnl|Amel_4.5|GB40065-RA	0	0	0	0	3	6	5.402325323	-1.947933877	9.038424776	0.002643633	0.044153904	1	+
gnl|Amel_4.5|GB40067-RA	413	69	31	12	111	28	-0.291590348	2.70067471	0.132961962	0.715380528	0.881561362	0	-
gnl|Amel_4.5|GB40069-RA	122	211	73	27	51	98	0.006380486	2.900298989	8.63762E-05	0.992584665	0.997222912	0	+
gnl|Amel_4.5|GB40070-RA	512	111	159	47	243	132	0.466580979	3.817688646	0.572289168	0.449350693	0.731637042	0	+
gnl|Amel_4.5|GB40071-RA	417	161	199	186	120	123	0.581239407	3.972199211	1.070023188	0.300940208	0.613237629	0	+
gnl|Amel_4.5|GB40072-RA	1314	318	188	128	302	111	-0.256810833	4.569284627	0.196371712	0.657665574	0.853103929	0	-
gnl|Amel_4.5|GB40073-RA	311	206	121	31	100	127	-0.002912373	3.411783775	2.35487E-05	0.996128122	0.998153974	0	-
gnl|Amel_4.5|GB40074-RA	301	314	217	145	582	575	1.805195311	5.050353153	9.893936836	0.001658242	0.032254399	1	+
gnl|Amel_4.5|GB40075-RA	489	445	292	60	187	232	-0.135372613	4.361857918	0.057356743	0.810723573	0.928594174	0	-
gnl|Amel_4.5|GB40076-RA	736	336	485	63	247	151	-0.55677773	4.493204658	1.050504999	0.30539081	0.618364097	0	-
gnl|Amel_4.5|GB40077-RA	15542	1155	697	88	2345	708	-0.920788962	7.349929714	1.059022824	0.303438162	0.616627645	0	-
gnl|Amel_4.5|GB40078-RA	0	0	0	7	7	9	6.803923505	-1.114480418	21.35850122	3.80928E-06	0.000276348	1	+
gnl|Amel_4.5|GB40079-RA	0	2	4	0	0	0	-3.95858295	-2.222706509	3.003982954	0.08306009	0.324367757	0	-
gnl|Amel_4.5|GB40080-RA	4	2	4	0	0	0	-4.384384291	-1.964107774	4.640662032	0.031222955	0.199872811	0	-
gnl|Amel_4.5|GB40082-RA	0	4	1	13	2	18	3.834189939	-0.525548534	8.577392965	0.003403623	0.052337903	0	+
gnl|Amel_4.5|GB40083-RA	919	262	230	160	94	127	-0.315393517	4.25804612	0.308190095	0.578792945	0.809775979	0	-
gnl|Amel_4.5|GB40084-RA	356	547	414	109	54	67	-1.269194247	4.158960241	4.208750761	0.040215944	0.227127783	0	-
gnl|Amel_4.5|GB40085-RA	5	3	3	4	8	13	2.432637785	-0.68793364	6.413214638	0.011327416	0.111808592	0	+
gnl|Amel_4.5|GB40086-RA	67	122	124	64	33	42	0.014896411	2.630571037	0.000448325	0.983107106	0.993218764	0	+
gnl|Amel_4.5|GB40087-RA	42	37	82	4	18	31	-0.536220173	1.491718026	0.42067731	0.516599273	0.77577345	0	-
gnl|Amel_4.5|GB40089-RA	381	914	597	179	150	431	-0.154973745	5.131264477	0.06004734	0.806421134	0.926358064	0	-
gnl|Amel_4.5|GB40091-RA	396	65	54	350	565	583	3.141319039	5.09465903	25.71977399	3.94761E-07	4.32227E-05	1	+
gnl|Amel_4.5|GB40092-RA	4	4	0	0	10	0	1.366361401	-1.471562737	0.756992218	0.384271442	0.686613751	0	+
gnl|Amel_4.5|GB40094-RA	119	60	43	0	8	2	-3.207765576	1.264294166	13.27352211	0.000269181	0.008203777	1	-
gnl|Amel_4.5|GB40095-RA	142	95	145	75	225	250	1.682372108	3.847943071	7.529273062	0.00607044	0.076907283	0	+
gnl|Amel_4.5|GB40098-RA	252	102	99	35	68	25	-0.490600995	2.685788762	0.642014715	0.42298218	0.715090716	0	-
gnl|Amel_4.5|GB40100-RA	2904	2866	3180	1153	1227	1228	-0.109724854	7.318923905	0.043157338	0.835429296	0.93949648	0	-
gnl|Amel_4.5|GB40101-RA	0	1	0	1	1	3	3.043728153	-2.195382386	3.79419466	0.051430609	0.257220035	0	+
gnl|Amel_4.5|GB40102-RA	264	53	60	60	42	8	-0.183783112	2.408931399	0.057738902	0.810106063	0.928400908	0	-
gnl|Amel_4.5|GB40103-RA	0	3	3	0	0	2	-0.503935915	-2.056939007	0.083984519	0.771968615	0.910132359	0	-
gnl|Amel_4.5|GB40106-RA	566	514	420	565	893	626	1.688341295	5.806952516	11.58503892	0.000664845	0.016176537	1	+
gnl|Amel_4.5|GB40107-RA	248	125	151	30	39	38	-0.981006064	2.802444126	2.654846469	0.103234724	0.361560054	0	-
gnl|Amel_4.5|GB40108-RA	4322	1253	1465	240	1660	407	-0.355198285	6.595284333	0.349272254	0.554525379	0.794910681	0	-
gnl|Amel_4.5|GB40109-RA	1125	104	52	58	817	366	1.529056601	4.949072528	3.379024774	0.066031115	0.290482865	0	+
gnl|Amel_4.5|GB40110-RA	183	121	97	10	55	33	-0.835731318	2.482585365	1.628693378	0.201883868	0.50653018	0	-
gnl|Amel_4.5|GB40112-RA	742	114	69	28	302	82	0.291654486	3.794024214	0.149414244	0.699095757	0.872854749	0	+
gnl|Amel_4.5|GB40113-RA	9145	9098	8446	2366	2059	1869	-0.840455672	8.565569121	2.426233203	0.119319309	0.390745185	0	-
gnl|Amel_4.5|GB40114-RA	106	82	13	98	69	124	2.012055634	2.936922016	7.9683683	0.004760183	0.065835278	0	+
gnl|Amel_4.5|GB40116-RA	0	2	6	8	2	16	2.711384571	-0.685947015	4.32357604	0.037587851	0.21949449	0	+
gnl|Amel_4.5|GB40118-RA	18	11	1	0	0	4	-1.338831062	-0.95728732	0.973811312	0.323731485	0.637133699	0	-
gnl|Amel_4.5|GB40119-RA	3676	2362	1872	661	916	869	-0.37970619	6.880462238	0.607242355	0.435828005	0.723053595	0	-
gnl|Amel_4.5|GB40120-RA	15	10	10	4	3	0	-1.002536856	-0.673200929	0.930275819	0.334791264	0.645614269	0	-
gnl|Amel_4.5|GB40123-RA	6	0	3	0	4	0	0.034791202	-1.776144966	0.000625528	0.98004655	0.991838236	0	+
gnl|Amel_4.5|GB40124-RA	1191	680	560	184	431	316	-0.103063974	5.287562134	0.047095964	0.828195841	0.936850246	0	-
gnl|Amel_4.5|GB40125-RA	3	21	12	7	8	15	0.80176428	0.044046599	0.689623786	0.406292374	0.703324159	0	+
gnl|Amel_4.5|GB40126-RA	1119	813	943	403	628	408	0.20933081	5.789002573	0.18507457	0.667048023	0.857001616	0	+
gnl|Amel_4.5|GB40128-RA	1179	1181	864	365	757	1119	0.692051765	6.230610228	1.659890218	0.197618147	0.500811479	0	+
gnl|Amel_4.5|GB40129-RA	126	10	10	13	130	80	2.175656693	2.348652904	6.147180292	0.013162179	0.123330244	0	+
gnl|Amel_4.5|GB40130-RA	124	12	12	0	50	56	1.094308421	1.63547072	1.081685283	0.298320852	0.610213472	0	+
gnl|Amel_4.5|GB40132-RA	82	44	53	23	49	55	0.770210023	2.049475235	1.433525105	0.23119	0.541797452	0	+
gnl|Amel_4.5|GB40133-RA	16	11	18	53	66	82	3.370643017	2.107838669	21.75768853	3.09348E-06	0.000238578	1	+
gnl|Amel_4.5|GB40134-RA	17315	17558	14216	4280	8758	12115	0.233838232	9.91040227	0.182066891	0.669602971	0.858511887	0	+
gnl|Amel_4.5|GB40135-RA	182	24	19	50	340	193	2.889810392	3.631454126	14.16758315	0.000167227	0.005782042	1	+
gnl|Amel_4.5|GB40136-RA	378	78	140	440	165	100	1.829224071	4.347260386	7.046247316	0.007943149	0.090839205	0	+
gnl|Amel_4.5|GB40137-RA	166	50	951	226	135	62	-0.438629311	4.468119818	0.241349561	0.623233086	0.837279168	0	-
gnl|Amel_4.5|GB40138-RA	2	25	8	6	6	24	1.129174687	0.165073377	1.14586469	0.284416491	0.59644338	0	+
gnl|Amel_4.5|GB40139-RA	16	6	4	0	0	2	-2.120466694	-1.159652156	2.672946954	0.102066874	0.36066348	0	-
gnl|Amel_4.5|GB40140-RA	2080	940	963	1394	2164	2133	1.863260906	7.232668982	13.21553326	0.000277638	0.008375192	1	+
gnl|Amel_4.5|GB40141-RA	4795	2311	1049	535	970	606	-0.539413548	6.723983489	1.113390564	0.291346101	0.603558928	0	-
gnl|Amel_4.5|GB40142-RA	26	21	22	5	25	27	0.886940237	0.839050915	1.299289948	0.254342964	0.564702505	0	+
gnl|Amel_4.5|GB40145-RA	1060	436	515	98	304	228	-0.38989502	4.867409235	0.571158596	0.449798888	0.731719886	0	-
gnl|Amel_4.5|GB40146-RA	67	16	4	24	12	15	0.933977509	0.820480948	1.190129683	0.275303399	0.587628646	0	+
gnl|Amel_4.5|GB40148-RA	2458	6153	1797	6665	3322	4336	1.726451278	8.707213594	6.734104521	0.00945867	0.099897197	0	+
gnl|Amel_4.5|GB40149-RA	8	2	3	0	2	0	-1.317464924	-1.68828029	0.918959538	0.337748312	0.648145698	0	-
gnl|Amel_4.5|GB40150-RA	1527	2002	1025	918	922	1410	0.771294493	6.787693243	2.042566863	0.152951359	0.442224033	0	+
gnl|Amel_4.5|GB40151-RA	1677	534	589	227	705	507	0.394225859	5.653896194	0.599061564	0.438936306	0.724575807	0	+
gnl|Amel_4.5|GB40153-RA	4	8	11	0	1	1	-2.377143085	-1.182770799	3.209443102	0.073214399	0.306789606	0	-
gnl|Amel_4.5|GB40154-RA	13	52	40	9	2	8	-1.296668063	0.747101712	1.904076585	0.167622728	0.464288546	0	-
gnl|Amel_4.5|GB40155-RA	16	13	6	2	6	7	0.068917483	-0.443057391	0.006037816	0.938064002	0.978960977	0	+
gnl|Amel_4.5|GB40156-RA	6	49	58	18	7	3	-0.925005746	0.980810979	0.836660723	0.360353555	0.667664421	0	-
gnl|Amel_4.5|GB40157-RA	9007	2216	1419	564	3027	1511	0.12308546	7.545124873	0.041197375	0.839157414	0.941018153	0	+
gnl|Amel_4.5|GB40158-RA	38	28	10	11	10	12	0.196309134	0.52361566	0.067403241	0.795155872	0.922056361	0	+
gnl|Amel_4.5|GB40159-RA	17	6	4	4	1	2	-0.39638425	-0.925930893	0.146155955	0.702236269	0.874830669	0	-
gnl|Amel_4.5|GB40160-RA	120	252	259	61	21	53	-1.032708324	3.25657763	2.080417011	0.149199411	0.437940723	0	-
gnl|Amel_4.5|GB40162-RA	182	28	6	14	71	52	0.952580361	2.05401458	1.254252511	0.262741822	0.573857973	0	+
gnl|Amel_4.5|GB40163-RA	1247	607	834	126	290	195	-0.90198736	5.152988102	3.317762807	0.068535032	0.297186197	0	-
gnl|Amel_4.5|GB40164-RA	3966	3207	1867	172	316	321	-2.200215928	6.551842552	17.7214491	2.55727E-05	0.001309078	1	-
gnl|Amel_4.5|GB40165-RA	14	52	56	3	6	13	-1.440621748	0.945119419	2.461866175	0.11664013	0.385055704	0	-
gnl|Amel_4.5|GB40166-RA	632	189	77	38	175	202	0.385780246	3.886388096	0.331731324	0.564641396	0.800985079	0	+
gnl|Amel_4.5|GB40167-RA	6	15	3	11	1	8	1.079246172	-0.485927995	0.970710222	0.324503115	0.637522735	0	+
gnl|Amel_4.5|GB40168-RA	9078	6240	4462	1803	2970	3899	0.119580033	8.440032903	0.052479642	0.818803353	0.932429666	0	+
gnl|Amel_4.5|GB40169-RA	19	17	3	0	7	12	0.278233307	-0.267783814	0.06869911	0.793240376	0.921401035	0	+
gnl|Amel_4.5|GB40175-RA	3	0	0	1	6	4	3.125170959	-1.654644231	5.377802953	0.020394546	0.157934188	0	+
gnl|Amel_4.5|GB40180-RA	161	339	595	102	24	112	-1.055016836	4.09074403	1.881880903	0.170120525	0.466856042	0	-
gnl|Amel_4.5|GB40183-RA	24	8	0	0	4	0	-1.544932052	-0.94091952	1.122273524	0.289429432	0.602234076	0	-
gnl|Amel_4.5|GB40186-RA	2	4	0	0	0	0	-3.658146207	-2.247730611	2.740245849	0.097849712	0.354239863	0	-
gnl|Amel_4.5|GB40187-RA	1	11	10	0	0	0	-5.733217764	-1.296628448	7.575805899	0.005915692	0.076035939	0	-
gnl|Amel_4.5|GB40192-RA	10	6	8	0	2	3	-1.012696461	-1.061779459	0.845236838	0.357903315	0.666594219	0	-
gnl|Amel_4.5|GB40193-RA	0	5	0	2	1	0	0.387001533	-2.055666485	0.047445285	0.827569838	0.936371002	0	+
gnl|Amel_4.5|GB40197-RA	2	4	0	0	0	0	-3.658152819	-2.247730611	2.739062899	0.097922175	0.354239863	0	-
gnl|Amel_4.5|GB40198-RA	2	0	0	0	2	4	2.796492919	-2.055660379	3.06986065	0.079756308	0.319535948	0	+
gnl|Amel_4.5|GB40203-RA	641	251	218	105	175	132	-0.03737134	4.115121281	0.005246146	0.942259485	0.979685058	0	-
gnl|Amel_4.5|GB40204-RA	83	5	0	0	45	4	0.677487105	0.669890699	0.253797954	0.614413427	0.831381025	0	+
gnl|Amel_4.5|GB40205-RA	1029	215	174	76	341	150	0.121373183	4.396055014	0.040915776	0.839700584	0.94121367	0	+
gnl|Amel_4.5|GB40206-RA	209	162	137	46	61	32	-0.615672138	2.913941513	1.082927364	0.298043607	0.609922319	0	-
gnl|Amel_4.5|GB40207-RA	292	121	209	60	86	40	-0.474581551	3.227859614	0.660544733	0.416367698	0.710759075	0	-
gnl|Amel_4.5|GB40208-RA	1592	561	662	378	547	485	0.390910609	5.693834361	0.657772939	0.417347282	0.711246617	0	+
gnl|Amel_4.5|GB40209-RA	6	2	0	0	42	8	3.832235236	-0.094319217	8.153071976	0.004298828	0.061319227	0	+
gnl|Amel_4.5|GB40210-RA	33	17	36	35	50	32	1.637054265	1.621271257	5.422584731	0.019877912	0.155976317	0	+
gnl|Amel_4.5|GB40211-RA	451	509	300	99	120	66	-0.910525733	4.125765766	2.740179813	0.097853755	0.354239863	0	-
gnl|Amel_4.5|GB40212-RA	102	63	63	33	30	31	0.047770291	2.022671601	0.00568873	0.939877625	0.979243206	0	+
gnl|Amel_4.5|GB40217-RA	145	44	12	20	32	22	0.116073569	1.636618878	0.02461608	0.875327503	0.957427409	0	+
gnl|Amel_4.5|GB40218-RA	265	48	63	3	70	32	-0.481798838	2.319260444	0.363623236	0.546500837	0.791375508	0	-
gnl|Amel_4.5|GB40219-RA	5	17	1	8	2	2	0.384199209	-0.789072523	0.103734529	0.747393262	0.899851722	0	+
gnl|Amel_4.5|GB40221-RA	45	27	16	6	9	8	-0.578527683	0.476966185	0.602630313	0.437576199	0.72429151	0	-
gnl|Amel_4.5|GB40222-RA	912	1012	1379	701	342	416	0.050306772	6.009218307	0.007313892	0.931846967	0.976353027	0	+
gnl|Amel_4.5|GB40223-RA	0	2	2	0	2	0	-0.142094791	-2.216589842	0.005566268	0.940527064	0.979543115	0	-
gnl|Amel_4.5|GB40225-RA	324	276	188	132	192	154	0.541918977	4.065182995	1.079124108	0.298893582	0.610962248	0	+
gnl|Amel_4.5|GB40226-RA	89	44	33	16	12	14	-0.552828313	1.293603633	0.629553681	0.427519074	0.71774964	0	-
gnl|Amel_4.5|GB40228-RA	8	3	0	0	2	0	-0.982807624	-1.806676853	0.398542341	0.527843014	0.782006463	0	-
gnl|Amel_4.5|GB40229-RA	3	9	0	2	5	1	0.543534012	-1.370941717	0.177282148	0.673719399	0.860896034	0	+
gnl|Amel_4.5|GB40230-RA	9	9	0	1	13	13	1.85776754	-0.474630276	2.645772122	0.103825701	0.362271736	0	+
gnl|Amel_4.5|GB40231-RA	33	42	30	16	50	23	0.862422941	1.448121385	1.494533061	0.22151446	0.530997058	0	+
gnl|Amel_4.5|GB40232-RA	21116	18092	20985	5566	4354	5079	-0.751367638	9.774115507	1.930799862	0.164670962	0.461429889	0	-
gnl|Amel_4.5|GB40233-RA	28	24	35	20	17	26	0.749767446	1.108584126	1.032124967	0.309660096	0.622641096	0	+
gnl|Amel_4.5|GB40234-RA	755	227	190	68	461	207	0.662772701	4.506590674	1.226204296	0.268146484	0.580525847	0	+
gnl|Amel_4.5|GB40237-RA	12080	10462	7583	2435	2490	3057	-0.622622256	8.760446423	1.438416731	0.23039572	0.540930063	0	-
gnl|Amel_4.5|GB40238-RA	462	80	114	10	199	49	-0.03975623	3.27190765	0.00269427	0.958603305	0.985343637	0	-
gnl|Amel_4.5|GB40239-RA	365	70	69	28	79	18	-0.559706765	2.661213597	0.654083184	0.418656607	0.711806524	0	-
gnl|Amel_4.5|GB40240-RA	75644	29303	36119	7959	21712	11458	-0.49639096	10.93445603	0.937473214	0.332928515	0.643386123	0	-
gnl|Amel_4.5|GB40241-RA	20	0	0	9	7	0	1.522208113	-0.839208645	0.963462284	0.326316097	0.639112633	0	+
gnl|Amel_4.5|GB40243-RA	34	29	3	30	20	43	1.959588992	1.264140116	5.501191696	0.019003519	0.152744769	0	+
gnl|Amel_4.5|GB40248-RA	0	0	0	0	126	13	9.060010996	1.192428291	25.49948446	4.42501E-07	4.75689E-05	1	+
gnl|Amel_4.5|GB40249-RA	4	0	0	0	4	0	1.329564367	-2.091629667	0.561712516	0.453571066	0.733723131	0	+
gnl|Amel_4.5|GB40250-RA	13	42	10	12	82	88	2.548984796	2.00775648	8.591903225	0.003376609	0.052078434	0	+
gnl|Amel_4.5|GB40251-RA	45	43	34	70	461	225	3.719037921	3.917938916	29.32952381	6.10583E-08	9.25659E-06	1	+
gnl|Amel_4.5|GB40252-RA	1075	1759	2583	806	199	263	-0.869685389	6.397823472	1.496920008	0.221145878	0.53059392	0	-
gnl|Amel_4.5|GB40253-RA	670	129	663	172	320	188	0.097702773	4.743506919	0.025544861	0.873016883	0.956442002	0	+
gnl|Amel_4.5|GB40254-RA	45	28	16	2	12	13	-0.420370302	0.54518613	0.280301991	0.59650335	0.81985899	0	-
gnl|Amel_4.5|GB40258-RA	7	11	19	0	0	0	-6.401971419	-0.793829603	11.78250491	0.0005979	0.014853287	1	-
gnl|Amel_4.5|GB40259-RA	560	370	463	122	109	82	-0.877423851	4.272859794	2.612673282	0.106012917	0.366336276	0	-
gnl|Amel_4.5|GB40261-RA	6320	1922	2403	425	955	802	-0.909967744	6.996177157	3.117740141	0.077444118	0.315146541	0	-
gnl|Amel_4.5|GB40262-RA	13	9	4	2	17	5	1.074517669	-0.39792751	1.342417119	0.246608154	0.557686253	0	+
gnl|Amel_4.5|GB40263-RA	2186	2828	3400	1360	1323	1009	-0.040335616	7.321326054	0.005160023	0.942734569	0.979685058	0	-
gnl|Amel_4.5|GB40264-RA	5	0	0	2	37	9	4.51673583	-0.189506647	12.32149591	0.000447772	0.012061277	1	+
gnl|Amel_4.5|GB40265-RA	1773	505	334	130	579	430	0.2354719	5.371595483	0.172981028	0.67747595	0.862527251	0	+
gnl|Amel_4.5|GB40266-RA	377	78	65	14	103	61	-0.108194513	2.876640127	0.023758043	0.877502154	0.958159822	0	-
gnl|Amel_4.5|GB40267-RA	2108	760	755	262	415	203	-0.656335039	5.544427418	1.796023666	0.180193959	0.481317723	0	-
gnl|Amel_4.5|GB40268-RA	15	6	4	1	0	0	-2.927986608	-1.234430628	4.332696741	0.037386967	0.218970227	0	-
gnl|Amel_4.5|GB40269-RA	2314	1734	1481	841	497	317	-0.38472051	6.406321881	0.481599112	0.487698876	0.755342398	0	-
gnl|Amel_4.5|GB40270-RA	36	12	3	9	5	5	0.190778835	-0.107569696	0.042753325	0.836190445	0.939919393	0	+
gnl|Amel_4.5|GB40271-RA	55	14	6	22	14	6	0.796311174	0.597186217	0.881131011	0.347892092	0.658979791	0	+
gnl|Amel_4.5|GB40273-RA	2063	565	190	99	215	378	-0.434044253	5.09421377	0.464280638	0.495630177	0.762136131	0	-
gnl|Amel_4.5|GB40274-RA	119	45	28	24	130	87	1.679562879	2.597994286	6.074364291	0.013715765	0.126809167	0	+
gnl|Amel_4.5|GB40275-RA	2	0	7	0	0	0	-4.433768454	-2.009873342	3.740217799	0.053117521	0.26063044	0	-
gnl|Amel_4.5|GB40278-RA	5393	1398	796	358	2777	2179	0.937736682	7.286963833	2.031370697	0.154081589	0.444001751	0	+
gnl|Amel_4.5|GB40279-RA	20	0	0	0	2	0	-1.563634534	-1.439996248	0.733332101	0.391805253	0.6918168	0	-
gnl|Amel_4.5|GB40280-RA	4290	738	469	59	538	408	-0.933498208	5.825445832	1.814198635	0.178005384	0.478280769	0	-
gnl|Amel_4.5|GB40281-RA	33	28	17	4	4	18	-0.247414	0.459540648	0.08526665	0.770283155	0.909375413	0	-
gnl|Amel_4.5|GB40282-RA	440	194	140	27	229	132	0.277914391	3.766389852	0.1909704	0.662110186	0.855304015	0	+
gnl|Amel_4.5|GB40283-RA	521	99	23	45	377	139	1.31202988	3.871854671	2.788133295	0.094964793	0.348738053	0	+
gnl|Amel_4.5|GB40284-RA	14	2	20	16	2	4	0.647070926	-0.175446787	0.343275239	0.557944766	0.796246301	0	+
gnl|Amel_4.5|GB40286-RA	79646	19852	15858	704	3138	1403	-3.051398564	9.864763069	23.90589604	1.01161E-06	9.64705E-05	1	-
gnl|Amel_4.5|GB40287-RA	2644	882	622	126	407	301	-0.906533142	5.583443823	2.956220904	0.085547672	0.32931641	0	-
gnl|Amel_4.5|GB40288-RA	352	34	58	5	45	19	-1.20814243	2.250456369	2.266587596	0.132190684	0.411356537	0	-
gnl|Amel_4.5|GB40289-RA	2145	337	364	50	531	111	-0.661587113	5.025248414	0.907785649	0.340702635	0.651699879	0	-
gnl|Amel_4.5|GB40296-RA	980	456	326	174	289	127	-0.215007327	4.708031307	0.17990361	0.671456089	0.859583009	0	-
gnl|Amel_4.5|GB40297-RA	8667	10347	11803	2693	1676	1207	-1.248159701	8.701525774	4.254994344	0.039135078	0.22378427	0	-
gnl|Amel_4.5|GB40298-RA	4	3	2	14	7	4	2.801710875	-0.730767759	7.380494953	0.006593502	0.080681716	0	+
gnl|Amel_4.5|GB40299-RA	8	5	2	6	1	4	1.031526062	-1.121078756	0.909306923	0.340298379	0.651137271	0	+
gnl|Amel_4.5|GB40300-RA	54	3	23	3	3	5	-1.359051431	0.134646936	1.890921214	0.169098054	0.465588371	0	-
gnl|Amel_4.5|GB40301-RA	7633	2926	2730	693	1149	835	-0.924500228	7.319690323	3.413247708	0.064675043	0.287080474	0	-
gnl|Amel_4.5|GB40302-RA	6481	2379	2522	504	950	310	-1.349245231	6.974750767	6.443887115	0.011133476	0.110447449	0	-
gnl|Amel_4.5|GB40303-RA	23	6	14	1	22	9	0.741947237	0.082921728	0.638674077	0.424191341	0.715873022	0	+
gnl|Amel_4.5|GB40304-RA	560	75	20	53	412	132	1.416752914	3.925690163	3.038253949	0.081323346	0.32221297	0	+
gnl|Amel_4.5|GB40305-RA	10203	2677	2029	589	2740	1082	-0.364631537	7.584398032	0.391194427	0.531672228	0.783332182	0	-
gnl|Amel_4.5|GB40306-RA	3701	3435	3066	673	459	699	-1.188740594	7.04642792	4.808047086	0.02832713	0.189676281	0	-
