id	CFB1	CFB2	CFB3	TFB1	TFB2	TFB3	logFC	logCPM	LR	PValue	FDR	sig	up/down
gnl|Amel_4.5|GB44481-RA	2	2	3	7	10	5	2.762415595	-0.913100564	7.489958959	0.006204397	0.077637031	0	+
gnl|Amel_4.5|GB44482-RA	1270	898	586	136	348	378	-0.397731838	5.351944552	0.613915736	0.433317264	0.721741125	0	-
gnl|Amel_4.5|GB44483-RA	820	104	51	106	1034	448	2.242519914	5.154956367	8.443993107	0.003662512	0.054960914	0	+
gnl|Amel_4.5|GB44485-RA	132	100	80	159	101	165	1.797806453	3.554210434	9.173128698	0.002455944	0.041846588	1	+
gnl|Amel_4.5|GB44486-RA	375	49	47	48	246	109	1.281212229	3.438806652	3.368780375	0.066442926	0.291270691	0	+
gnl|Amel_4.5|GB44488-RA	68	39	24	2	3	17	-1.156471222	0.84339071	1.754430159	0.185320768	0.487631971	0	-
gnl|Amel_4.5|GB44490-RA	4765	2082	1497	913	1562	1539	0.344855995	7.211908568	0.470061667	0.4929588	0.759806805	0	+
gnl|Amel_4.5|GB44491-RA	43	10	9	4	21	0	0.015849176	0.144523957	0.000245854	0.987489896	0.995528962	0	+
gnl|Amel_4.5|GB44492-RA	1604	195	163	29	237	46	-1.183105905	4.253880694	2.504692762	0.11350762	0.380161446	0	-
gnl|Amel_4.5|GB44493-RA	3625	861	509	18	383	119	-1.89770292	5.490349989	6.459632696	0.011035245	0.109749181	0	-
gnl|Amel_4.5|GB44494-RA	1074	390	215	18	89	48	-2.058067056	4.006139687	11.04540126	0.000889075	0.020355649	1	-
gnl|Amel_4.5|GB44495-RA	32	18	9	0	11	10	-0.198358709	0.078174346	0.044532186	0.832866588	0.938771081	0	-
gnl|Amel_4.5|GB44496-RA	525	165	136	107	115	68	-0.02006816	3.642608503	0.001240087	0.971908407	0.990598673	0	-
gnl|Amel_4.5|GB44498-RA	35	29	41	7	38	26	0.514275294	1.276765959	0.469072088	0.493414361	0.760211703	0	+
gnl|Amel_4.5|GB44499-RA	5	2	1	0	2	4	0.937020723	-1.696015982	0.563942251	0.452676196	0.733175167	0	+
gnl|Amel_4.5|GB44500-RA	5564	1455	1377	757	2878	1617	0.72037547	7.358771025	1.684855366	0.194280536	0.497265657	0	+
gnl|Amel_4.5|GB44501-RA	4876	2353	2447	708	1467	1331	-0.160337374	7.244055434	0.102467544	0.748888341	0.900762777	0	-
gnl|Amel_4.5|GB44502-RA	7027	1473	1235	168	2215	546	-0.384809301	6.925550216	0.30849801	0.578603332	0.809606485	0	-
gnl|Amel_4.5|GB44503-RA	71	12	8	25	84	34	2.146627801	1.727048064	7.677024686	0.005592831	0.074035115	0	+
gnl|Amel_4.5|GB44504-RA	8	2	4	0	2	1	-0.884481877	-1.574817296	0.507230243	0.476340327	0.74724388	0	-
gnl|Amel_4.5|GB44505-RA	36	21	36	4	21	4	-0.606096129	0.65636754	0.554346748	0.456547035	0.736014817	0	-
gnl|Amel_4.5|GB44506-RA	333	91	89	49	57	36	-0.363411131	2.818627781	0.348440858	0.554997052	0.795030538	0	-
gnl|Amel_4.5|GB44507-RA	295	62	24	53	384	146	2.081215034	3.739015548	7.874163974	0.005014605	0.068394121	0	+
gnl|Amel_4.5|GB44509-RA	19	5	14	4	5	2	-0.485789776	-0.492096977	0.268680864	0.604218035	0.8242386	0	-
gnl|Amel_4.5|GB44510-RA	12	1	0	0	8	0	0.730563224	-1.400772991	0.209039113	0.647521582	0.847851036	0	+
gnl|Amel_4.5|GB44511-RA	81	8	1	10	66	12	1.531249556	1.170713948	2.284210497	0.130696633	0.4089607	0	+
gnl|Amel_4.5|GB44512-RA	2719	2938	2030	1332	610	610	-0.256241335	6.98428033	0.196243611	0.657770134	0.853125616	0	-
gnl|Amel_4.5|GB44513-RA	1117	361	142	25	141	67	-1.378777025	4.047249834	4.522467036	0.033452561	0.207325225	0	-
gnl|Amel_4.5|GB44514-RA	228	67	48	35	44	18	-0.325026095	2.255369814	0.243200675	0.621903916	0.836139838	0	-
gnl|Amel_4.5|GB44515-RA	734	629	688	357	186	184	-0.193430167	5.126460721	0.121318089	0.727609289	0.889273287	0	-
gnl|Amel_4.5|GB44516-RA	1129	684	588	193	133	130	-1.013516601	4.929705009	3.770506798	0.052163825	0.258640834	0	-
gnl|Amel_4.5|GB44517-RA	449	257	206	140	113	108	0.052092008	3.948626313	0.00935883	0.922932043	0.974275282	0	+
gnl|Amel_4.5|GB44518-RA	1354	354	378	107	238	37	-1.062579266	4.55503227	2.986818175	0.083944963	0.326011043	0	-
gnl|Amel_4.5|GB44519-RA	69	2	4	0	2	0	-3.457896814	-0.226318204	5.871575096	0.015387278	0.136039606	0	-
gnl|Amel_4.5|GB44520-RA	5660	6210	8152	1902	1289	927	-1.07862362	8.137578906	3.266726709	0.070698557	0.301808821	0	-
gnl|Amel_4.5|GB44521-RA	951	323	257	107	173	86	-0.634677256	4.278390574	1.429610291	0.23182805	0.542066349	0	-
gnl|Amel_4.5|GB44523-RA	167	49	55	6	67	35	-0.031448952	2.117473264	0.001841434	0.965771736	0.988167412	0	-
gnl|Amel_4.5|GB44524-RA	1086	492	476	145	313	118	-0.54029008	4.827770345	1.1279275	0.288217839	0.60089482	0	-
gnl|Amel_4.5|GB44526-RA	10887	1634	1137	677	6790	3382	1.163804903	8.196574221	2.604977055	0.106528699	0.367452404	0	+
gnl|Amel_4.5|GB44527-RA	80	34	26	6	19	20	-0.272519642	1.143699902	0.14273613	0.705575939	0.876779685	0	-
gnl|Amel_4.5|GB44528-RA	18	38	34	56	49	69	2.09196345	2.128678533	8.202688359	0.004182837	0.060099688	0	+
gnl|Amel_4.5|GB44529-RA	0	2	0	3	4	6	3.608027454	-1.554824971	7.149321603	0.007499235	0.087745474	0	+
gnl|Amel_4.5|GB44530-RA	181	19	24	31	47	8	0.221019534	1.77507135	0.073760303	0.785938457	0.918170545	0	+
gnl|Amel_4.5|GB44531-RA	338	232	326	102	89	62	-0.572772442	3.777781111	0.979596824	0.322298364	0.635408162	0	-
gnl|Amel_4.5|GB44532-RA	7029	943	635	238	3340	1364	0.69241916	7.200252493	0.847519494	0.357255009	0.665825595	0	+
gnl|Amel_4.5|GB44533-RA	23879	6657	6567	4498	4279	2772	-0.171894225	9.035448919	0.100707736	0.750981971	0.901698591	0	-
gnl|Amel_4.5|GB44534-RA	78	121	66	36	28	35	-0.180553945	2.230030174	0.073276471	0.786624645	0.918488405	0	-
gnl|Amel_4.5|GB44535-RA	893	2062	1760	2164	406	1027	0.863857408	7.036708526	1.444078688	0.229480459	0.539698971	0	+
gnl|Amel_4.5|GB44536-RA	461	138	173	6	93	61	-0.986329648	3.239911232	1.921140677	0.165730967	0.462712667	0	-
gnl|Amel_4.5|GB44537-RA	480	155	248	153	190	123	0.440773481	4.083214073	0.673998502	0.411661011	0.706085017	0	+
gnl|Amel_4.5|GB44538-RA	644	130	68	49	253	80	0.327571263	3.712809079	0.231291988	0.63056749	0.840328551	0	+
gnl|Amel_4.5|GB44539-RA	456	141	148	92	128	71	0.073048045	3.571178763	0.017116892	0.895908571	0.964416827	0	+
gnl|Amel_4.5|GB44540-RA	244	42	41	24	109	65	0.751884796	2.637163203	1.171167515	0.279161477	0.591609095	0	+
gnl|Amel_4.5|GB44541-RA	4894	3002	3610	731	1008	642	-1.022264325	7.229974733	4.041209404	0.044401991	0.23907985	0	-
gnl|Amel_4.5|GB44542-RA	35	0	2	0	2	1	-1.877539772	-0.88520214	1.595220421	0.206581864	0.512768796	0	-
gnl|Amel_4.5|GB44543-RA	551	387	262	93	67	56	-1.098180823	3.919041432	3.777589503	0.051943441	0.258448812	0	-
gnl|Amel_4.5|GB44544-RA	1515	627	400	137	565	419	0.173350899	5.381171912	0.105951206	0.744801571	0.898695687	0	+
gnl|Amel_4.5|GB44545-RA	6	4	0	0	2	2	0.058260903	-1.719555561	0.001829053	0.965886926	0.988189266	0	+
gnl|Amel_4.5|GB44546-RA	13	16	22	9	2	5	-0.42184033	-0.039066136	0.198526832	0.655912582	0.852138681	0	-
gnl|Amel_4.5|GB44547-RA	0	7	2	0	0	0	-4.447968996	-2.002061083	3.769572719	0.052192964	0.258640834	0	-
gnl|Amel_4.5|GB44548-RA	122	40	45	6	32	20	-0.519067519	1.586802606	0.535272191	0.464398716	0.739484242	0	-
gnl|Amel_4.5|GB44549-RA	2	2	0	4	12	2	3.260653966	-1.22074674	7.275967195	0.006988325	0.083640635	0	+
gnl|Amel_4.5|GB44550-RA	484	108	75	20	450	197	1.383720516	4.0834713	3.257643619	0.071091216	0.302829117	0	+
gnl|Amel_4.5|GB44551-RA	56	62	35	16	36	23	0.163644354	1.570882384	0.058959569	0.808148006	0.927620866	0	+
gnl|Amel_4.5|GB44552-RA	3	1	1	0	2	0	-0.060376667	-2.165872303	0.001357656	0.970607487	0.989907478	0	-
gnl|Amel_4.5|GB44553-RA	1011	1535	1320	895	391	634	0.237792708	6.323487514	0.159892287	0.689255705	0.868888145	0	+
gnl|Amel_4.5|GB44554-RA	443	152	133	70	192	244	0.8854906	3.989423496	2.329157733	0.126970562	0.401988459	0	+
gnl|Amel_4.5|GB44555-RA	344	508	273	362	308	176	0.825656482	4.825577959	2.122355591	0.145163129	0.431078351	0	+
gnl|Amel_4.5|GB44556-RA	760	234	145	93	193	181	0.196518272	4.170374737	0.125811575	0.722814894	0.885729132	0	+
gnl|Amel_4.5|GB44557-RA	714	210	143	278	957	515	2.129279404	5.38323661	14.71937548	0.000124758	0.004624636	1	+
gnl|Amel_4.5|GB44558-RA	2325	750	679	142	314	148	-1.244696003	5.36068891	6.09288894	0.013572699	0.126177014	0	-
gnl|Amel_4.5|GB44559-RA	750	657	597	184	206	172	-0.589647886	4.906495557	1.359986866	0.243539758	0.554565306	0	-
gnl|Amel_4.5|GB44560-RA	4657	2240	2301	1507	2496	1524	0.577143698	7.56164417	1.341466399	0.246775531	0.557823553	0	+
gnl|Amel_4.5|GB44561-RA	80	66	44	28	24	10	-0.299044402	1.63893548	0.182413794	0.669307018	0.858288707	0	-
gnl|Amel_4.5|GB44564-RA	7678	8734	7861	2903	2785	3310	-0.21521521	8.705179826	0.158616063	0.690433883	0.86911212	0	-
gnl|Amel_4.5|GB44566-RA	9	0	0	0	9	1	1.605331825	-1.459325251	1.000343161	0.317227487	0.630214558	0	+
gnl|Amel_4.5|GB44567-RA	58	0	0	2	35	5	1.155331921	0.316195902	0.707295014	0.400343267	0.699063664	0	+
gnl|Amel_4.5|GB44570-RA	1223	343	388	158	376	110	-0.234781257	4.795626174	0.185947644	0.666310979	0.856550754	0	-
gnl|Amel_4.5|GB44571-RA	112	0	42	10	18	6	-0.711776959	1.057985725	0.454779137	0.500074112	0.765482908	0	-
gnl|Amel_4.5|GB44572-RA	693	226	287	73	184	110	-0.383371746	4.0978787	0.514978927	0.472991424	0.744574297	0	-
gnl|Amel_4.5|GB44573-RA	4083	1514	1022	390	929	612	-0.373120809	6.477381896	0.540493128	0.46222843	0.73852036	0	-
gnl|Amel_4.5|GB44574-RA	31	14	9	13	14	10	0.871184182	0.33549837	1.332104572	0.248431157	0.559455043	0	+
gnl|Amel_4.5|GB44575-RA	3238	3054	2815	2621	1118	1924	0.639073196	7.715362319	1.195146007	0.274293998	0.586638909	0	+
gnl|Amel_4.5|GB44576-RA	18128	11070	10950	3582	3534	3553	-0.586131882	9.157061288	1.315655999	0.251373154	0.562507583	0	-
gnl|Amel_4.5|GB44577-RA	48	42	37	14	24	30	0.327251333	1.384711306	0.225923802	0.634562879	0.841736877	0	+
gnl|Amel_4.5|GB44578-RA	11	8	3	0	1	0	-2.922379731	-1.332911854	4.211694667	0.04014621	0.227127783	0	-
gnl|Amel_4.5|GB44579-RA	347	53	51	23	122	110	0.702015415	3.036386138	0.977418665	0.322836928	0.636120204	0	+
gnl|Amel_4.5|GB44580-RA	1025	20	9	2	619	161	1.188413919	4.3191207	0.934896982	0.333593672	0.644438623	0	+
gnl|Amel_4.5|GB44581-RA	5855	10202	9099	5757	1858	3101	0.019129631	8.937535979	0.00086207	0.976576659	0.991155548	0	+
gnl|Amel_4.5|GB44582-RA	104	109	55	23	81	47	0.346420075	2.430552407	0.29313726	0.588217079	0.815382457	0	+
gnl|Amel_4.5|GB44583-RA	1090	350	227	166	581	288	0.709858526	5.021786014	1.737346665	0.187475373	0.489921832	0	+
gnl|Amel_4.5|GB44584-RA	1008	207	99	237	673	412	1.557921482	5.127197124	6.555778054	0.010454412	0.105878719	0	+
gnl|Amel_4.5|GB44585-RA	20816	7897	7185	3580	7831	4591	0.194037068	9.233525044	0.146220607	0.702173566	0.874830669	0	+
gnl|Amel_4.5|GB44586-RA	955	657	570	192	208	109	-0.801435728	4.893738245	2.433298425	0.118782725	0.389947223	0	-
gnl|Amel_4.5|GB44587-RA	25	39	42	35	13	32	0.816696556	1.461982985	1.088658356	0.296768665	0.608617666	0	+
gnl|Amel_4.5|GB44588-RA	4253	3200	2878	1040	2201	2595	0.411865459	7.714304594	0.602006526	0.437813468	0.724357376	0	+
gnl|Amel_4.5|GB44589-RA	742	208	274	99	112	193	-0.137344223	4.191984528	0.06080443	0.805228994	0.925888064	0	-
gnl|Amel_4.5|GB44590-RA	22	12	20	28	4	11	1.077978936	0.5259273	1.446758132	0.229048851	0.539220119	0	+
gnl|Amel_4.5|GB44592-RA	1925	1246	929	645	557	578	0.163157194	6.185311961	0.110210364	0.739904767	0.895384188	0	+
gnl|Amel_4.5|GB44594-RA	936	616	578	183	181	121	-0.824575256	4.852633191	2.623842009	0.105269279	0.36440551	0	-
gnl|Amel_4.5|GB44595-RA	457	135	100	52	88	40	-0.478970712	3.178260111	0.651642292	0.419526129	0.712465384	0	-
gnl|Amel_4.5|GB44596-RA	36	4	13	0	4	4	-1.306830272	-0.33615669	1.53349395	0.215588822	0.524353671	0	-
gnl|Amel_4.5|GB44597-RA	1014	426	473	359	333	232	0.346214172	5.143623965	0.483535412	0.48682527	0.755034536	0	+
gnl|Amel_4.5|GB44598-RA	574	143	121	70	194	98	0.230750592	3.743291949	0.157466285	0.691500041	0.869799807	0	+
gnl|Amel_4.5|GB44599-RA	709	1599	2357	881	174	383	-0.502065237	6.358392704	0.46010708	0.497573934	0.763536435	0	-
gnl|Amel_4.5|GB44600-RA	935	761	1008	236	211	94	-1.100935113	5.198895387	3.893963543	0.048459932	0.250453973	0	-
gnl|Amel_4.5|GB44601-RA	118	117	129	26	30	27	-0.939975547	2.421115404	2.143945072	0.143133394	0.42860278	0	-
gnl|Amel_4.5|GB44602-RA	11	79	44	55	6	24	0.560244607	1.72249279	0.345424062	0.556714958	0.795818888	0	+
gnl|Amel_4.5|GB44604-RA	28	17	9	10	4	4	-0.120693673	-0.029856301	0.019339116	0.889398668	0.962371159	0	-
gnl|Amel_4.5|GB44606-RA	856	281	175	82	182	101	-0.404653079	4.112312631	0.545348759	0.460224442	0.736919976	0	-
gnl|Amel_4.5|GB44607-RA	173	291	222	44	49	35	-1.272494172	3.253062167	4.203099239	0.040350171	0.227402871	0	-
gnl|Amel_4.5|GB44608-RA	994	492	1070	168	209	86	-1.267892051	5.051988102	5.042799535	0.024728496	0.176365782	0	-
gnl|Amel_4.5|GB44609-RA	280	25	14	8	68	10	-0.357198381	1.971811012	0.153971379	0.694768693	0.871011476	0	-
gnl|Amel_4.5|GB44610-RA	660	241	121	78	147	84	-0.269544872	3.814423794	0.224529149	0.635610393	0.84213926	0	-
gnl|Amel_4.5|GB44611-RA	283	125	90	46	87	24	-0.31592598	2.864813267	0.259011699	0.610799945	0.828976105	0	-
gnl|Amel_4.5|GB44612-RA	354	324	258	106	87	119	-0.295484271	3.926275265	0.284057091	0.594054302	0.818347171	0	-
gnl|Amel_4.5|GB44613-RA	5261	1353	1334	722	2720	1566	0.730891877	7.288233621	1.745732298	0.186414143	0.489236499	0	+
gnl|Amel_4.5|GB44614-RA	250	426	370	203	44	75	-0.411455592	4.147637221	0.339412256	0.560168675	0.797495134	0	-
gnl|Amel_4.5|GB44615-RA	1107	513	375	129	200	115	-0.791643793	4.65812194	2.499310059	0.113896185	0.380322352	0	-
gnl|Amel_4.5|GB44616-RA	12	1	0	0	4	0	-0.184542727	-1.609555923	0.013555513	0.90731323	0.968842147	0	-
gnl|Amel_4.5|GB44621-RA	598	232	191	113	138	71	-0.240384656	3.893985738	0.191639692	0.661555405	0.855110908	0	-
gnl|Amel_4.5|GB44623-RA	931	224	175	85	433	161	0.428709487	4.493567931	0.515008052	0.472978908	0.744574297	0	+
gnl|Amel_4.5|GB44624-RA	12	10	6	4	5	2	-0.061889897	-0.723826458	0.004521568	0.946388569	0.981412332	0	-
gnl|Amel_4.5|GB44625-RA	8	1	10	0	0	0	-5.307662847	-1.482564972	6.704201763	0.009618598	0.100922735	0	-
gnl|Amel_4.5|GB44626-RA	867	711	525	278	381	438	0.337077141	5.367287579	0.476587825	0.48997197	0.757152653	0	+
gnl|Amel_4.5|GB44628-RA	17	11	3	7	4	9	0.82987319	-0.390459517	0.828665766	0.362658621	0.670068467	0	+
gnl|Amel_4.5|GB44629-RA	133	14	47	32	194	108	2.140460988	2.945997095	8.254108159	0.004065988	0.058994241	0	+
gnl|Amel_4.5|GB44630-RA	15	20	21	5	1	2	-1.536229032	-0.152148572	2.370237285	0.123668253	0.39673421	0	-
gnl|Amel_4.5|GB44631-RA	176	57	62	42	54	35	0.250375424	2.359055005	0.165993704	0.683697154	0.865142944	0	+
gnl|Amel_4.5|GB44633-RA	12	1	3	23	200	134	5.796571997	2.729096119	38.18082046	6.44831E-10	1.77329E-07	1	+
gnl|Amel_4.5|GB44634-RA	177	23	14	142	1777	902	5.228523507	5.745145076	35.22896202	2.93132E-09	6.18979E-07	1	+
gnl|Amel_4.5|GB44635-RA	47	50	56	26	9	22	-0.145196248	1.483566365	0.036603506	0.848274558	0.946093462	0	-
gnl|Amel_4.5|GB44636-RA	3786	3982	3131	2640	1412	1704	0.385185338	7.825580777	0.460627218	0.497330988	0.76338747	0	+
gnl|Amel_4.5|GB44638-RA	23	1	0	5	5	19	2.065310252	-0.331648131	2.905753315	0.088264007	0.335709835	0	+
gnl|Amel_4.5|GB44639-RA	47	27	10	4	72	41	1.736195593	1.506517317	4.232740765	0.039651362	0.225964992	0	+
gnl|Amel_4.5|GB44640-RA	221	27	29	4	50	36	-0.106971268	1.94830963	0.016625192	0.897406144	0.965413724	0	-
gnl|Amel_4.5|GB44641-RA	63	6	0	0	4	0	-2.4670824	-0.269775594	2.77933227	0.095487972	0.350063117	0	-
gnl|Amel_4.5|GB44642-RA	1322	437	459	625	770	612	1.290936621	5.886879163	6.778225354	0.009227659	0.098898783	0	+
gnl|Amel_4.5|GB44643-RA	576	375	211	50	166	374	0.366509973	4.446390865	0.329629354	0.565877419	0.802198628	0	+
gnl|Amel_4.5|GB44644-RA	64	23	25	4	15	7	-0.791272962	0.71481242	1.11961669	0.290001005	0.602234076	0	-
gnl|Amel_4.5|GB44646-RA	776	517	435	461	560	513	1.136300758	5.54969876	5.607914801	0.017879527	0.148681721	0	+
gnl|Amel_4.5|GB44647-RA	801	224	134	70	265	132	0.121921054	4.136433074	0.043180219	0.8353863	0.93949648	0	+
gnl|Amel_4.5|GB44648-RA	48	34	15	4	14	8	-0.612305378	0.604622839	0.652810431	0.419109666	0.712064913	0	-
gnl|Amel_4.5|GB44649-RA	255	87	56	15	90	40	-0.108292763	2.578437793	0.025993314	0.871916648	0.955818518	0	-
gnl|Amel_4.5|GB44650-RA	257	229	212	61	90	104	-0.229826888	3.552434105	0.167711356	0.68215386	0.864295445	0	-
gnl|Amel_4.5|GB44651-RA	132	69	45	51	85	51	0.957482664	2.528490019	2.515223696	0.112751633	0.378487055	0	+
gnl|Amel_4.5|GB44652-RA	1	0	1	2	3	1	2.585332166	-2.045429052	3.534115967	0.060118374	0.276331835	0	+
gnl|Amel_4.5|GB44653-RA	1232	406	322	123	806	393	0.758660127	5.317330766	1.766662301	0.183795685	0.485780952	0	+
gnl|Amel_4.5|GB44654-RA	836	312	218	130	237	105	-0.124646291	4.331920036	0.055849476	0.813180538	0.930417016	0	-
gnl|Amel_4.5|GB44655-RA	3	0	3	3	1	6	2.026739309	-1.535394039	2.456850247	0.117013215	0.385856459	0	+
gnl|Amel_4.5|GB44656-RA	1013	169	59	182	1320	662	2.341470241	5.607079426	9.967957422	0.001592881	0.031340796	1	+
gnl|Amel_4.5|GB44657-RA	192	155	100	41	100	157	0.687528515	3.316596576	1.278014217	0.258268585	0.569037827	0	+
gnl|Amel_4.5|GB44658-RA	455	156	135	32	96	59	-0.625574589	3.283449142	1.184840164	0.276372833	0.588721819	0	-
gnl|Amel_4.5|GB44659-RA	132	2	6	0	30	14	-0.04836535	0.958049375	0.001682291	0.967283352	0.988333739	0	-
gnl|Amel_4.5|GB44660-RA	392	212	238	65	83	61	-0.708797025	3.558050854	1.671876888	0.196007329	0.49920023	0	-
gnl|Amel_4.5|GB44661-RA	291	69	31	11	204	47	0.793515204	2.91621053	0.958724451	0.327508461	0.640056456	0	+
gnl|Amel_4.5|GB44662-RA	292	33	41	42	208	158	1.695337398	3.371136212	5.609767449	0.017860633	0.148629125	0	+
gnl|Amel_4.5|GB44663-RA	0	15	3	33	5	38	3.236577166	0.728691385	7.338427544	0.006749586	0.081939464	0	+
gnl|Amel_4.5|GB44670-RA	292	472	617	175	41	61	-1.076426841	4.351579016	2.235604179	0.134863899	0.416412179	0	-
gnl|Amel_4.5|GB44671-RA	62	28	67	14	10	11	-0.898547874	1.250421329	1.409234948	0.235183438	0.545302775	0	-
gnl|Amel_4.5|GB44672-RA	517	219	177	79	158	62	-0.264452229	3.745213345	0.228621353	0.632547964	0.841192046	0	-
gnl|Amel_4.5|GB44673-RA	2731	772	386	289	1232	650	0.603445541	6.120459684	1.085022564	0.297576685	0.60960863	0	+
gnl|Amel_4.5|GB44674-RA	4	5	0	0	0	1	-1.600928964	-1.964330466	0.879313416	0.348389798	0.659266647	0	-
gnl|Amel_4.5|GB44676-RA	420	385	409	101	88	70	-0.990957701	4.080835566	3.129529764	0.076885915	0.314023166	0	-
gnl|Amel_4.5|GB44677-RA	113	21	32	12	50	16	0.27974359	1.52983948	0.14487262	0.703484229	0.875371044	0	+
gnl|Amel_4.5|GB44678-RA	570	87	35	14	245	117	0.635255277	3.540668358	0.600246083	0.43848415	0.724575807	0	+
gnl|Amel_4.5|GB44679-RA	1588	284	220	140	1127	762	1.438061413	5.73056575	4.635593723	0.031315307	0.200272314	0	+
gnl|Amel_4.5|GB44680-RA	4419	3761	2872	1707	1477	1445	0.047737031	7.618736592	0.008438103	0.92680995	0.975137514	0	+
gnl|Amel_4.5|GB44681-RA	261	64	42	38	48	25	-0.17466654	2.362283425	0.069408616	0.792199788	0.920861927	0	-
gnl|Amel_4.5|GB44682-RA	6897	2925	1755	905	1733	1087	-0.231765667	7.361701571	0.20733168	0.648866893	0.848292952	0	-
gnl|Amel_4.5|GB44683-RA	1726	3006	5700	983	218	414	-1.503230565	7.188485149	3.978654026	0.046080371	0.243259103	0	-
gnl|Amel_4.5|GB44684-RA	45	17	41	2	14	10	-0.824087141	0.700606315	1.026694784	0.310936234	0.62371857	0	-
gnl|Amel_4.5|GB44685-RA	9243	11012	8238	3014	1354	2098	-0.835542981	8.666894864	2.004981911	0.156783164	0.448740626	0	-
gnl|Amel_4.5|GB44686-RA	57	238	225	40	13	26	-1.576551425	2.898531279	3.793758606	0.051444007	0.257220035	0	-
gnl|Amel_4.5|GB44687-RA	1311	406	336	82	269	111	-0.778848891	4.628945738	2.060329385	0.151177489	0.440389095	0	-
gnl|Amel_4.5|GB44688-RA	486	798	541	592	200	351	0.610211992	5.433729155	0.986152908	0.320684459	0.633705502	0	+
gnl|Amel_4.5|GB44689-RA	4657	1035	799	298	1695	675	0.132309342	6.58974156	0.048494356	0.825704229	0.935484981	0	+
gnl|Amel_4.5|GB44690-RA	752	134	45	53	329	274	1.071003904	4.241217608	2.123785196	0.145027726	0.431071362	0	+
gnl|Amel_4.5|GB44692-RA	515	174	204	85	117	38	-0.513544841	3.614031314	0.769995839	0.38021834	0.684278142	0	-
gnl|Amel_4.5|GB44693-RA	5437	2203	2782	590	967	420	-1.087534382	6.978586158	4.488680868	0.034119996	0.209329809	0	-
gnl|Amel_4.5|GB44694-RA	432	112	142	86	175	100	0.477858506	3.653294964	0.721597813	0.395620297	0.695127788	0	+
gnl|Amel_4.5|GB44695-RA	467	158	127	26	66	17	-1.418287977	3.052312959	5.049809938	0.02462864	0.175972003	0	-
gnl|Amel_4.5|GB44697-RA	31	22	14	2	11	15	0.014369226	0.344245005	0.000307437	0.986010699	0.994929305	0	+
gnl|Amel_4.5|GB44698-RA	68	46	60	18	10	8	-0.965848092	1.356269174	1.687023815	0.193993761	0.497083037	0	-
gnl|Amel_4.5|GB44699-RA	196	157	184	46	28	36	-1.002145972	2.913319789	2.509058681	0.113193527	0.379504806	0	-
gnl|Amel_4.5|GB44701-RA	7	0	3	0	2	0	-0.945603009	-1.853438173	0.355077438	0.551252893	0.79378537	0	-
gnl|Amel_4.5|GB44702-RA	413	117	184	26	54	59	-0.988221354	3.148611154	2.710796469	0.099671217	0.356406383	0	-
gnl|Amel_4.5|GB44703-RA	10575	14226	14381	3344	1516	1470	-1.381817421	9.012986953	4.810495237	0.028286915	0.189676281	0	-
gnl|Amel_4.5|GB44704-RA	4792	1936	2655	689	633	421	-1.057579204	6.850416541	4.136824521	0.041959812	0.232074264	0	-
gnl|Amel_4.5|GB44705-RA	1329	2698	4147	1248	389	642	-0.672889187	7.093475568	0.921078585	0.33719193	0.648041149	0	-
gnl|Amel_4.5|GB44706-RA	4	3	1	0	0	1	-1.444240606	-2.030620607	0.844649884	0.358070279	0.666596797	0	-
gnl|Amel_4.5|GB44707-RA	189	44	40	3	45	26	-0.498120528	1.881677943	0.403119061	0.525482824	0.780638565	0	-
gnl|Amel_4.5|GB44708-RA	52	171	33	26	45	56	0.134987757	2.356503979	0.032234163	0.857514693	0.950678911	0	+
gnl|Amel_4.5|GB44709-RA	1354	419	243	85	1791	786	1.734777972	5.986271568	5.691336521	0.017048865	0.144104954	0	+
gnl|Amel_4.5|GB44710-RA	8778	650	411	65	768	651	-1.076414544	6.482831996	1.646167288	0.199481387	0.502956803	0	-
gnl|Amel_4.5|GB44711-RA	82	16	13	3	23	20	0.206962213	0.899007506	0.062678496	0.802311483	0.924421055	0	+
gnl|Amel_4.5|GB44712-RA	15	1	1	0	9	0	0.481999418	-1.207680679	0.110461579	0.739619246	0.895384188	0	+
gnl|Amel_4.5|GB44713-RA	52	14	2	9	16	6	0.431524901	0.31429943	0.229230742	0.632094809	0.840806191	0	+
gnl|Amel_4.5|GB44715-RA	24	0	0	2	1	1	-0.65074852	-1.206912267	0.178923065	0.672300379	0.860105159	0	-
gnl|Amel_4.5|GB44718-RA	771	336	345	76	186	68	-0.856038987	4.219785451	2.559671277	0.109621375	0.372599241	0	-
gnl|Amel_4.5|GB44721-RA	989	1214	849	451	185	335	-0.339634555	5.641699312	0.349542926	0.554371983	0.794910681	0	-
gnl|Amel_4.5|GB44722-RA	61	50	61	42	16	21	0.195278234	1.756713364	0.071514406	0.789144435	0.91964452	0	+
gnl|Amel_4.5|GB44723-RA	358	236	182	40	40	47	-1.268112643	3.264029974	4.947082717	0.026134733	0.180599388	0	-
gnl|Amel_4.5|GB44724-RA	9	1	1	3	2	0	0.462065887	-1.622817385	0.122025585	0.726847879	0.888920453	0	+
gnl|Amel_4.5|GB44725-RA	904	290	344	63	346	153	-0.175216023	4.521619391	0.095465222	0.757340949	0.904253267	0	-
gnl|Amel_4.5|GB44726-RA	6441	6560	3884	2785	3120	5877	0.767198549	8.644241436	1.901406943	0.167920922	0.464483018	0	+
