"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40091",38,71,66,83,44,85,77,130,101,62,132,76,-0.660912307218347,3.48262009987676,-2.58309836358859,0.0218976392465022,0.999842900365981,-4.25760289015958
"2","GB41126",99,207,274,308,259,155,271,583,106,170,368,353,-0.495990316443606,5.10053235928941,-3.07761206394733,0.00831978744536902,0.999842900365981,-3.92439381031227
"3","GB41467",221,438,365,406,314,335,409,740,375,278,603,388,-0.482903593011354,5.82905023370327,-2.90867714846994,0.0116026543817624,0.999842900365981,-3.98359313858802
"4","GB41745",81,179,165,211,170,106,77,202,74,88,126,108,0.371158393649491,4.1865960024456,2.64225941849724,0.0195264227083449,0.999842900365981,-4.15353153714573
"5","GB42170",78,218,247,157,217,145,75,128,117,114,101,100,0.676449416124295,4.27769259736013,2.96958009316259,0.0102932364248281,0.999842900365981,-4.04922997254656
"6","GB42229",6,4,4,11,14,5,8,23,5,5,28,17,-0.985114927880263,0.432847991962131,-2.49746932139585,0.0258277271556151,0.999842900365981,-4.48874013602182
"7","GB42411",33,82,69,58,48,60,71,139,59,56,78,66,-0.495562243982821,3.25660079054845,-2.54262817893352,0.0236774153417584,0.999842900365981,-4.29056005377885
"8","GB42677",27,68,67,75,50,56,65,141,36,44,99,82,-0.492480814140886,3.19245102486825,-3.08182979333457,0.00825086251536403,0.999842900365981,-4.18675555279302
"9","GB42768",20,70,52,77,60,28,9,62,16,17,14,44,0.997292619911866,2.22917946194044,3.01155749048244,0.00947672792616085,0.999842900365981,-4.32003736804892
"10","GB42797",65,249,167,170,96,80,287,454,109,78,212,290,-0.821126198938911,4.54081980091339,-3.09505958761906,0.0080383192521768,0.999842900365981,-3.97937437743898
"11","GB43246",190,436,399,388,247,321,470,647,189,275,561,497,-0.446689085829687,5.71979463133461,-2.5860203124724,0.0217742597307643,0.999842900365981,-4.09168378664615
"12","GB43402",48,94,87,97,113,51,43,65,35,41,42,64,0.668346390342586,3.16211171647073,3.66886987396217,0.00259127484998065,0.999842900365981,-4.0856748789312
"13","GB43403",44,109,102,105,127,46,49,111,36,39,60,64,0.475663136104713,3.31903233315731,2.80043809055661,0.0143457886367125,0.999842900365981,-4.22754523106339
"14","GB43892",1071,1127,8765,2953,3068,3490,4053,17416,4938,7469,4120,3391,-1.2620702425158,9.15988350845455,-2.71742545990926,0.0168705695570998,0.999842900365981,-4.29461411511868
"15","GB44271",39,92,85,57,89,57,54,57,30,31,43,51,0.56224175949791,2.98906415949451,2.86413756296037,0.0126627401888073,0.999842900365981,-4.25658767886851
"16","GB45020",7,17,9,29,11,18,19,37,21,24,36,19,-0.919554071781003,1.47666711952902,-2.83729442776676,0.0133469729206999,0.999842900365981,-4.4029631595101
"17","GB45437",63,128,159,197,165,78,139,112,40,56,70,96,0.577344985055378,3.85187519649107,2.6992617541643,0.0174781994925645,0.999842900365981,-4.18208629127875
"18","GB46236",249,80,33,139,39,666,352,2001,686,497,328,81,-2.24208860598546,5.03971504484965,-2.61379618188139,0.0206344679955966,0.999842900365981,-4.13446664709784
"19","GB46394",5,14,43,15,13,5,22,48,30,24,20,42,-1.22984476356063,1.51023760442813,-3.34240464025629,0.00493208130653988,0.999842900365981,-4.35182455196824
"20","GB46751",106,241,298,273,340,190,174,300,107,132,210,174,0.307335673069982,4.86530503543725,2.52617284237364,0.0244402333690888,0.999842900365981,-4.12709110471577
"21","GB47338",32,84,74,78,111,54,34,70,14,23,50,83,0.661479602525944,2.91654215216295,2.95065443652019,0.0106837150267178,0.999842900365981,-4.25071764226094
"22","GB47348",21,76,89,81,79,37,23,49,27,25,54,66,0.567446232812755,2.77574325946563,2.49528199526313,0.0259365058468701,0.999842900365981,-4.34703587915446
"23","GB47771",5,3,2,6,1,9,17,73,43,201,22,3,-2.9043535850453,0.719800910318258,-2.55051398264759,0.0233200270183396,0.999842900365981,-4.48319841730273
"24","GB47805",492,789,547,659,555,1840,2402,10134,3593,7831,2683,321,-2.11599326378198,7.73218318202914,-3.02898014992895,0.00915694876467657,0.999842900365981,-4.13159997805229
"25","GB47944",180,585,436,574,268,156,150,523,55,119,271,158,0.786268140464303,5.09400813216107,2.59513147837144,0.0213938351033955,0.999842900365981,-4.10314095805154
"26","GB48153",3,11,5,11,2,4,9,21,7,7,15,7,-1.02859233377599,0.162053963823534,-2.67212037568357,0.0184259979133716,0.999842900365981,-4.48628163859709
"27","GB48183",5,12,20,13,9,16,10,10,1,5,6,6,0.919971241307792,0.293981750048289,2.55743464006624,0.0230106652390885,0.999842900365981,-4.49019943332216
"28","GB48480",3,7,2,2,4,5,2,34,5,10,11,18,-1.546017579989,-0.100625092193858,-2.84610375269956,0.0131185181381717,0.999842900365981,-4.48487419730987
"29","GB49453",14,41,31,25,38,35,46,48,24,30,68,70,-0.691477902261186,2.41759877282198,-2.79006534163921,0.0146398450981695,0.999842900365981,-4.32997797304149
"30","GB50346",58,132,127,136,120,140,126,211,87,83,176,215,-0.400026073747178,4.21682953492751,-2.61635040918127,0.0205325996302075,0.999842900365981,-4.15711983717296
"31","GB50526",338,791,1086,722,550,498,1329,2195,1643,1171,676,955,-1.15484850232674,7.01045107895928,-3.77873528104454,0.0020886679637498,0.999842900365981,-3.86666545808899
"32","GB50677",5,9,10,9,11,9,9,21,8,10,20,12,-0.613057929836616,0.672024826313092,-2.57196342244344,0.0223740274849548,0.999842900365981,-4.47245535047073
"33","GB50763",105,319,318,273,240,134,266,488,133,177,337,303,-0.376407051356694,5.11578091761804,-2.65257979316731,0.0191390797877869,0.999842900365981,-4.06874968596595
"34","GB51094",3,3,7,8,4,5,9,17,8,5,7,7,-0.838618097046405,-0.0194891888389506,-2.57850398196872,0.0220930032614943,0.999842900365981,-4.49841152072012
"35","GB51373",10,117,151,37,34,6,2,7,1,19,0,5,3.38669413287507,0.658185824861177,3.55425758350612,0.00324694798812319,0.999842900365981,-4.41602163825041
"36","GB51905",66,104,114,117,124,25,42,62,40,49,34,36,0.913493848951382,3.12861200725762,2.74169247535869,0.0160907739629299,0.999842900365981,-4.26598794881748
"37","GB51936",2,12,15,14,11,8,4,4,0,3,6,9,1.34411375078693,-0.227134817050293,2.87924000364412,0.0122930371404571,0.999842900365981,-4.48628484401511
"38","GB52500",178,349,474,373,410,222,283,474,140,140,222,226,0.389773919117585,5.29668598471144,2.57638667672962,0.0221836013237609,0.999842900365981,-4.09472112924443
"39","GB52727",41,80,111,90,134,74,64,115,32,37,61,69,0.415154412793384,3.35523125077466,2.52603227149326,0.024446850522886,0.999842900365981,-4.28339619892509
"40","GB52729",422,658,974,660,765,474,459,761,267,330,565,528,0.381359358942468,6.3066493733152,2.95133638430177,0.0106693944884067,0.999842900365981,-4.00592551381666
"41","GB53163",35,142,183,148,184,52,40,93,46,67,69,64,0.804058170866859,3.55857949803257,3.06222040879471,0.00857619190916109,0.999842900365981,-4.13786770201588
"42","GB53230",77,227,232,220,290,183,147,208,85,76,192,160,0.410899305387455,4.56185686229364,2.85761990265143,0.0128256424310821,0.999842900365981,-4.04402784919807
"43","GB53832",111,273,271,292,151,100,222,485,297,242,251,225,-0.671658808714813,5.04236845588577,-2.65376626759327,0.0190950295863792,0.999842900365981,-4.07552638915842
"44","GB54363",106,173,279,160,200,194,81,286,79,95,119,94,0.55842111747828,4.37767369617552,2.56471226204207,0.0226896139596906,0.999842900365981,-4.15882862128416
"45","GB54686",9,32,29,32,38,21,10,14,11,15,21,19,0.747396489468043,1.50815873279663,2.82823233851132,0.0135860513169612,0.999842900365981,-4.40068959796664
"46","GB55007",203,399,380,302,250,391,546,984,906,1148,531,215,-1.2147971715933,6.02727774733728,-2.72755143683239,0.0165408052143429,0.999842900365981,-4.06612596448374
"47","GB55072",3,16,5,5,11,25,17,37,11,10,24,14,-1.11444404199277,0.875257929468688,-2.68938696050083,0.0178174189643815,0.999842900365981,-4.45410588317558
"48","GB55511",94,212,202,189,127,236,117,199,56,44,76,93,0.8262758557957,4.15068530262687,3.37177081968475,0.00465415788545915,0.999842900365981,-3.96780513470245
"49","GB55695",5,13,6,3,12,3,29,15,5,14,26,10,-1.26604053280091,0.519803197922752,-2.68329643004973,0.0180298228540869,0.999842900365981,-4.47228785851466
"50","GB55779",224,444,497,449,515,309,279,503,224,224,322,325,0.283560830454894,5.65451282719108,2.52212538656626,0.0246314517556716,0.999842900365981,-4.11402185073104
