"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB48557",184,469,363,161,305,412,130,236,225,217,73,96,0.910873853785954,4.93869581322254,5.74891435277088,5.31788496931771e-05,0.537212739600475,-3.30592613001548
"2","GB42985",112,711,485,170,384,292,843,688,671,751,326,462,-1.02032621348611,5.9575909607268,-5.0979225321372,0.000169568388824721,0.856489931953666,-3.41047848714993
"3","GB40084",51,104,108,65,120,103,37,63,80,54,40,75,0.596201639985351,3.37332443006086,2.96587049199157,0.0103494867746401,0.99892469611698,-4.18009974444983
"4","GB40263",195,556,486,155,388,578,117,452,335,233,100,114,0.809772245189551,5.2460075943486,3.14944418635356,0.00720470015500158,0.99892469611698,-3.89944225433602
"5","GB40299",1615,4338,2998,1473,1102,1292,1276,802,878,667,771,641,1.14820266710741,7.50773525978116,3.51974189750993,0.00346568390135146,0.99892469611698,-3.97641704042272
"6","GB40559",84,380,295,149,281,284,309,296,345,346,176,312,-0.423196165022154,5.21574348075335,-2.98811646337232,0.00990575661860079,0.99892469611698,-3.94263941499807
"7","GB40719",17,44,27,14,22,29,47,37,42,50,26,23,-0.627905546961795,2.1297885814665,-2.96834290162181,0.0102992176350489,0.99892469611698,-4.32589001389648
"8","GB41076",25,95,66,39,90,57,37,54,43,49,22,39,0.490413208022936,2.80075115990056,2.85704874425823,0.0128184743798184,0.99892469611698,-4.2734855861076
"9","GB41296",33,74,111,86,50,40,16,14,9,62,14,46,1.44477532513971,2.40182480786053,2.99716891382139,0.00973061698931991,0.99892469611698,-4.30427738219654
"10","GB41776",111,1135,406,138,131,370,1330,1304,916,362,565,238,-1.35345365397768,5.9335857434177,-2.84950816406461,0.0130095494776532,0.99892469611698,-4.02368590868475
"11","GB42475",130,632,374,213,347,347,603,857,1009,530,286,221,-0.764574589820838,5.85472458301763,-3.19883893542075,0.0065346062429624,0.99892469611698,-3.8876287701139
"12","GB42783",11,40,23,6,24,9,5,11,6,13,3,5,1.18857720939732,0.623000739449885,3.32194187557108,0.00512288994384361,0.99892469611698,-4.41658929112507
"13","GB43007",461,3674,2870,870,1720,1326,2495,3723,3170,3513,2097,1056,-0.853973610676118,8.1245356260702,-2.8978531505344,0.0118313285455823,0.99892469611698,-4.17753233153604
"14","GB43171",119,589,363,183,314,285,355,540,436,492,161,349,-0.446577167533234,5.53533022722898,-2.9339433945656,0.0110207775928607,0.99892469611698,-3.95903903625687
"15","GB43734",17,57,37,22,52,36,14,34,27,23,20,18,0.607431396852067,2.02156649750015,2.8655921118044,0.0126053150015038,0.99892469611698,-4.35054541793136
"16","GB44200",8,39,27,10,23,34,3,30,20,7,3,6,1.22599279485557,0.960682265468179,3.09090679645217,0.00808780178400111,0.99892469611698,-4.41312286859972
"17","GB44209",161,527,435,311,472,550,561,504,631,646,405,459,-0.520017418043497,6.03875876121508,-3.18434563095985,0.00672451712221725,0.99892469611698,-3.89894197839151
"18","GB44218",98,225,219,98,175,177,120,160,171,142,60,74,0.395518997808005,4.29251866117498,2.85642778918608,0.0128341045340391,0.99892469611698,-4.07263228024923
"19","GB44271",39,57,57,31,43,51,54,92,85,89,30,57,-0.603917998159573,2.98906415949451,-3.29146679537941,0.00544106945543147,0.99892469611698,-4.17070924395656
"20","GB44573",223,708,690,307,516,480,512,638,693,724,361,455,-0.326214816501942,6.18893667636164,-3.02570797604029,0.00919825571938778,0.99892469611698,-3.96032430434309
"21","GB45340",107,190,192,156,155,277,180,567,417,296,285,165,-0.817005619281354,5.0397832112912,-2.96221507143702,0.010424252735752,0.99892469611698,-3.96606249853924
"22","GB45396",8,23,22,14,17,33,28,40,32,48,22,19,-0.782167819313623,1.79577980255254,-3.28186637774809,0.0055453428508005,0.99892469611698,-4.32018710499402
"23","GB45406",92,228,200,79,112,134,74,106,121,98,75,51,0.590374772139448,3.95237401106096,3.2402053653491,0.00602147476773381,0.99892469611698,-4.02260494668643
"24","GB45692",32,119,88,36,93,90,23,64,52,73,36,43,0.580914817462261,3.04414422938841,2.83985581923345,0.0132582162474108,0.99892469611698,-4.24867997423432
"25","GB45797",28,87,135,52,21,375,756,859,196,200,541,147,-2.34671213175532,4.55925299090708,-3.42096566161787,0.004212170722014,0.99892469611698,-3.95930129158225
"26","GB46971",26,106,83,54,90,86,73,123,113,115,65,76,-0.449957489287977,3.53799703395865,-3.02152861511816,0.00927437756485407,0.99892469611698,-4.13965010970555
"27","GB47545",137,438,112,91,93,89,82,36,44,67,46,60,1.26060603351785,3.63303780070176,3.10287081536206,0.00789897463673306,0.99892469611698,-4.12354281987927
"28","GB48331",113,204,205,77,213,125,59,133,163,90,77,59,0.638847317151024,4.07837771252538,2.89083605055525,0.0119956012565736,0.99892469611698,-4.09682268638159
"29","GB48534",14,51,39,19,37,34,15,15,22,30,7,19,0.780678236515976,1.73200892976225,3.75138192083872,0.00219646463719657,0.99892469611698,-4.27882525470467
"30","GB48841",1231,4637,2469,1555,683,2232,1168,753,993,665,337,391,1.4417621069671,7.31197941446492,4.16001509143477,0.000990475758081163,0.99892469611698,-3.81281494940626
"31","GB48843",919,4310,3492,1909,766,1089,1057,923,791,353,268,499,1.5065059678611,7.17277718195742,3.74680817917396,0.00221627695865884,0.99892469611698,-3.88388286356984
"32","GB49109",101,454,280,101,221,171,97,191,149,147,45,133,0.666128845711735,4.45660923927458,3.36974312901632,0.00466093016435952,0.99892469611698,-3.90518804775935
"33","GB49152",12,95,47,25,55,49,11,39,15,18,18,33,1.01809891307935,2.07864142018875,3.07717031766049,0.00831013197341649,0.99892469611698,-4.3195313192238
"34","GB49396",11,32,49,11,21,14,2,13,9,2,14,15,1.49483357412856,0.85264718811114,2.83985674883352,0.0132581920758293,0.99892469611698,-4.44192851404747
"35","GB49405",50,124,75,50,69,77,29,71,58,46,42,28,0.647955026683797,3.03283646945119,3.11291170678711,0.007743882533612,0.99892469611698,-4.19866188157497
"36","GB50540",8,36,25,15,33,20,10,16,6,11,10,17,0.90715543805369,1.19164062958411,2.84407329654426,0.0131489961866597,0.99892469611698,-4.41787667998134
"37","GB50921",10,42,26,14,24,28,34,38,41,52,31,37,-0.796441002680103,2.10797732322957,-4.24458006462447,0.000841427036682202,0.99892469611698,-4.17777251985047
"38","GB50973",4085,3188,3132,1964,2528,6853,1286,2432,4459,1134,827,354,1.42034745186371,8.25289529869125,2.93992065628584,0.0108919176844586,0.99892469611698,-4.18127344225498
"39","GB51389",6,19,12,8,14,7,5,4,9,5,3,6,0.8965997516896,0.176363883542448,3.05190965405335,0.00873491837765216,0.99892469611698,-4.45870143525919
