"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB44502",884,2609,2709,2052,2044,1690,750,1055,295,525,1352,343,1.2472613745479,7.31011694368395,5.06711975173039,0.000181235172297786,0.295144143740041,0.666848116405531
"2","GB45937",1525,3808,3534,3105,3621,2168,1306,1781,677,960,1799,724,0.969786655563479,8.02741336225062,5.13693126776129,0.000159605960046882,0.295144143740041,0.641564126888057
"3","GB47382",302,269,619,512,438,420,561,739,518,572,691,912,-1.07191644709371,6.24863891138632,-5.08323583459304,0.000175985309510668,0.295144143740041,0.830662007927734
"4","GB47948",398,1504,1889,932,1461,695,318,650,196,275,520,243,1.20091951094975,6.41863321905383,5.72342611815902,5.63113264460566e-05,0.295144143740041,1.68227342774883
"5","GB49275",321,690,813,482,709,548,270,360,187,215,421,273,0.66735339294359,5.8660669547115,5.30674785157074,0.000117479150016345,0.295144143740041,1.17661719250733
"6","GB55306",127,230,244,166,233,189,66,143,49,65,109,74,0.865583983422717,4.18801053270295,5.22374696964769,0.000136395949455921,0.295144143740041,0.895354106949042
"7","GB55650",1733,4160,4217,2407,4231,2818,1455,2126,848,971,1850,853,0.932707148409646,8.18002889813346,5.00105856807054,0.000204514849156631,0.295144143740041,0.435272449714558
"8","GB42507",15,6,16,9,9,13,19,24,28,38,52,63,-2.03741147059125,1.53685959588318,-4.69244998265642,0.000362306590161254,0.337924718922556,-0.864400825620777
"9","GB46235",16,36,66,38,59,42,17,18,6,15,20,17,1.04053799486539,1.84421061982757,4.67558033565859,0.00037393677749987,0.337924718922556,-0.712585967552466
"10","GB48007",1513,4111,4982,2733,3398,2741,1563,2137,791,1079,2156,993,0.800634674944206,8.21810692293244,4.77405875335481,0.000311103122426183,0.337924718922556,0.124911659344543
"11","GB52845",113,295,268,317,256,182,98,127,66,111,142,69,0.835372239639734,4.45530766344882,4.63778570343806,0.000401415227387712,0.337924718922556,0.111044383048124
"12","GB53420",60,101,149,109,89,105,55,57,34,28,68,37,0.744659733655437,3.29049147227583,4.75554575010166,0.000322021448090525,0.337924718922556,0.00635731170510834
"13","GB41193",85,200,334,221,202,207,112,137,56,92,121,108,0.579097254689222,4.36215822204501,4.5502782517732,0.000473340497009243,0.350607734973568,-0.0228250637016618
"14","GB48539",396,902,1056,761,734,573,373,473,182,216,577,189,0.851936882121703,6.08189346292373,4.53642278606267,0.000485894702992472,0.350607734973568,0.00718214861371536
"15","GB47380",49,33,55,50,58,48,70,83,63,86,99,153,-1.27925739835899,3.27112186649926,-4.49373978548355,0.00052677209818126,0.354763449055139,-0.342128370251341
"16","GB44962",24,74,104,38,85,33,19,28,5,11,19,15,1.42569628335305,2.03522281092108,4.44823964735126,0.000574268894901645,0.362579023518526,-0.902456426843748
"17","GB48355",726,1875,1664,1160,1736,1011,694,908,335,489,906,481,0.756788487333657,7.01011802005934,4.40041247941663,0.000628970959578528,0.373756743156605,-0.264561827881217
"18","GB40234",155,486,508,362,455,412,148,273,75,129,332,106,0.850648350436891,5.14043653660098,4.28386904322125,0.000785880554840937,0.402293032488791,-0.387404386845926
"19","GB43035",70,93,174,138,120,72,55,84,16,30,42,23,1.09938873252707,3.18869165246207,4.27925154770872,0.00079286862303671,0.402293032488791,-0.681176445936757
"20","GB44214",252,668,894,808,606,436,347,432,177,238,378,240,0.581951602189116,5.88949825230683,4.16690957657481,0.000984052529633843,0.402293032488791,-0.568407997787101
"21","GB46812",14,14,55,26,13,16,28,37,32,43,86,77,-1.55266576667072,2.1720980192104,-4.16087175380071,0.000995577688796256,0.402293032488791,-1.14117098070866
"22","GB47141",12,26,70,34,33,41,54,74,29,28,57,41,-0.830696384944881,2.48118500981352,-4.17607325244326,0.000966821270416063,0.402293032488791,-0.997464710865293
"23","GB48967",227,823,737,834,854,266,286,306,142,134,227,182,1.03765913889006,5.61027146350354,4.23001968941147,0.000871465274825348,0.402293032488791,-0.471320158749083
"24","GB52538",122,223,283,221,240,246,109,171,78,107,156,107,0.492767623646391,4.55018120549949,4.19946623821848,0.000924222077948536,0.402293032488791,-0.543284722627634
"25","GB53782",488,875,854,729,831,684,465,471,268,262,523,274,0.663285632409287,6.23713275671964,4.19490744691147,0.000932370096772,0.402293032488791,-0.535034396142086
"26","GB40263",195,452,556,335,486,578,117,233,100,155,388,114,0.936564097618078,5.2460075943486,4.1020363998723,0.00111539004666557,0.403614755143586,-0.678330402213724
"27","GB41495",592,2701,3295,1859,3106,1268,761,1091,293,493,1458,449,1.11077333694085,7.33236411483483,4.05959082604596,0.00121091230783183,0.403614755143586,-0.815171875278219
"28","GB44560",1292,2291,2809,2434,2410,2060,1421,1352,640,965,1339,671,0.725385491931884,7.76073105390218,4.01571144568382,0.00131848019399508,0.403614755143586,-0.915286990482142
"29","GB44647",160,507,453,322,469,345,201,285,101,147,249,136,0.625304541282784,5.192224805087,4.02123001860945,0.0013044317450112,0.403614755143586,-0.804975645661644
"30","GB45446",7,18,34,17,15,22,23,30,14,20,35,31,-0.857524507432027,1.6181592270878,-4.02015689825131,0.00130715152438804,0.403614755143586,-1.48614982322529
"31","GB46705",1380,4677,4983,3123,4903,2239,1505,2470,732,1106,2208,1000,0.855996165247364,8.26860107419628,4.10640802922492,0.00110600016754833,0.403614755143586,-0.827432777471111
"32","GB51861",3,3,10,8,4,6,9,9,21,25,30,26,-1.99469083345561,0.583990116233354,-4.02573825351192,0.00129306882614297,0.403614755143586,-1.9353586784056
"33","GB53064",700,2816,2953,2052,2635,1573,882,1374,465,623,1578,508,0.865285599250598,7.51568506396686,4.02816859394021,0.00128698520750616,0.403614755143586,-0.876731295870595
"34","GB48527",1210,1617,2482,3322,1803,2976,1005,1132,696,856,1413,716,0.790625630004998,7.68979484397308,3.97499353664511,0.00142702742241686,0.411880886321574,-0.971684969713681
"35","GB49696",92,264,347,254,289,296,105,219,77,102,189,94,0.591357576800737,4.64775876297102,3.98540900980175,0.00139842141576818,0.411880886321574,-0.880632151872192
"36","GB40008",903,2344,2591,1773,2701,1178,830,1360,458,721,1046,396,0.903537456067364,7.38703583903555,3.82605168432002,0.00190797347115147,0.412321062106555,-1.18154642957909
"37","GB40304",350,474,519,580,497,419,219,288,150,228,356,168,0.695211795649785,5.57509234930687,3.83735862554165,0.00186626287201468,0.412321062106555,-1.10568890460016
"38","GB44159",436,777,996,484,919,746,314,487,285,300,431,252,0.689380753263188,6.14835354027018,3.81826688576686,0.00193724109130137,0.412321062106555,-1.14364716917377
"39","GB45356",74,113,228,169,173,175,136,203,128,135,231,215,-0.579611019324588,4.53555664235827,-3.79560313731475,0.00202507310838275,0.412321062106555,-1.18624253167823
"40","GB48125",277,676,596,675,649,570,215,464,180,237,484,240,0.602466895226141,5.85471136084329,3.89068762992342,0.00168169493789985,0.412321062106555,-1.01883294894218
"41","GB48190",254,698,552,788,803,801,275,435,183,266,484,227,0.674731875564878,5.95492610908695,3.78491468113548,0.00206788963205733,0.412321062106555,-1.19531942463431
"42","GB49320",11983,22480,25277,22950,23534,13732,13049,11233,5653,6495,8748,4503,0.947123817613839,10.8053002826539,3.7778442361488,0.0020967172503463,0.412321062106555,-1.5729405435726
"43","GB50124",236,536,512,526,483,666,650,461,637,622,798,1122,-0.955152961676987,6.38749478463091,-3.81003200950149,0.00196869793870341,0.412321062106555,-1.16119815735338
"44","GB50958",1001,2152,3570,2233,2504,1585,1086,1232,709,830,1836,968,0.552800306397019,7.74677407682075,3.77601993117427,0.00210422133893632,0.412321062106555,-1.28131024201898
"45","GB51653",13757,61707,69481,39643,59027,17839,15395,21733,6488,9239,21931,6726,1.23587871441132,11.5894514413372,3.87286943642083,0.00174119926765849,0.412321062106555,-1.55956638348874
"46","GB51657",32,116,141,86,102,77,60,64,24,28,44,21,0.832413985607676,3.04091309341358,3.79996076446782,0.00200787655407982,0.412321062106555,-1.37402097883106
"47","GB51728",52,100,118,90,82,64,77,137,72,73,115,119,-0.621145699145991,3.70273908031797,-3.87915652873805,0.0017199623645339,0.412321062106555,-1.12928770539159
"48","GB52294",32,87,150,92,122,92,280,63,492,370,568,486,-2.18493881608275,4.5976322450621,-3.80741632086989,0.00197879803406431,0.412321062106555,-1.18766014608617
"49","GB54893",547,756,1214,604,888,498,281,311,174,259,578,359,0.868322246617122,6.10374438096845,3.92148634179192,0.00158368159004541,0.412321062106555,-0.975100671165885
"50","GB55378",2443,6415,10679,5223,5476,3386,3209,3444,1540,1662,2929,1725,0.753833441889231,8.96047076134755,3.80267489138824,0.00199724084167165,0.412321062106555,-1.33561976923927
