"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB41549",9,14,20,6,12,10,23,24,69,29,40,37,-1.22862557468858,1.56078741721068,-4.29679367229107,0.000761088196162665,0.374175662884952,-1.29791569518562
"2","GB42723",312,897,535,316,483,698,351,405,306,541,356,228,0.907397179417782,5.94990878290011,4.45597453334697,0.000561450806014158,0.374175662884952,-0.109645773821303
"3","GB43308",179,253,269,119,122,426,86,153,233,149,150,94,0.972049578038355,4.62461827926347,5.13118691285445,0.000159592854145599,0.374175662884952,0.85491943065706
"4","GB43482",4173,8532,5281,3643,3582,11079,3300,4288,4693,3896,5016,2484,0.91510641119465,9.39717991903987,4.6086573825648,0.000420438406005725,0.374175662884952,-0.26247357858403
"5","GB44608",1665,4979,3121,1693,2359,6164,1839,2540,2203,2116,2803,1087,0.932417741761151,8.47917098425297,4.28690883964449,0.000775669784150574,0.374175662884952,-0.578511305243104
"6","GB45208",104,325,201,128,161,374,107,150,132,224,142,101,0.91018897185263,4.58754634119041,4.30813464235877,0.000744704892997721,0.374175662884952,-0.378146088902799
"7","GB45476",2381,5090,3449,1486,2442,5403,2069,2576,2018,2772,2568,1024,0.959115951390325,8.52954036672269,4.09140072916726,0.00113115378434771,0.374175662884952,-0.865491306700872
"8","GB45740",229,466,357,235,242,463,247,280,315,354,295,198,0.593077754436983,5.44432046814568,4.43045982872627,0.000589401707052252,0.374175662884952,-0.140279857545726
"9","GB47181",2063,4920,3055,1559,2326,5503,1910,2655,2180,2574,2731,1286,0.831595160935846,8.52493049858907,4.06301338470456,0.00119518746331381,0.374175662884952,-0.906009058670056
"10","GB47610",4227,12553,7295,3111,6599,11616,4256,5625,4629,5747,4978,1932,1.04641493499529,9.62131286688785,4.10339767646558,0.0011051572865418,0.374175662884952,-0.970007648540912
"11","GB47679",6087,16393,8907,3576,6455,11072,5092,6668,6929,7436,5091,2575,0.951723887879337,9.88826654686278,4.05145445589661,0.00122231210405894,0.374175662884952,-1.07403958171257
"12","GB47886",1197,2517,1483,979,1044,2438,1115,1274,1357,1546,1316,690,0.746556885754249,7.60826525417547,4.0897408517616,0.00113479956453454,0.374175662884952,-0.791390232478805
"13","GB48163",2332,5025,3161,1531,2147,5037,1913,2666,3047,2491,2761,1335,0.752930087289988,8.56666117233605,4.10692780734908,0.00109762475875838,0.374175662884952,-0.845866641572171
"14","GB48251",109,251,243,144,160,223,261,304,639,309,404,320,-0.590745367537738,5.21933563291491,-4.11145245312084,0.00108804691255027,0.374175662884952,-0.663366351160117
"15","GB48610",1167,2380,1508,817,1203,2425,1034,1433,1065,1286,1013,491,0.957332893397266,7.47665940918042,4.2879387284637,0.000774137248619236,0.374175662884952,-0.481654390011374
"16","GB48956",5524,11076,7052,3495,6137,11572,4391,5422,3437,6102,5162,2805,1.04138717337761,9.65909853015505,4.18786161640969,0.00093862033205302,0.374175662884952,-0.86026351170355
"17","GB49004",348,333,494,341,260,382,215,247,344,336,291,162,0.866760635595108,5.47030875415278,4.35614683689229,0.000679261245051433,0.374175662884952,-0.259860040415059
