"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40095",127,153,105,145,118,96,177,452,430,314,326,144,-0.942423209446345,4.7749622038402,-4.69662306459899,0.000359980646870927,0.230034097213477,0.318605856220151
"2","GB41723",99,136,71,84,97,51,229,282,277,272,296,86,-1.12174899635948,4.35093477755362,-4.80292278518688,0.000295261888157269,0.230034097213477,0.438695453702286
"3","GB44118",68,123,61,60,55,44,158,199,239,206,232,77,-1.16465544139312,3.97061875838735,-5.12997008307275,0.000161901427865614,0.230034097213477,0.855203445107076
"4","GB44192",82,166,93,174,181,92,224,343,334,437,251,131,-0.78567627868139,4.7476485189442,-4.79345909035103,0.000300501029566777,0.230034097213477,0.472547935657957
"5","GB45708",65,95,61,133,151,100,343,366,317,391,210,139,-1.2187546709277,4.58376885695297,-5.40819369894506,9.81848585710454e-05,0.230034097213477,1.36151854031714
"6","GB45808",44,133,69,110,119,95,42,78,85,61,78,62,0.809503814082388,3.50301466841494,4.73888295335705,0.000332651661581936,0.230034097213477,0.212012938777427
"7","GB47791",46,140,51,99,89,37,165,160,270,264,225,72,-1.02533190940036,4.02664889177853,-4.84024998919424,0.000275502646945288,0.230034097213477,0.446980726068811
"8","GB48387",10,25,14,12,20,9,40,35,61,42,45,20,-1.12111352960945,1.80572769398191,-4.82424387623053,0.000283802204241412,0.230034097213477,-0.332994885940544
"9","GB49476",121,175,93,138,178,57,237,349,401,411,430,166,-1.11184559846798,4.83000460476726,-5.30245168944085,0.000118594480820282,0.230034097213477,1.24436307892696
"10","GB50170",31,82,27,62,57,25,193,186,343,163,192,44,-1.59700035303468,3.61495566145821,-5.5100876890574,8.19660439412638e-05,0.230034097213477,1.23901615848924
"11","GB50171",91,127,76,79,90,42,383,354,409,319,400,69,-1.56077482828028,4.4661750333491,-4.69019274862897,0.000364338304832274,0.230034097213477,0.258697111301946
"12","GB50453",787,1729,1115,1297,1295,843,2609,3366,4500,3153,3451,1116,-0.931418374045936,8.03288373153243,-4.83654579827644,0.000277400726042397,0.230034097213477,0.372602730303995
