"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40300",10,14,29,15,31,21,34,36,61,54,24,46,-0.87008610686637,2.10364994869388,-3.36990806052648,0.00463361733147284,0.999710251084293,-4.30386276990339
"2","GB40968",19,9,15,10,9,10,13,11,2,3,5,6,1.31694861583533,0.389824386759134,2.71995555591833,0.0167090880708923,0.999710251084293,-4.47950550453013
"3","GB41188",231,252,236,120,321,267,169,713,719,453,204,697,-0.617040098367381,5.57813260384137,-2.73127647895534,0.0163434599039833,0.999710251084293,-4.04661315210039
"4","GB41249",11,11,13,14,11,21,2,6,13,9,4,12,1.10987467365726,0.58658196395739,3.10390302255111,0.00784733551844531,0.999710251084293,-4.44406578917733
"5","GB42276",23,15,14,13,35,12,37,34,51,67,20,35,-0.863049842848625,2.00945131597815,-3.18468747041046,0.00668763944897402,0.999710251084293,-4.33471657874863
"6","GB42524",34,37,69,31,82,58,90,102,138,99,46,92,-0.637207207893639,3.35505704580037,-3.12578356271894,0.00751481882239128,0.999710251084293,-4.18171491162618
"7","GB42745",13,20,11,5,23,8,6,10,9,4,6,10,0.992521673491331,0.577587666550116,2.89261844586446,0.0119086569423368,0.999710251084293,-4.45893552668743
"8","GB42787",341,333,384,150,388,208,402,612,729,830,274,401,-0.581530479573444,5.86529575190127,-3.40398155805982,0.00433122896885084,0.999710251084293,-3.8314838728348
"9","GB42962",4,2,2,4,13,2,13,12,18,12,8,12,-1.3732474451405,0.136174541295756,-3.56905795442595,0.00312440460814216,0.999710251084293,-4.43819205379381
"10","GB43195",504,360,631,319,996,685,692,952,1227,1078,524,1243,-0.523637597607818,6.75411410830382,-2.81238587452356,0.0139427126085363,0.999710251084293,-4.08978531619178
"11","GB44787",14,21,28,18,45,20,23,84,70,57,28,51,-0.836872889039271,2.35350303621359,-3.34244453155017,0.00489268812496514,0.999710251084293,-4.27889096195517
"12","GB44942",25,11,18,11,19,15,42,44,29,39,16,36,-0.757014387697157,1.83871403494309,-2.82372121706125,0.013635930100556,0.999710251084293,-4.39008422248035
