"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40083",1261,303,359,1385,251,1100,299,499,349,181,378,528,1.05779248961268,6.15789259963688,3.21460737439688,0.00631685447557633,0.962460467489986,-3.90213087237188
"2","GB40162",97,48,64,132,71,99,121,252,272,57,188,179,-0.716486230072884,4.12848588704582,-3.20980823799436,0.00637713495237357,0.962460467489986,-4.02588048794945
"3","GB40234",157,91,75,214,129,106,274,388,273,75,332,412,-0.821377854422288,4.77013004149438,-3.43581089147439,0.00407732545921954,0.962460467489986,-3.86549454765691
"4","GB40312",214,129,107,303,125,219,308,705,427,122,444,359,-0.723359984321692,5.23242865514841,-3.47474808963682,0.00377515421484356,0.962460467489986,-3.80451074654572
"5","GB40548",8,3,2,3,2,7,10,19,18,2,26,39,-1.64964177145956,0.256993516926531,-3.25562448847158,0.00582430160353113,0.962460467489986,-4.44527803240689
"6","GB40871",19,5,8,17,13,5,26,42,50,22,44,31,-1.45583822849534,1.54220738068469,-4.70966112307329,0.000345469746858982,0.962460467489986,-4.25211910037746
"7","GB41296",86,100,29,59,86,46,29,26,62,14,50,40,1.15002701468352,2.82162653892111,3.21152219205621,0.00635554094682201,0.962460467489986,-4.23011670012614
"8","GB41659",484,296,488,597,337,421,835,912,1163,318,932,978,-0.588326544378634,6.48621279377473,-3.31285596085846,0.00520049001008564,0.962460467489986,-3.90583463458981
"9","GB41891",39,4,12,14,15,33,44,62,78,19,71,41,-1.3553797547097,2.09520669286217,-3.26267275277999,0.00574360934160773,0.962460467489986,-4.31543338087729
"10","GB42229",3,4,4,14,5,5,11,24,14,5,28,17,-1.14385966081522,0.494342252488596,-3.33918937012693,0.00493636609575434,0.962460467489986,-4.42975383882439
"11","GB42606",6,7,7,18,4,5,17,21,21,9,20,16,-0.883946563893135,0.797909790525661,-3.53444663323322,0.00335503161428782,0.962460467489986,-4.39624009327869
"12","GB42647",13,4,4,18,5,8,23,24,36,8,33,22,-1.21497942240252,1.03715117839561,-3.83535177470551,0.00185530497821971,0.962460467489986,-4.35926738458601
"13","GB42784",7,4,6,15,4,10,15,23,14,9,32,29,-1.05551715121221,0.866966584191483,-3.31258094591323,0.0052033217782718,0.962460467489986,-4.40875258928259
"14","GB43077",280,109,175,331,166,263,449,652,534,176,575,719,-0.892854542104171,5.59109826247029,-3.96774106639575,0.00143202961172301,0.962460467489986,-3.65952532849803
"15","GB43882",330,215,132,352,223,302,150,196,128,153,206,178,0.903092262785172,4.96300034226514,4.1188610793291,0.00106730785009327,0.962460467489986,-3.61636500428408
"16","GB43924",169,24,11,132,32,50,15,21,16,16,16,19,1.83557383313757,2.13859059816983,3.36126271039319,0.00472535140209886,0.962460467489986,-4.2960036761623
"17","GB44017",3,6,6,12,4,7,12,24,12,7,23,22,-1.03773972155542,0.614571778326482,-3.30966863336616,0.00523340408113773,0.962460467489986,-4.42460766490096
"18","GB44803",443,458,270,555,283,405,343,468,388,203,364,390,0.45429798077524,5.82644505011364,3.99425393413573,0.00135986737062635,0.962460467489986,-3.62649344365138
