"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB52251",217,259,452,224,123,170,391,327,484,495,461,301,-0.786694928555316,5.52470985414581,-5.72983084707164,5.49246820372732e-05,0.553750644299788,-3.23269437236925
"2","GB40288",261,177,296,438,98,137,129,120,83,125,156,157,0.863535245382497,4.64003133905261,3.29731473284314,0.00537710299813701,0.916740143765154,-3.9039748815253
"3","GB40478",27,36,55,27,27,21,59,32,72,60,114,53,-0.937914898646157,2.74511778550851,-3.89024649832789,0.00167269472628922,0.916740143765154,-4.14419230202879
"4","GB41378",300,369,393,464,194,212,149,187,294,278,243,278,0.482248454054079,5.35943911920041,3.24111030920846,0.00600919717360639,0.916740143765154,-3.84279530083596
"5","GB41540",63,188,216,126,27,12,32,20,11,30,12,1,2.68987930462502,2.19723136016629,3.78930055511374,0.00203823194150231,0.916740143765154,-4.26511667652826
"6","GB41730",29,45,49,103,27,31,10,8,26,40,24,28,1.11716909534953,2.17143932594941,3.30774866918964,0.00526729523977142,0.916740143765154,-4.29693318685912
"7","GB41801",114,134,157,170,52,61,56,47,99,103,82,89,0.55150614186695,3.78672889073679,3.33295363741952,0.00501120685102042,0.916740143765154,-4.04681870866987
"8","GB42140",176,217,313,214,114,123,241,213,312,357,301,263,-0.534798600177353,5.11203997288927,-4.87405845735101,0.000255800965273244,0.916740143765154,-3.40871013214152
"9","GB42184",715,813,840,1019,430,425,227,416,595,617,489,398,0.702557562010274,6.37719926221572,3.96375428544943,0.00144911795876702,0.916740143765154,-3.69125786797008
"10","GB42758",51,61,62,40,17,22,11,7,39,28,13,22,1.18519638427617,1.99665414777636,3.83970427529795,0.0018465362257183,0.916740143765154,-4.25866463647904
"11","GB42895",150,171,203,218,120,93,61,81,148,194,112,68,0.621391691152502,4.26392037665198,3.34532869499598,0.00489007586414913,0.916740143765154,-3.95243254950445
"12","GB42980",22,16,10,54,11,21,3,2,9,4,7,5,1.94661526504135,0.595852820629297,3.91941420661561,0.00158004902043256,0.916740143765154,-4.39274829241836
"13","GB43246",188,180,500,247,189,275,457,328,511,561,497,321,-0.780872353190285,5.65427395554764,-3.60587259589594,0.00292335836904645,0.916740143765154,-3.739129976785
"14","GB43476",9,11,17,21,6,7,2,3,5,13,6,6,1.1077656781802,0.272420796366429,3.31366256250133,0.00520605625792475,0.916740143765154,-4.44363989378939
