"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40092",6.9037472575846,5.44241771052179,7.09174211509515,6.62539236800796,7.54274354536855,6.41999492814714,5.40717177146012,6.24416690066374,4.68213122712422,4.49980967033027,5.78996017089725,4.84418708645859,0.260572397735553,6.96651647140224,4.98758755323388,0.000157452346811802,0.329627763549233,1.0018575656122
"2","GB40163",9.26036786557583,8.63675242647388,9.12793654572137,9.11537013438496,9.93672888631593,9.05392045270488,7.77359446736019,8.74448811385292,7.07242190053737,7.82564473221999,8.86615849228492,7.39633529380081,0.149899386188862,7.46628555657122,4.51755117261162,0.000398975230081251,0.329627763549233,0.146467852251111
"3","GB41166",3.80666248977032,4.45434729625351,3.76120011569356,3.95124371858143,4.45434729625351,4.21950770517611,3.04452243772342,3.46573590279973,2.89037175789616,3.3322045101752,3.36729582998647,2.94443897916644,0.273658790836889,6.32974515976841,4.14469483961484,0.000847263471335704,0.329627763549233,-0.428328134391569
"4","GB41649",4.14313472639153,3.2188758248682,4.62497281328427,4.70048036579242,3.97029191355212,4.18965474202643,4.60517018598809,5.48063892334199,4.29045944114839,4.15888308335967,5.08140436498446,4.44265125649032,-0.211524336148115,6.57790089624474,-4.20073097523175,0.000756036377634427,0.329627763549233,-0.359885144056083
"5","GB42420",3.89182029811063,3.36729582998647,3.73766961828337,4.38202663467388,4.0943445622221,3.78418963391826,4.21950770517611,4.62497281328427,3.85014760171006,4.0943445622221,4.7361984483945,4.31748811353631,-0.180064787198678,6.48584723143006,-4.6350609517882,0.00031551854233081,0.329627763549233,0.485049033734446
"6","GB42516",5.16478597392351,4.53259949315326,5.22035582507832,5.57972982598622,5.0998664278242,5.14166355650266,5.5683445037611,5.58724865840025,5.22035582507832,5.33271879326537,5.89164421182577,5.75257263882563,-0.156456155474438,6.83528658571703,-4.50538260027814,0.000408822235915962,0.329627763549233,0.067465808818965
"7","GB42846",4.77912349311153,4.15888308335967,4.95582705760126,4.97673374242057,4.76217393479776,4.57471097850338,4.9416424226093,5.4249500174814,4.49980967033027,4.56434819146784,5.26269018890489,5.11799381241676,-0.121729648321834,6.70422984377429,-4.12772763180488,0.000877039288272194,0.329627763549233,-0.597465982384206
"8","GB43129",9.83435181370127,9.0990735595476,9.33547410273295,9.40713994795079,10.3413230406747,9.37432822208163,8.35655484545343,9.12150915826957,7.13169851046691,7.69302574841789,9.32438308801684,7.52994337060159,0.167510839892407,7.51354473446535,4.37158296514895,0.00053501252120847,0.329627763549233,-0.128286774184482
"9","GB43280",5.42053499927229,4.86753445045558,5.53338948872752,5.89989735358249,5.28320372873799,5.61677109766657,5.55682806169954,6.17586727010576,5.37527840768417,5.34233425196481,6.27287700654617,5.87773578177964,-0.128706588509787,6.89813847400393,-4.74793478596033,0.000252181706863354,0.329627763549233,0.517822359976836
"10","GB43690",8.79905837854645,7.92153563213355,8.68592279469073,7.97796809312855,9.52325149847374,8.59674347017425,7.02019070831193,8.27842825919907,6.49375383985169,6.41836493593621,8.41847721847708,6.16751649088834,0.210295688265921,7.34338348794031,4.18970796105638,0.000773155960133348,0.329627763549233,-0.526637470521721
"11","GB44299",5.03043792139244,4.36944785246702,5.04342511691925,5.30330490805908,4.8283137373023,4.96284463025991,5.10594547390058,5.8664680569333,4.56434819146784,4.77068462446567,5.59098698051086,5.27811465923052,-0.122939855936819,6.76297611688234,-4.36075049003456,0.000546831734027578,0.329627763549233,-0.180185394089563
"12","GB44616",5.15905529921453,4.40671924726425,4.49980967033027,4.8283137373023,5.51342874616498,4.88280192258637,3.40119738166216,4.39444915467244,3.3322045101752,3.66356164612965,4.67282883446191,3.09104245335832,0.27870646028093,6.54285955401362,4.24990070679546,0.000684251227524262,0.329627763549233,-0.23708334048818
"13","GB45250",6.49223983502047,5.91079664404053,6.67834211465433,6.87109129461055,6.53813982376767,6.24416690066374,6.48157712927643,7.07496319796604,7.03790596344718,6.69703424766648,7.25063551189868,7.69348164083518,-0.172420633307483,7.14635466423276,-4.13272108783968,0.000868167343569538,0.329627763549233,-0.691176152283981
"14","GB46068",5.35185813347607,4.86753445045558,4.969813299576,5.79909265446053,5.29330482472449,5.48893772615669,5.49306144334055,5.91620206260743,5.48063892334199,5.32300997913841,5.84643877505772,5.5834963087817,-0.125553137632277,6.86290725164426,-4.06343710960673,0.000999854668906511,0.329627763549233,-0.825585470928906
"15","GB46102",5.12989871492307,4.88280192258637,5.44673737166631,5.74939298590825,5.05624580534831,5.24702407216049,5.73657229747919,5.72031177660741,5.53733426701854,5.44673737166631,6.0913098820777,5.95324333428778,-0.17177744803228,6.87408592125951,-4.59338011954276,0.000342851957185395,0.329627763549233,0.225705588200472
"16","GB46240",5.23644196282995,5.12989871492307,5.2257466737132,5.75574221358691,5.34710753071747,5.65248918026865,5.67332326717149,5.84643877505772,5.28826703069454,5.34233425196481,6.11146733950268,5.92157841964382,-0.125100861822704,6.88540481270137,-4.24675821203966,0.000688624040664409,0.329627763549233,-0.468276353694528
"17","GB47234",3.04452243772342,2.83321334405622,2.94443897916644,3.58351893845611,3.09104245335832,3.29583686600433,3.25809653802148,4.04305126783455,3.89182029811063,3.58351893845611,3.8286413964891,4.06044301054642,-0.270223063592285,6.26727303348735,-4.21448896842374,0.000735209648551291,0.329627763549233,-0.33062940983863
"18","GB47964",3.73766961828337,3.09104245335832,4.0943445622221,4.35670882668959,3.80666248977032,3.85014760171006,4.17438726989564,4.58496747867057,4.20469261939097,3.93182563272433,4.55387689160054,4.49980967033027,-0.196499058109897,6.47899270958346,-4.18112787294449,0.000786754386578171,0.329627763549233,-0.356049466104466
"19","GB48696",1.6094379124341,1.6094379124341,2.19722457733622,1.38629436111989,1.94591014905531,1.79175946922805,0.693147180559945,1.38629436111989,0,0,0.693147180559945,0,1.31802716633981,4.74276321296976,4.12426948784547,0.000883237419771994,0.329627763549233,-3.46884100010624
"20","GB49352",4.26267987704132,3.93182563272433,4.45434729625351,4.54329478227,4.18965474202643,4.36944785246702,4.69134788222914,5.03695260241363,4.26267987704132,4.17438726989564,4.88280192258637,4.57471097850338,-0.14000727095672,6.5958246893168,-4.56812399840921,0.000360585018373371,0.329627763549233,0.328447936964978
"21","GB49429",3.58351893845611,2.89037175789616,3.58351893845611,3.85014760171006,3.66356164612965,3.61091791264422,4.06044301054642,4.47733681447821,3.58351893845611,3.80666248977032,4.52178857704904,4.15888308335967,-0.238486579412037,6.3940844941029,-5.60493562155486,4.83365415165963e-05,0.329627763549233,2.12272434233766
"22","GB49588",3.58351893845611,2.56494935746154,3.36729582998647,3.95124371858143,3.61091791264422,3.29583686600433,3.85014760171006,4.11087386417331,3.61091791264422,3.8286413964891,4.35670882668959,4.20469261939097,-0.243540760997451,6.3507610099415,-4.10503512967416,0.000918533829912813,0.329627763549233,-0.489067075066125
"23","GB49801",6.62273632394984,5.74300318780948,5.95842469302978,6.40025744530882,6.81892406527552,6.08677472691231,4.93447393313069,6.27476202124194,5.01727983681492,5.00394630594546,5.89715386763674,5.02388052084628,0.158699653045276,6.94283662525138,4.42638554760874,0.000479098282661842,0.329627763549233,-0.107609962852061
"24","GB50145",4.57471097850338,3.98898404656427,4.40671924726425,4.70953020131233,4.51085950651685,4.43081679884331,4.54329478227,5.17048399503815,4.15888308335967,4.36944785246702,5.06890420222023,5.0998664278242,-0.134663038047115,6.63478024434385,-4.12385916166284,0.000883975810031572,0.329627763549233,-0.551723861859566
"25","GB50857",4.18965474202643,3.71357206670431,4.26267987704132,4.60517018598809,4.27666611901606,4.49980967033027,4.43081679884331,5.03043792139244,4.39444915467244,4.40671924726425,5.04985600724954,5.07517381523383,-0.17952787027592,6.60776775102562,-4.92982563937574,0.000176274799479212,0.329627763549233,1.0064535491267
"26","GB51064",3.13549421592915,2.89037175789616,3.89182029811063,3.87120101090789,3.43398720448515,3.52636052461616,4.15888308335967,4.44265125649032,3.43398720448515,3.36729582998647,4.33073334028633,3.97029191355212,-0.222127166094046,6.35479959684769,-4.07261865449288,0.000981297770365011,0.329627763549233,-0.546025936479495
"27","GB51110",3.04452243772342,3.09104245335832,3.2188758248682,2.94443897916644,2.99573227355399,3.76120011569356,3.36729582998647,4.0943445622221,3.73766961828337,3.36729582998647,4.0943445622221,3.8286413964891,-0.264397863947718,6.2705018971706,-4.27549769504913,0.000649670917855836,0.329627763549233,-0.221278325165391
"28","GB51346",4.18965474202643,3.95124371858143,4.20469261939097,4.47733681447821,4.68213122712422,4.54329478227,3.80666248977032,4.06044301054642,3.13549421592915,3.29583686600433,4.02535169073515,3.8286413964891,0.157463161422731,6.45965163774297,4.0768989222081,0.000972766836496951,0.329627763549233,-0.545257343221405
"29","GB51518",3.3322045101752,2.63905732961526,3.43398720448515,3.66356164612965,3.58351893845611,3.52636052461616,3.58351893845611,4.15888308335967,4.11087386417331,4.06044301054642,4.67282883446191,4.60517018598809,-0.310595431044909,6.37741785924967,-4.34059627691934,0.000569536703028782,0.329627763549233,-0.0637065220796877
"30","GB52341",4.97673374242057,3.98898404656427,4.98360662170834,5.0998664278242,4.74493212836325,4.96284463025991,4.88280192258637,5.4553211153577,5.06890420222023,4.93447393313069,5.65248918026865,5.65248918026865,-0.170217284306877,6.75547454634162,-4.13172483268779,0.000869930085073073,0.329627763549233,-0.620877549201825
"31","GB52875",3.63758615972639,3.91202300542815,4.00733318523247,4.0943445622221,4.29045944114839,4.15888308335967,3.95124371858143,4.96284463025991,4.57471097850338,4.18965474202643,4.72738781871234,5.03043792139244,-0.209702166883051,6.5477623398215,-4.14223109554251,0.000851522445475669,0.329627763549233,-0.456012057967401
"32","GB53139",4.38202663467388,3.98898404656427,4.78749174278205,4.89034912822175,4.54329478227,4.33073334028633,4.59511985013459,5.25227342804663,4.75359019110636,4.55387689160054,5.0998664278242,4.70048036579242,-0.138040581878337,6.65515874008542,-4.07942586102231,0.00096776584805336,0.329627763549233,-0.652485995412012
"33","GB53326",1.38629436111989,1.94591014905531,1.38629436111989,1.6094379124341,2.07944154167984,2.07944154167984,0,0,0,0,1.09861228866811,1.09861228866811,1.54664222081,4.64888185691058,4.49814113125222,0.000414799957375919,0.329627763549233,-3.43725099843177
"34","GB53662",3.43398720448515,3.29583686600433,3.36729582998647,3.80666248977032,3.71357206670431,3.76120011569356,3.68887945411394,4.40671924726425,3.55534806148941,3.55534806148941,4.24849524204936,4.18965474202643,-0.179065780165096,6.37525173968471,-4.34014043505003,0.00057006122916887,0.329627763549233,-0.0596619800840275
"35","GB53721",4.70953020131233,4.54329478227,4.77912349311153,5.05624580534831,4.7361984483945,4.91998092582813,5.15905529921453,5.20948615284142,5.06259503302697,4.96284463025991,5.52146091786225,5.08140436498446,-0.143415872202767,6.74394129003647,-4.12505845780662,0.000881819414592892,0.329627763549233,-0.629566690037651
"36","GB54721",1.09861228866811,0.693147180559945,1.09861228866811,2.30258509299405,1.6094379124341,1.6094379124341,2.19722457733622,2.83321334405622,1.94591014905531,1.94591014905531,2.94443897916644,3.2188758248682,-0.746045258234102,5.51480335453594,-4.0865711402763,0.000953765751068068,0.329627763549233,-2.04611492930191
"37","GB55798",1.09861228866811,1.94591014905531,1.09861228866811,1.38629436111989,1.38629436111989,1.6094379124341,1.94591014905531,2.484906649788,2.83321334405622,1.94591014905531,3.04452243772342,2.83321334405622,-0.706803811096413,5.54252599943918,-4.11650929242215,0.000897308906422942,0.329627763549233,-1.9460287085304
"38","GB40713",8.49249057877587,7.79152281915073,8.08825472712243,8.49902922078857,9.34382176335066,8.4848765899397,7.62217459481762,8.06808962627824,6.74405918631135,7.07918439460967,7.68845535654994,7.43425738213314,0.119174294241145,7.36508845167317,3.99167164999119,0.00115774000877098,0.335408070082652,-0.916062962319653
