"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40211",151,171,210,175,73,166,120,106,129,76,128,88,0.462478487311864,4.28354322654235,3.02963517149764,0.00908659042312765,0.869895420418905,-4.03498302906262
"2","GB40671",20,9,35,23,19,28,41,53,33,19,82,32,-0.966645683843353,2.15624966700711,-3.29205554608635,0.00540487643723896,0.869895420418905,-4.29632118085141
"3","GB40969",312,60,314,184,160,255,382,462,444,220,269,294,-0.873960032841056,5.26952862160413,-3.09117071448161,0.00804565132766502,0.869895420418905,-3.91540867271719
"4","GB41409",14,12,17,16,17,11,5,10,6,4,13,4,0.984956090786706,0.630457165523741,3.03094652274587,0.0090630750679003,0.869895420418905,-4.44456664908043
"5","GB41676",102,128,173,144,64,166,60,102,128,60,108,73,0.471959121937264,3.98030691118951,3.09646063206264,0.00796188939982692,0.869895420418905,-4.06882154670816
"6","GB41786",259,277,273,388,176,275,121,208,232,177,171,120,0.650815996215983,5.02409734249588,3.38836051049255,0.00446602501149316,0.869895420418905,-3.83003999631666
"7","GB42321",102,81,187,133,84,122,165,141,186,93,188,183,-0.503095785829298,4.35422480578816,-3.3591006570704,0.00473254047706966,0.869895420418905,-3.92699786948454
"8","GB42323",9,6,7,3,10,5,15,13,14,15,21,12,-1.29503582593829,0.641328690056702,-3.37365965534063,0.00459799236663406,0.869895420418905,-4.4193088632677
"9","GB42381",393,185,682,420,250,356,430,502,622,302,608,528,-0.527408186845027,5.98860096683155,-3.2774883470829,0.0055631556618437,0.869895420418905,-3.86247598501845
"10","GB42433",229,174,264,123,198,147,251,320,383,182,335,307,-0.760446588245161,5.1467277996923,-3.23007501043462,0.00611109398995284,0.869895420418905,-3.86903923119467
"11","GB42516",174,92,266,163,184,170,261,184,264,206,361,314,-0.704535406003227,5.00091188893425,-3.02047950523852,0.0092524611937414,0.869895420418905,-3.94774071319831
"12","GB42626",488,94,513,85,38,67,184,379,281,1240,1282,838,-2.09027804564256,5.36632275167654,-3.09717077887179,0.0079507108140805,0.869895420418905,-3.97766355170563
"13","GB42642",1,15,22,9,1,5,15,27,34,49,21,7,-1.87688151300299,0.810010534899303,-3.02994896692064,0.00908095790744296,0.869895420418905,-4.43835213173147
"14","GB43035",58,51,60,84,16,72,23,33,35,30,42,23,0.7349933540214,2.61302115368226,2.96754888800049,0.0102717136549125,0.869895420418905,-4.2910422331509
"15","GB43418",11,2,6,2,15,4,19,18,11,16,26,27,-1.83317689981876,0.679522619272375,-3.45306138808647,0.00392894916570103,0.869895420418905,-4.41421732099065
"16","GB43516",406,310,515,770,53,346,68,154,252,114,139,134,1.1824759575522,4.97482015593129,3.04411028413602,0.0088303310309183,0.869895420418905,-3.9686419409241
"17","GB44310",7,4,17,8,12,10,23,14,17,9,34,26,-1.11676248666647,1.04551339865056,-3.12518677817269,0.00752191656095568,0.869895420418905,-4.41138282810601
"18","GB45222",140,164,260,242,120,247,68,142,140,84,190,146,0.568996602416497,4.53785708853411,3.06267202267595,0.00851216822594291,0.869895420418905,-3.9888806378013
"19","GB46102",168,131,304,156,253,189,309,231,313,231,441,384,-0.787917275877564,5.23057507100888,-3.07405230290146,0.00832274416818175,0.869895420418905,-3.91803054528157
"20","GB46325",200,203,254,310,126,296,112,184,200,135,213,122,0.462731316572666,4.84308273961991,3.09496853337093,0.00798542769585128,0.869895420418905,-3.93639617043341
