"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"21","GB46912",124,163,164,186,62,156,103,81,119,65,105,71,0.559391487416852,4.07680027977979,3.13253863634118,0.00741325011187729,0.869895420418905,-4.04395646344539
"22","GB47428",84,53,131,95,87,83,103,121,132,99,142,117,-0.515233049700565,3.95999314654218,-2.96150653182085,0.0103948933354825,0.869895420418905,-4.10436413755689
"23","GB47599",130,102,214,125,83,130,183,161,194,109,211,189,-0.501216527056955,4.49579850895476,-3.37525952966975,0.00458344289946867,0.869895420418905,-3.89671563708373
"24","GB47938",538,701,911,978,383,854,383,594,656,334,526,212,0.675880760697059,6.37671555935957,3.39331411781631,0.0044224186126824,0.869895420418905,-3.86733278265846
"25","GB47976",58,49,167,84,54,95,103,113,144,96,143,114,-0.621548300723163,3.87633004340888,-3.58507173160368,0.00302608946671161,0.869895420418905,-3.97177901170348
"26","GB48027",10,13,14,15,4,18,2,6,5,3,11,6,1.09003294013206,0.286843087743446,3.20134056935461,0.00646904209831012,0.869895420418905,-4.45015117410875
"27","GB48532",279,166,418,268,201,270,357,322,424,217,388,326,-0.435118853896343,5.48920193804138,-3.15622618878026,0.00707362998774076,0.869895420418905,-3.87861476509874
"28","GB48829",45,39,95,49,47,59,64,66,109,48,99,85,-0.573618969292204,3.29741011364536,-3.07645045318595,0.00828336320426321,0.869895420418905,-4.184175488618
"29","GB49443",58,55,109,31,37,55,86,108,112,45,88,123,-0.820363890771912,3.41366755220976,-3.06881623486607,0.008409373708873,0.869895420418905,-4.17016244121645
"30","GB49445",8,12,15,15,6,14,5,5,3,4,10,3,1.14273026647494,0.240345691512526,3.55062552329632,0.00323927371374619,0.869895420418905,-4.4316868978053
"31","GB49780",9,10,14,18,7,28,34,11,70,17,65,30,-1.31338952122436,1.65856178795861,-3.06426044288361,0.00848547477082369,0.869895420418905,-4.37303038343032
"32","GB49957",458,269,460,674,199,372,154,413,228,177,344,150,0.683904066759028,5.48867544253506,3.06938784776412,0.00839987322192915,0.869895420418905,-3.91556417729383
"33","GB50107",25,20,55,27,17,29,36,43,57,22,69,50,-0.745015188698161,2.41292859814343,-3.63402095053412,0.00274727244209641,0.869895420418905,-4.22032228572397
"34","GB50648",7,8,18,11,8,7,17,17,22,9,27,14,-0.903643644569711,0.995800831265922,-3.57805533469296,0.00306833351608315,0.869895420418905,-4.37774530136252
"35","GB50889",23,24,77,47,22,39,50,63,68,43,75,61,-0.770648207182415,2.81415866453119,-3.96379671742111,0.00143721034326565,0.869895420418905,-4.11681117588271
"36","GB50931",323,374,441,438,213,355,134,335,354,156,257,185,0.602545030800909,5.41801174073972,3.43964897557263,0.00403467684978372,0.869895420418905,-3.79111455103757
"37","GB51232",4,4,4,8,5,9,9,8,13,13,14,23,-1.19464820556927,0.429377717579682,-3.08578809135056,0.0081317783083526,0.869895420418905,-4.45022552516274
"38","GB51315",17,19,24,30,11,22,2,18,12,9,5,7,1.31703467683075,0.946269606277033,3.52735756557528,0.00339179040123004,0.869895420418905,-4.38944297503797
"39","GB51434",8,9,8,13,15,12,24,18,24,11,33,14,-1.00337926710474,1.18770823510358,-3.1728863823883,0.00684407776198476,0.869895420418905,-4.39608640481163
"40","GB53053",35,51,54,66,46,58,14,26,35,25,33,25,0.898782925181043,2.4838355673938,3.58518520661973,0.00302541110770294,0.869895420418905,-4.22041372422806
"41","GB53365",74,52,168,91,92,79,129,128,157,72,153,117,-0.563736399003867,3.99336210317372,-2.96825675948724,0.0102573774987081,0.869895420418905,-4.09751321258732
"42","GB53460",99,100,93,97,54,114,37,54,69,45,63,48,0.727541304597577,3.40431882357166,3.72145043839369,0.00231225754812449,0.869895420418905,-4.04652650408363
"43","GB53601",8,10,20,17,9,16,5,4,9,3,13,8,0.885382197469036,0.531343895405063,2.98187698572745,0.00998534637416045,0.869895420418905,-4.45269095933181
"44","GB53970",423,369,597,552,255,486,240,315,508,235,439,254,0.40034420265837,5.82952232227149,3.38367091605008,0.00450770480093575,0.869895420418905,-3.81481411951601
"45","GB54048",31,12,44,24,13,28,48,37,42,21,49,43,-0.755604309952306,2.21885372263396,-3.3095599740626,0.00522062793510009,0.869895420418905,-4.28575243089749
"46","GB54983",34,25,47,42,22,33,50,34,67,26,89,69,-0.710295194710016,2.67354732488412,-2.98148203596903,0.00999313338793109,0.869895420418905,-4.28163327094876
"47","GB55004",230,86,381,164,131,158,432,297,380,120,358,287,-0.814662015854456,5.10578202087717,-3.21544137827829,0.00629084811850962,0.869895420418905,-3.87992180337517
"48","GB55046",42,18,86,62,9,24,69,130,60,74,92,35,-1.10988571869022,2.86984183384561,-2.99556545402525,0.00971912832910612,0.869895420418905,-4.26149789160831
"49","GB55184",242,278,339,343,118,340,107,176,295,116,242,91,0.679927639772703,4.95714346957589,3.43392540019311,0.00408066103838992,0.869895420418905,-3.82513180930154
"50","GB55884",9,7,13,7,2,6,14,10,16,7,16,13,-0.884511052127659,0.535835766809977,-3.12352530857472,0.00754669281002652,0.869895420418905,-4.44170925382273
