"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB41143",6047,6645,4362,7482,4221,8446,3885,6841,5214,2626,4412,2408,0.746379276718283,9.55091066438506,4.82455231892811,0.000290678691948908,0.11318204680156,0.478796497271774
"2","GB41624",71,93,83,166,50,108,48,69,73,52,48,34,0.954786249824659,3.40175172293817,4.68475421104382,0.000376661051801608,0.11318204680156,0.252000494877975
"3","GB41633",8812,11317,6878,11748,6006,15902,4320,10528,7058,3984,6180,3171,0.965772876447589,10.1123272516259,4.76469827710592,0.0003246895612413,0.11318204680156,0.352934885355084
"4","GB42200",19,13,19,25,20,34,47,78,66,25,81,49,-1.2396690412155,2.3853885899778,-5.86262453246498,4.59791603449154e-05,0.11318204680156,1.54599986878364
"5","GB42615",403,496,528,926,371,870,304,588,464,265,467,224,0.772769313983508,6.12077458029379,4.47872142757592,0.000554178903175558,0.11318204680156,0.00709956624263253
"6","GB42663",5757,6916,4118,6944,3501,8240,3458,6322,4623,2249,4013,1957,0.847847373808705,9.41557465356301,4.8408417225285,0.000282077451212249,0.11318204680156,0.511461933892186
"7","GB43187",2350,3463,2755,3549,1481,4175,1569,2781,2399,1245,2020,1020,0.840490481734558,8.40611360276669,4.48837113506844,0.000544187418142887,0.11318204680156,-0.00798678590307045
"8","GB44144",740,590,482,935,393,1037,446,839,555,245,471,310,0.713095484425408,6.37367771990341,5.37134638296445,0.000108065865770562,0.11318204680156,1.48068491794486
"9","GB44167",236,335,208,198,146,268,116,116,116,105,140,124,1.1114968140947,4.65621546124715,4.81596193786296,0.000295323707067254,0.11318204680156,0.571127806692981
"10","GB44449",930,816,684,1254,551,1160,690,1138,921,361,732,425,0.543213807499011,6.85872765472232,4.47636171592628,0.00055665085853921,0.11318204680156,-0.000115758923503684
"11","GB45208",258,276,236,280,161,374,134,228,224,128,142,101,0.910399274629274,4.93008209107579,5.58190724011432,7.46195914666368e-05,0.11318204680156,1.81358121784753
"12","GB45476",3182,3442,3411,4615,2442,5403,1772,3924,2772,1486,2568,1024,0.968869528061424,8.71413519899173,4.9273462719929,0.000240623053024945,0.11318204680156,0.682010089866438
"13","GB45496",552,744,532,911,498,1037,431,830,540,313,516,238,0.782934021543448,6.40343637829613,4.52184066332666,0.000510949216907843,0.11318204680156,0.0805142365567315
"14","GB46254",685,661,402,647,323,867,314,627,444,268,450,335,0.676458485008795,6.17762431909252,4.42086896186361,0.000618180470513521,0.11318204680156,-0.0926832578789911
"15","GB46793",868,1034,681,1283,571,1559,619,1020,803,431,733,365,0.734937777732508,6.88141566688873,4.6404590298212,0.000409093797071477,0.11318204680156,0.27607565635547
"16","GB47181",2961,3625,2760,5525,2326,5503,1847,4220,2574,1559,2731,1286,0.849883551048697,8.74959784230881,4.73387462961034,0.000343787843076357,0.11318204680156,0.376454852072053
"17","GB47610",6164,8080,6893,9989,6599,11616,2977,9230,5747,3111,4978,1932,1.12293092508678,9.78261536307319,4.54690175424962,0.000487437932251145,0.11318204680156,0.0345685162050877
"18","GB47679",8187,8149,6441,9353,6455,11072,4739,8759,7436,3576,5091,2575,0.870438737256396,9.92781551770435,4.57172305591229,0.000465251137828523,0.11318204680156,0.0665094982393954
"19","GB47680",155,81,87,185,92,136,186,285,233,107,239,208,-0.632779612778955,4.56283001715175,-4.42430572581914,0.000614173569318458,0.11318204680156,-0.0885792996325723
"20","GB48400",99,135,107,141,66,183,79,118,93,52,95,48,0.734873525990015,3.86807097684121,4.46105633251486,0.000572962765402366,0.11318204680156,-0.0525122149971509
"21","GB48432",154,157,209,182,106,214,106,164,101,73,142,75,0.790960981599147,4.35148821027629,4.59445506438858,0.000445846820382999,0.11318204680156,0.194081454288194
"22","GB48484",1091,1250,1120,1522,757,1980,729,1238,1105,527,892,522,0.780976764304855,7.24659493297271,5.36061671618495,0.000110142470496356,0.11318204680156,1.42390109187256
"23","GB48567",22,15,16,25,27,33,55,61,47,31,92,51,-1.11315735252412,2.42520550756005,-4.43376456983109,0.000603283168932882,0.11318204680156,-0.315361070244061
"24","GB48610",1387,1710,1559,1974,1203,2425,867,1820,1286,817,1013,491,0.924270052195866,7.61010240564211,4.47026734617712,0.000563087863924789,0.11318204680156,-0.0209481986574813
"25","GB48958",3231,4733,3458,5224,2666,6371,1693,4341,3180,1716,2665,1235,1.00470086715794,8.86859743159026,4.75894250829466,0.000328170541145102,0.11318204680156,0.410798537882199
"26","GB50085",658,736,599,1025,477,1026,446,802,562,359,518,279,0.776075072854767,6.48597668108509,5.24117884586458,0.000136278837915793,0.11318204680156,1.26962642960983
"27","GB50210",489,600,568,688,445,693,345,626,505,249,340,245,0.81984137248456,6.1325012565776,5.51503795577428,8.3877272733055e-05,0.11318204680156,1.71421523409422
"28","GB50268",2957,3498,1844,3304,1722,4126,1651,3051,1947,1330,2150,1328,0.735113071568527,8.43409738912709,4.46235975511305,0.000571554622423513,0.11318204680156,-0.0512158717429037
"29","GB50918",2489,3264,2613,3772,1846,4420,1426,3364,2197,1129,1976,884,0.977528389712907,8.4094281742842,5.09573974649585,0.000177073848061727,0.11318204680156,0.958047438083289
"30","GB51091",815,923,568,1278,652,1344,454,1097,690,378,684,296,0.846177869129332,6.74010288244123,4.54878845039558,0.000485713746008626,0.11318204680156,0.123742534657642
"31","GB51118",758,861,737,1313,564,1222,508,1017,747,382,655,410,0.719094528475489,6.77782618004191,5.58391459784099,7.4358785768591e-05,0.11318204680156,1.79289077838789
