"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB48130",33,87,113,24,184,85,292,171,457,531,229,418,-2.17569374016059,4.54595284445206,-7.17443041911784,4.94184233622918e-06,0.0498236544338626,-2.65713374618014
"2","GB48146",47,138,247,66,172,70,375,391,260,928,257,783,-2.06051351059502,5.04350188332891,-6.4867473814024,1.48178990645691e-05,0.0746970291844926,-2.58228731109259
"3","GB49753",19,52,99,20,249,25,223,130,485,778,240,458,-2.69851646347205,4.27749457300728,-5.75878703836737,5.08439147379601e-05,0.170869449462705,-3.09696821376414
"4","GB40607",5,9,8,7,7,4,16,12,10,53,8,7,-1.09895303169785,0.598759729052873,-2.53865434274522,0.0237295919987392,0.999878769570071,-4.40161047766212
"5","GB41517",45,54,51,27,89,46,58,99,67,110,49,83,-0.621769370128289,3.22848188588756,-2.87869866037446,0.0122127738913481,0.999878769570071,-4.01662942430571
"6","GB41732",351,530,436,231,367,179,307,467,665,665,279,529,-0.531783622331906,5.89983193012972,-2.86098326070076,0.0126462270547398,0.999878769570071,-3.69882705313151
"7","GB42366",103,150,150,60,117,94,69,66,84,116,53,98,0.426899471787359,3.8259464367975,3.59812810061105,0.00293883246565689,0.999878769570071,-3.62056704876737
"8","GB42550",81,205,133,126,137,77,180,119,256,261,179,150,-0.660910977738856,4.51639071522979,-2.7936348838898,0.0144360146989933,0.999878769570071,-3.80539359123901
"9","GB42553",16,55,44,13,46,14,36,22,54,98,37,63,-0.817730327778644,2.44551569410475,-2.80309687673355,0.0141703536897173,0.999878769570071,-4.16503964579076
"10","GB42642",1,34,9,1,5,7,15,15,27,22,49,21,-1.93359591592797,0.810010534899303,-3.26457566515408,0.00569174835155752,0.999878769570071,-4.29653452369331
"11","GB42643",0,8,10,0,4,8,14,6,21,62,19,24,-2.78212499074584,0.264829195817001,-4.1166299000766,0.00106213640314639,0.999878769570071,-4.24397525396894
"12","GB42717",193,266,253,144,220,182,172,114,168,241,110,198,0.304875745320706,4.80871460679325,2.71742059978814,0.0167606721532147,0.999878769570071,-3.79844114208067
"13","GB43691",11,19,15,7,15,5,20,17,17,37,6,25,-0.748542712701834,1.15764010221061,-2.57840538009018,0.0219717969964685,0.999878769570071,-4.35280004527518
"14","GB44192",82,317,166,93,181,92,226,334,228,342,131,174,-0.731165820509286,4.76498815316199,-2.67337880769783,0.0182661215189644,0.999878769570071,-3.83516780313402
"15","GB44404",181,239,281,116,208,196,146,134,183,219,107,172,0.299841768332806,4.75532936202118,2.54750815087817,0.0233267275328846,0.999878769570071,-3.89423334999485
"16","GB45512",70,267,165,172,121,56,129,256,279,322,173,183,-0.829500324265216,4.64809912646016,-2.56091896822091,0.0227290213071052,0.999878769570071,-3.90915772768603
"17","GB45861",126,254,373,54,843,170,436,256,601,1516,504,888,-1.44666806920993,5.7797732322743,-3.39405418420289,0.00440267248667003,0.999878769570071,-3.45808724940202
"18","GB45862",180,251,277,92,269,133,199,199,241,445,139,334,-0.398336097263763,5.02905562046929,-2.83522597911738,0.0133034794463638,0.999878769570071,-3.71357312743832
"19","GB46038",27,69,68,24,50,18,60,43,62,76,75,63,-0.676307144469141,2.90691468964599,-2.55021012219421,0.0232050991517999,0.999878769570071,-4.17206133396669
"20","GB46289",91,70,45,19,58,11,56,44,334,430,49,112,-1.61577697655172,3.35894643213106,-2.94040829870069,0.0108138451252479,0.999878769570071,-3.98781198623274
"21","GB46547",10,14,13,25,17,16,27,25,33,24,17,41,-0.897184555090601,1.67336628034814,-2.71177162449379,0.0169468021331417,0.999878769570071,-4.28029597021643
"22","GB47133",14,36,14,13,27,11,17,51,62,33,36,34,-1.004765945169,1.97515018193821,-2.67820386863722,0.0180949907905252,0.999878769570071,-4.25627966901313
"23","GB47406",62,99,67,23,36,86,17,11,24,24,41,46,1.18899992938006,2.52041078930085,3.20689222854275,0.00638158857208149,0.999878769570071,-4.05866425341464
"24","GB47669",1288,2424,3425,837,1793,681,1890,2124,2352,3218,1652,2294,-0.635924140962429,8.12352792381124,-2.6077597558581,0.0207550395907047,0.999878769570071,-4.03893216236925
"25","GB47675",36,45,62,19,52,36,56,63,92,63,43,59,-0.618140280586078,2.92581393852114,-2.81949576565148,0.013721206566928,0.999878769570071,-4.08723835285245
"26","GB47722",30,56,38,9,83,41,50,35,72,126,29,102,-0.78884710408861,2.84562991010354,-2.58025259843251,0.0218932410778433,0.999878769570071,-4.1713942832473
"27","GB48080",30,13,43,7,13,14,1,1,7,10,5,9,1.83972337069444,0.451251667321423,3.64657262792038,0.00267048426948437,0.999878769570071,-4.28207558272213
"28","GB48110",25,45,59,6,54,22,55,39,201,116,94,99,-1.57041905348726,2.953466762056,-4.0269647655839,0.00126482111025766,0.999878769570071,-3.77979446178694
"29","GB48147",186,752,1011,132,903,343,970,583,2220,2895,848,2389,-1.75880786193325,6.88692992006107,-4.32690952381897,0.000707178252473993,0.999878769570071,-3.21955432012462
"30","GB48908",85,107,108,72,96,85,51,56,72,92,52,92,0.385717014001103,3.59763439040607,2.57405680820457,0.0221578015602637,0.999878769570071,-4.05907228216495
"31","GB50188",20,22,28,16,48,33,51,39,56,65,30,55,-0.91563526233956,2.46266067815115,-3.9307456905317,0.00152662405120805,0.999878769570071,-3.90281111747797
"32","GB50198",364,383,374,170,296,350,221,153,319,304,171,257,0.41124766121773,5.36369905219694,2.7027803261319,0.0172472129709707,0.999878769570071,-3.7722805310339
"33","GB50531",50,111,85,41,102,60,96,90,121,211,67,139,-0.725811420669077,3.78192610692616,-4.60826445182812,0.000413257604622233,0.999878769570071,-3.32600618254825
"34","GB51843",202,457,311,126,387,237,252,294,993,789,443,962,-1.05384366376486,5.85936605240532,-3.95236857698095,0.00146333891149924,0.999878769570071,-3.1739905420995
"35","GB52203",11,31,42,9,42,18,34,18,98,57,50,69,-1.11786919281851,2.327489775555,-3.01068969978088,0.0094121482881158,0.999878769570071,-4.13593625434372
"36","GB52621",45,71,78,28,71,55,32,29,55,61,23,50,0.441162939782984,2.84953382826192,2.62716780397863,0.0199865909527672,0.999878769570071,-4.15519269600728
"37","GB52634",313,522,443,186,469,246,417,565,404,758,250,457,-0.446688931983489,5.91253068135209,-2.58920121675069,0.0215165062723018,0.999878769570071,-3.84696699878043
"38","GB52837",627,157,441,676,229,68,47,165,48,43,116,55,2.10626355354818,4.41278996973959,3.04377812462621,0.00881591626925174,0.999878769570071,-3.78503426878543
"39","GB53310",218,302,316,300,356,145,410,344,385,492,227,400,-0.54729646444344,5.57682870207182,-2.56565072643711,0.0225216732979625,0.999878769570071,-3.84856538310576
"40","GB53375",229,334,415,140,465,110,354,332,367,575,267,462,-0.656834124747578,5.56299280147041,-3.0229015071303,0.00918759522533993,0.999878769570071,-3.5988384406187
"41","GB53387",20,25,11,35,17,41,31,36,54,40,29,81,-1.02546048523524,2.27535994262913,-2.58088296643395,0.0218664957136645,0.999878769570071,-4.24278812389755
"42","GB53641",44,35,240,10,254,150,227,201,176,748,374,633,-2.14314718726321,4.5912331139892,-3.70865843750322,0.00236244780137422,0.999878769570071,-3.50489908936817
"43","GB53804",87,62,61,13,32,54,18,7,28,53,10,40,0.980594144166567,2.2431681963951,2.55103065416587,0.0231682841486182,0.999878769570071,-4.25603085559243
"44","GB54316",106,224,210,80,277,62,140,75,87,50,57,76,0.939370406969557,3.98761123144056,2.67003376068152,0.0183856811866716,0.999878769570071,-3.95919421176401
"45","GB54417",222,833,276,334,149,246,563,781,882,720,501,427,-1.1816304209151,6.04115928130458,-3.17085457042772,0.00685423360743362,0.999878769570071,-3.56494850767012
"46","GB54758",55,65,44,101,94,93,94,86,137,185,74,183,-0.872136600402104,3.83687367815132,-3.03732781751039,0.00892913833463067,0.999878769570071,-3.83609348301445
"47","GB54782",50,137,40,71,54,67,170,211,128,150,130,102,-1.18431814967654,3.89843275702496,-3.27886167191519,0.00553272951053124,0.999878769570071,-3.74287031220337
"48","GB54988",50,38,33,8,36,27,47,19,86,184,22,109,-1.12458740038244,2.64366149765438,-2.77442283088488,0.0149904815424892,0.999878769570071,-4.14684563795033
"49","GB55046",42,60,62,9,24,35,69,18,130,86,74,92,-1.02522200360951,2.86984183384561,-2.56031472422072,0.0227556316179739,0.999878769570071,-4.17687981571312
"50","GB55788",44,58,54,29,64,34,26,29,34,51,26,25,0.534965781543618,2.54273432906526,2.81645647016128,0.0138033844913169,0.999878769570071,-4.1457023371332
