"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40064",269,91,124,150,348,112,65,118,22,66,106,142,0.960052635449931,4.08260740716385,3.0268927412772,0.00917267248953386,0.948138008582383,-4.08524297509859
"2","GB40285",100,3,56,79,101,27,9,17,3,6,12,4,2.3665824779166,1.44392924591018,3.13019653714048,0.00748029650633244,0.948138008582383,-4.39693953790132
"3","GB40594",45,26,48,60,75,50,58,115,38,37,151,102,-0.737093700679354,3.19847340824509,-3.3711690512861,0.00464507918027156,0.948138008582383,-4.14990259495692
"4","GB41331",61,23,31,49,57,36,80,76,39,35,65,109,-0.722644207206109,2.9649414656267,-3.05342016424963,0.00870492835336936,0.948138008582383,-4.23895063273525
"5","GB41760",9492,2739,3502,3973,22181,3181,971,4042,724,999,3735,1760,1.63573625408516,8.83710470105968,3.88258669664062,0.00169719231830148,0.948138008582383,-4.02174108259558
"6","GB41761",118,98,139,189,208,134,95,150,63,71,112,124,0.436179657923319,4.19166036945494,3.50518901548222,0.00356436868072776,0.948138008582383,-3.92889837018957
"7","GB41839",16,25,31,39,40,37,36,60,28,38,78,52,-0.724222163592295,2.53116498928595,-3.13244669479479,0.00744711232349889,0.948138008582383,-4.27730663325679
"8","GB42985",855,366,808,654,751,462,212,796,326,170,384,292,0.851757295997666,6.09844461253231,3.50452187601564,0.00356906676396031,0.948138008582383,-3.8087340910417
"9","GB43171",392,217,514,387,492,349,149,415,161,183,314,285,0.578531219501904,5.51681877329246,3.45534642822609,0.00393310708357398,0.948138008582383,-3.78912077523878
"10","GB43181",11,11,7,10,10,7,14,46,8,8,14,24,-0.937995997369696,0.9400413920283,-3.03651381991721,0.00900022187649517,0.948138008582383,-4.42404764195412
"11","GB43310",1617,345,697,696,1375,502,139,624,126,145,313,590,1.41036388950211,6.08730869647328,4.07247836944454,0.00117235684828535,0.948138008582383,-3.67713519327891
"12","GB43422",632,464,597,550,1076,378,248,518,196,250,445,533,0.665916204248078,6.09494276934978,3.79036596987104,0.00203314234648888,0.948138008582383,-3.71933363309586
"13","GB43732",56,21,49,44,57,61,23,36,19,17,21,37,0.786423504064536,2.37866007029014,3.08218339745865,0.00822443385455587,0.948138008582383,-4.3029193230824
"14","GB43734",13,15,18,32,23,18,22,53,20,22,52,36,-0.838933348038516,1.94016190801758,-3.99043096166543,0.00137509443726822,0.948138008582383,-4.24637628673169
"15","GB44000",210,280,237,315,411,201,143,290,124,144,209,195,0.48769611601667,5.06470487366277,3.13626624678931,0.00739111817098134,0.948138008582383,-3.90699001293536
"16","GB44593",20,26,28,36,31,23,18,21,10,13,20,17,0.628237606661271,1.70833452514266,3.12747808176023,0.00752058297658829,0.948138008582383,-4.35869824025502
"17","GB46286",20587,5637,10125,9532,42461,6706,3311,5517,2533,4310,7165,5513,1.30002795358235,10.1441088267849,3.6549505194302,0.00265301343666767,0.948138008582383,-4.16386387974452
"18","GB46835",2,4,3,11,6,5,7,18,6,5,14,17,-1.18599982020523,0.153026754065253,-3.57441791316544,0.00310924293797756,0.948138008582383,-4.43365768566673
"19","GB47107",58,49,62,107,91,88,110,145,77,74,118,128,-0.621418839545822,3.76247024299015,-3.83104252901726,0.00187733378007058,0.948138008582383,-3.95517176794086
"20","GB47165",509,453,346,676,865,284,441,358,138,29,159,177,1.42021791740172,5.43450016682263,3.4159380930535,0.00425164337596797,0.948138008582383,-3.84799513097876
"21","GB47375",3,10,10,11,6,8,12,13,17,14,30,19,-1.18998407949574,0.841316830914283,-3.05124925895633,0.008742302661377,0.948138008582383,-4.43052547968382
"22","GB47723",27225,5381,19907,11359,30532,13502,4124,11693,2646,5721,13801,9396,1.09027925230565,10.6178510627565,3.00499338799614,0.00957748338823097,0.948138008582383,-4.28918252002102
"23","GB48068",244,219,110,303,115,77,351,366,155,158,316,460,-0.948382152406675,5.01504800227442,-3.14083832803943,0.00732464213656084,0.948138008582383,-3.91916442940374
"24","GB48079",21291,6140,8577,10805,35469,10410,2488,8189,2264,3693,12384,10342,1.18251565221012,10.3072590835775,3.0029185783228,0.00961674021085428,0.948138008582383,-4.27378448428094
"25","GB48382",639,307,564,654,667,669,277,634,182,215,378,518,0.650797665030015,6.05929614149431,3.79900029310815,0.00199900553694722,0.948138008582383,-3.71297963240779
"26","GB48738",70,5,40,42,62,45,14,15,2,7,10,13,1.83257454624848,1.46668368194531,3.36613090366651,0.00469158249724418,0.948138008582383,-4.36769512561044
"27","GB48950",169,141,212,211,201,122,76,148,76,94,112,175,0.5759012810322,4.39562938558704,3.62815370645314,0.00279677313993586,0.948138008582383,-3.85862547543943
"28","GB49003",7,5,3,9,8,4,10,13,11,11,13,10,-0.989596177170935,0.384227223492508,-3.16443572008287,0.00699088546572005,0.948138008582383,-4.44692151010996
"29","GB49433",314,153,295,329,371,187,197,272,127,125,177,218,0.447610699785642,5.06110071485499,3.06913688668988,0.00843902994145202,0.948138008582383,-3.92833974442244
"30","GB49440",148,54,297,222,169,185,48,198,37,58,82,63,1.07365523885157,4.0178855372736,3.29676045270112,0.00538141935728132,0.948138008582383,-4.03189941969372
"31","GB49688",7067,5326,6263,8021,5623,7025,2784,6122,2275,3125,5371,5566,0.623326112819084,9.59940127312168,3.39993371901525,0.00438829474874716,0.948138008582383,-4.16241605432741
"32","GB49845",956,409,543,655,1082,678,275,566,209,303,598,640,0.679537298179195,6.32124564411441,3.28092022136028,0.00555267326845137,0.948138008582383,-3.89119146903456
"33","GB49848",14932,5143,7691,6250,25636,4935,1721,5333,1496,3714,3792,4258,1.39676261945467,9.64169249167189,3.88464759506155,0.001690366995997,0.948138008582383,-4.09160914851994
"34","GB51110",20,21,24,18,19,45,28,59,41,28,59,42,-0.954654587939852,2.26926859816894,-3.18681400360257,0.00668836861861232,0.948138008582383,-4.29956969347024
"35","GB52040",9,14,9,22,15,9,15,36,15,17,40,50,-1.17068516863672,1.4886312543235,-4.14118193978859,0.00102622663704165,0.948138008582383,-4.29048537393806
"36","GB52115",3160,1214,2307,2993,3825,2313,1574,2924,844,1061,1824,1913,0.55352218545763,8.2419240821844,3.04431035470678,0.00886283186337321,0.948138008582383,-4.13265299391871
"37","GB52702",600,339,602,594,738,403,318,608,198,228,472,348,0.532247659075158,6.01876766370632,4.14912190626067,0.00101058579185731,0.948138008582383,-3.60998680030213
"38","GB52923",1064,665,585,803,1507,581,519,836,290,346,467,673,0.616605650527449,6.60186475124956,3.18035525232253,0.00677431634452425,0.948138008582383,-3.94862889330976
"39","GB53047",4928,2166,2736,2385,9234,1681,1109,2235,673,1212,2230,2397,0.992123843689543,8.3913893876239,3.19403204581443,0.0065936016353927,0.948138008582383,-4.1118039321208
"40","GB53072",198,190,220,207,260,102,65,177,88,80,120,154,0.708111757973775,4.45591982116212,3.59467873295341,0.00298748394437062,0.948138008582383,-3.86022692763294
"41","GB53104",1569,894,1704,1270,1879,978,452,1686,460,759,664,850,0.745091013545852,7.24449575820756,3.25395943113876,0.00585677585750697,0.948138008582383,-3.9957784830273
