"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40148",2457,2838,1303,1777,1151,1347,512,395,2175,1706,403,627,1.5980281747135,7.45300505933923,4.26321322208819,0.000797878582459555,0.97752210072063,-3.80510618786297
"2","GB40411",40,69,41,39,70,19,85,105,92,141,103,98,-0.855627722176074,3.35694128648018,-3.354579162918,0.00475548775981097,0.97752210072063,-4.13849738157726
"3","GB40673",9765,8149,5764,7274,6159,8554,3050,4746,7263,7472,9417,5683,0.747103757022574,9.99698725987335,3.23866940680741,0.00598527676385322,0.97752210072063,-4.22574563762589
"4","GB41202",67,104,17,25,54,35,73,106,119,106,117,111,-0.824297067176107,3.36178251662965,-3.21529082389163,0.00626943211476766,0.97752210072063,-4.16446493261689
"5","GB41413",9458,8921,3101,3432,9585,3452,8830,9266,15094,17082,13421,12720,-0.794165452985052,10.3183088270244,-3.46657063193052,0.00380822938749252,0.97752210072063,-4.21229212270837
"6","GB41912",139,231,72,71,418,134,199,317,352,837,365,505,-0.970694561431457,5.19225784564314,-3.30477300280001,0.00524949382408129,0.97752210072063,-3.88506792890501
"7","GB41989",73,73,38,39,74,48,27,36,43,59,86,41,0.663935760677346,2.95815057993425,3.30204132180006,0.00527802746723867,0.97752210072063,-4.19956583129139
"8","GB42410",5212,3535,1418,2820,540,2518,371,173,3381,569,70,976,2.68154968790978,7.24650681037235,3.26960924774524,0.0056288791491944,0.97752210072063,-4.01079358393113
"9","GB42580",154,106,76,82,265,97,194,232,272,357,209,275,-0.683793866027409,4.72777679513971,-3.38376589300383,0.00448792515399664,0.97752210072063,-3.88969994592617
"10","GB42637",288,96,121,195,80,302,61,34,156,42,37,132,1.64396308764574,3.95764553914245,3.18958576676484,0.00659740585520324,0.97752210072063,-4.0767196778003
"11","GB43006",925,1815,668,554,1219,494,1292,1977,2392,2255,2025,2499,-0.894575124814486,7.65771670683152,-3.77528544125299,0.00206845349506919,0.97752210072063,-3.93054889303677
"12","GB43112",34989,24735,13804,16417,10975,14649,5520,14062,21085,13604,8709,8915,1.08465197658931,11.0676561499167,3.10042709225371,0.00787297162923973,0.97752210072063,-4.30373115259959
"13","GB43285",702,433,421,1095,301,854,320,196,330,471,287,389,1.27350169533578,6.04693671868868,3.70438452495329,0.00237882953315842,0.97752210072063,-3.74571890301597
"14","GB43715",251,241,142,129,208,118,264,246,535,659,279,405,-0.71013581283381,5.28813079622909,-3.79542536377719,0.00198801987600095,0.97752210072063,-3.71220144241524
