"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40977",539,607,660,801,244,475,285,141,533,262,436,269,0.738580680747348,5.91624069838516,3.62201797851463,0.0028270190756388,0.716712670433767,-1.66775971538962
"2","GB41065",1105,1429,876,2662,391,671,400,192,456,380,906,351,1.19474457186445,6.60520063914111,3.85893805833803,0.00177480758057985,0.716712670433767,-1.41649746896817
"3","GB41222",229,93,169,173,66,172,40,27,125,54,90,65,1.10328066671792,3.80861000145103,3.70833030206697,0.00238517363554942,0.716712670433767,-1.81649862582717
"4","GB41867",1817,1771,1761,1648,785,1200,845,534,1288,643,802,1082,0.716469759122189,7.39171658707681,4.3495263544131,0.000685805789109792,0.716712670433767,-0.93249780161823
"5","GB42075",533,533,492,638,295,487,211,112,389,304,408,262,0.841076798891257,5.76767697191549,3.60229797218438,0.00293908822650508,0.716712670433767,-1.69163599786102
"6","GB42326",444,683,828,767,354,421,500,1078,968,548,1223,1350,-0.75248360383595,6.74895984242997,-3.83050851437641,0.00187644827154252,0.716712670433767,-1.46470577175164
"7","GB42409",207,105,420,128,54,122,33,19,13,71,60,44,2.06304886425449,3.42462690517874,4.18851106216854,0.000934788975090402,0.716712670433767,-1.47137919753079
"8","GB42558",628,186,252,297,243,589,95,34,135,131,159,77,1.74435904919983,4.76313090979529,4.03323156606373,0.00126306131698891,0.716712670433767,-1.22944315122953
"9","GB42653",224,362,454,506,188,310,450,280,570,367,489,692,-0.587224897074164,5.8789827870479,-3.7453866465684,0.00221759355623361,0.716712670433767,-1.48781231513002
"10","GB42985",855,808,654,796,326,462,212,366,751,170,384,292,0.860140927058962,6.09844461253231,3.58238716115755,0.00305679873325253,0.716712670433767,-1.7362640907812
"11","GB43551",388,453,584,613,252,448,297,238,369,197,414,340,0.471221093045827,5.80287353734004,4.34024584067712,0.000698109760357,0.716712670433767,-0.676141612366994
"12","GB43831",275,329,330,406,152,228,153,124,258,145,272,209,0.484222569411308,5.11720740218061,4.08642109827707,0.0011390643417899,0.716712670433767,-1.02319264596913
"13","GB44040",6,7,11,8,4,3,16,16,16,11,9,18,-1.1800129929095,0.574996721269479,-3.7697614923826,0.00211392332184959,0.716712670433767,-2.96774186628996
"14","GB45458",135,179,152,243,79,144,95,59,126,68,144,92,0.581340420461766,4.17400174391517,3.67165918552719,0.00256365652259583,0.716712670433767,-1.74017166738383
"15","GB45674",7,6,10,7,3,8,12,13,17,6,23,19,-1.16044127175009,0.621667835040077,-4.3191567730028,0.000726920086021574,0.716712670433767,-2.6464814525104
"16","GB45701",717,1198,1712,1427,518,1488,518,414,431,474,806,637,0.929130635595401,6.86764819851098,4.10095804644518,0.00110739230380846,0.716712670433767,-1.13625836606678
"17","GB47495",404,287,392,326,129,221,179,123,221,138,173,220,0.612680344072514,5.06313439045403,3.70387040154273,0.00240619007396522,0.716712670433767,-1.55579287462434
"18","GB48056",13,19,14,19,11,11,19,36,39,21,24,32,-1.01897483499132,1.63861226769722,-4.02333482918341,0.00128761362879911,0.716712670433767,-2.35555214007542
"19","GB48497",1077,1046,1026,974,400,636,464,389,729,356,584,489,0.651077730342966,6.59720846702684,4.40025681817083,0.000622379667987289,0.716712670433767,-0.708618174121452
"20","GB48812",534,383,450,460,173,299,233,188,311,162,295,274,0.528380089468781,5.49364453275568,3.72003647827076,0.00233089117892158,0.716712670433767,-1.51456152972175
"21","GB49356",197,237,300,328,94,285,125,54,159,83,229,142,0.802663203147694,4.65468885931706,3.66866056904327,0.00257883641466499,0.716712670433767,-1.65924478390695
"22","GB49441",1175,1642,1808,795,238,1092,299,310,205,286,294,376,1.59234234370354,6.33561444763877,4.57666205555363,0.000445080199820651,0.716712670433767,-0.486808332607086
"23","GB49442",165,163,136,100,38,180,48,52,38,30,63,64,1.22154122656548,3.52767326998038,3.70112747617654,0.00241920869478272,0.716712670433767,-1.9126743684353
"24","GB49686",31,32,36,47,17,34,14,14,26,12,22,28,0.666839922958288,1.91665146250183,3.58986862583803,0.00301202063663217,0.716712670433767,-2.57550219238002
"25","GB49726",316,372,526,610,184,202,529,438,610,379,492,558,-0.66123221758774,5.96973899114686,-4.35245233861817,0.000681972956453321,0.716712670433767,-0.675463553385952
"26","GB51218",216,216,108,220,44,330,44,21,46,65,95,66,1.57785436119241,3.80036367410437,3.63518302761472,0.00275461618442184,0.716712670433767,-1.92967728209851
"27","GB51249",44,121,96,163,38,62,27,8,34,30,68,32,1.36559707876977,2.84978377460603,3.9204606797235,0.00157360230055508,0.716712670433767,-1.93515513595388
"28","GB51580",563,860,1302,1411,424,629,493,234,510,275,795,422,0.816359743096137,6.46631830745778,4.04608514613349,0.00123188578515315,0.716712670433767,-1.14371204480209
"29","GB51650",61,68,133,176,34,81,31,15,49,15,84,45,1.17696559779693,3.00299359771449,3.98429238863163,0.0013893232757403,0.716712670433767,-1.80072641862176
"30","GB52202",9,5,11,4,2,7,13,19,17,9,12,19,-1.36106707754861,0.547218655633274,-3.94441874100676,0.00150167905971085,0.716712670433767,-2.88197798445073
"31","GB52353",95,107,143,154,51,86,151,112,139,86,192,209,-0.570130116678314,4.19904554982789,-3.92722614863011,0.00155294334245421,0.716712670433767,-1.40053331192783
"32","GB52527",76,105,100,116,50,47,35,31,93,35,48,44,0.72271727237914,3.18427560677818,3.59193155217229,0.00299979053532208,0.716712670433767,-2.12984905568321
"33","GB52973",291,358,507,604,175,314,517,348,684,503,688,657,-0.753502440257362,6.07381935864286,-5.21083714001624,0.000137492556881142,0.716712670433767,0.35751473215344
"34","GB53137",12,10,24,12,5,5,3,5,4,2,6,4,1.21777138660982,0.036067305649829,3.66198781363755,0.00261294326834899,0.716712670433767,-3.19241896728351
"35","GB53143",298,450,580,567,192,281,185,145,365,123,328,294,0.626984531943793,5.45221869687297,4.17955357014476,0.000951104976840717,0.716712670433767,-0.886867202965059
"36","GB53427",378,534,698,916,116,351,154,166,148,172,194,230,1.17421390186272,5.38116106730932,4.43522174847387,0.000582204781390465,0.716712670433767,-0.58494772269514
"37","GB53516",475,841,1026,710,345,362,325,159,277,238,148,254,1.28990973459519,5.79123883227953,4.95442691847523,0.000219736740037057,0.716712670433767,0.0480795809190102
"38","GB53775",38,20,74,51,21,30,22,7,15,13,26,10,1.22855479824406,1.80877295787715,3.67514709743567,0.00254611344295454,0.716712670433767,-2.56736637179236
"39","GB53830",3352,5663,4796,7169,1711,2161,1819,1835,2182,1205,2453,2212,0.838893981262924,8.66612824753688,4.43063404785912,0.00058732017216659,0.716712670433767,-1.11541990570215
"40","GB53938",126,113,176,186,84,131,76,65,109,66,132,96,0.492426772586584,4.05077358621743,3.63758971867282,0.00274158442897437,0.716712670433767,-1.81159410562304
