"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40007",134,193,139,245,88,237,24,53,129,108,177,76,1.16947516526707,4.12871181111252,3.2308668352817,0.00612281608082142,0.900931849867378,-4.01919524447907
"2","GB40020",72,37,78,68,45,114,81,143,153,57,111,107,-0.571645461884876,3.6590743495718,-3.26325180785302,0.00574279831097539,0.900931849867378,-4.0900576071612
"3","GB40159",242,250,314,270,165,194,131,224,215,122,225,120,0.588610080349138,4.9249140401543,3.47362668140552,0.00378796959356539,0.900931849867378,-3.80156805042656
"4","GB40336",1873,1031,1780,1932,537,1458,535,1019,1079,449,1356,566,0.871090170975383,7.27210649722033,4.28186439317547,0.000780533859113724,0.900931849867378,-3.75821815753216
"5","GB40703",287,226,362,344,220,275,174,300,311,158,227,161,0.495362651162349,5.23638095041245,3.87801644237624,0.00170912728781466,0.900931849867378,-3.64791002636483
"6","GB40745",121,66,88,125,112,166,188,193,230,120,179,171,-0.612540676995796,4.41905263124744,-3.21667802030858,0.00629712390114992,0.900931849867378,-3.96221611684388
"7","GB41063",230,143,266,277,158,426,303,427,488,226,436,336,-0.514380088516456,5.47733523219289,-3.50358001897993,0.00357028466553599,0.900931849867378,-3.76018818067739
"8","GB41472",156,109,191,227,117,218,213,293,341,147,234,198,-0.389001897414121,4.89799977016754,-3.51849107551375,0.00346666154058075,0.900931849867378,-3.79129115392463
"9","GB41583",116,109,106,151,56,120,167,222,196,98,210,101,-0.479094097111846,4.3124378339364,-3.11036363409805,0.00777041833582649,0.900931849867378,-4.00733287421229
"10","GB41863",132,95,196,267,116,236,266,286,348,188,324,164,-0.533608654757741,4.96474816324055,-3.15535682192692,0.00710912551845968,0.900931849867378,-3.90349169553922
"11","GB41917",804,517,1147,1031,510,803,310,689,957,340,736,464,0.621884876321357,6.62373869710833,3.69558329059512,0.00244493695618483,0.900931849867378,-3.79852634574799
"12","GB42319",279,237,227,375,160,229,198,216,214,117,181,174,0.543981495371839,5.01027820223413,3.44935970779525,0.00397409087240612,0.900931849867378,-3.79803437328358
