"","x"
"GB42600",0.000115272949492142
"GB42604",0.00586286395849729
"GB42629",0.0118928479954443
"GB42631",0.00888435304066364
"GB42655",0.0010539775291158
"GB42661",0.00269380918264082
"GB42669",0.0209829865858433
"GB42673",0.0299708497390612
"GB42698",0.00015468772435594
"GB42703",0.0173741866159355
"GB42717",5.47901360190295e-06
"GB42719",0.00466134150647708
"GB42721",2.20412266384932e-06
"GB42726",0.0199784664556923
"GB42742",0.0148537712443984
"GB42748",0.00152993557546126
"GB42755",0.00938442836599351
"GB42764",0.0256656110177883
"GB42779",0.0398526381355917
"GB42780",0.0013858248143425
"GB42784",0.0413527669979351
"GB42787",0.045463828811891
"GB42792",0.0102382656828618
"GB42793",0.0199784664556923
"GB42802",0.0101109788471799
"GB42830",0.0460883577577132
"GB42836",0.00526047022631171
"GB42850",0.00415573562196881
"GB42854",0.0244713283333628
"GB42859",0.0155402991989864
"GB42860",0.0232607995297099
"GB42861",0.0181843317460428
"GB42865",0.000426805973558134
"GB42877",0.012020876656991
"GB42878",1.83577827332742e-05
"GB42879",0.00238363832456281
"GB42880",0.0092926309796697
"GB42884",0.00559373354110916
"GB42888",0.0191955614078917
"GB42891",0.00167291564492152
"GB42892",0.0377231791934046
"GB42895",0.00425117020166897
"GB42904",0.00105950104853259
"GB42908",0.0232088286187491
"GB42921",0.0298804885464305
"GB42922",0.000324573177648164
"GB42930",0.0216319979885704
"GB42940",0.0287200628552689
"GB42942",0.0450572199448962
"GB43006",0.00853112387177044
"GB43015",3.66247425700757e-05
"GB43035",5.82905806859007e-05
"GB43053",2.82903186263531e-06
"GB43054",0.00587943856577149
"GB43074",0.0120483496392571
"GB43084",0.00289133730485202
"GB43088",0.0015299775790134
"GB43095",8.06475352345168e-06
"GB43099",0.00507730373829436
"GB43112",0.0024303324766942
"GB43113",0.00729199600384298
"GB43115",2.16359052228674e-05
"GB43123",0.0394698857226155
"GB43138",0.0379371434907952
"GB43143",3.3689946590883e-05
"GB43145",0.00680206051196335
"GB43154",0.0473477410540045
"GB43163",0.00639937343681859
"GB43176",0.0103221181575826
"GB43179",0.00119856802500827
"GB43182",0.0101109788471799
"GB43191",0.0144933532907595
"GB43198",0.000932154757226726
"GB43208",0.00655256260440488
"GB43222",0.00393566724207675
"GB43230",0.0239979408904158
"GB43231",0.00272227491333581
"GB43237",2.82865656730205e-07
"GB43238",0.00653165562209016
"GB43261",0.0279097002966317
"GB43266",0.00226338253033536
"GB43285",0.0378377641369306
"GB43287",0.0348841786116057
"GB43302",0.00283412689862416
"GB43303",0.00514472084307312
"GB43305",0.0436083741442611
"GB43338",0.0275863672529667
"GB43375",0.0264677623865146
"GB43378",0.0460446404339207
"GB43403",0.00630215663904477
"GB43407",0.00391955854979668
"GB43439",0.0388686878560802
"GB43448",0.00698185642284045
"GB43456",0.00130897565221913
"GB43466",0.00108223827085003
"GB43497",0.0183608751386911
"GB43499",0.0202903873951059
"GB43507",0.00603413932222485
"GB43516",0.0348841786116057
"GB43537",0.0310553752718966
"GB43543",0.000735781670270029
"GB43560",0.0480146093034238
"GB43561",0.0340610698008878
"GB43575",0.00598298495899325
"GB43576",0.00440177137245137
"GB43579",0.00180386819815862
"GB43612",0.00300442571424628
"GB43617",0.0242778720291131
"GB43618",0.00253764925185836
"GB43632",0.0171786348259895
"GB43639",0.0460534609438196
"GB43641",0.0463427222637601
"GB43643",1.49173296315108e-06
"GB43660",0.029647065151458
"GB43689",0.00559012697645258
"GB43702",0.00350805860992502
"GB43709",0.0111597988238613
"GB43712",9.64229710637417e-10
"GB43713",0.0337620114026075
"GB43742",0.0326071660916263
"GB43786",0.00531636123628711
"GB43789",0.0162583964113157
"GB43798",0.000609867513415489
"GB43802",0.0486952278781525
"GB43841",0.00255129090095738
"GB43855",0.0155402991989864
"GB43861",0.000846778155866925
"GB43870",7.59564187167181e-05
"GB43875",0.0106024273066177
"GB43876",0.0326071660916263
"GB43900",0.0367426222761423
"GB43903",0.0283703982409928
"GB43911",0.0276299847593587
"GB43914",0.000470038160406941
"GB43922",0.00430421134540869
"GB43953",0.00337988861746161
"GB43954",0.00144751517818571
"GB43962",0.0070473023497779
"GB43963",0.0310828357754272
"GB43964",0.013198131130638
"GB43980",0.0384447076447333
"GB44011",0.00188665061513928
"GB44016",0.0329540114267347
"GB44020",0.0159624260619798
"GB44021",0.00143602250054645
"GB44051",0.0191810130260883
"GB44064",0.0033993439242669
"GB44068",0.00651216274380737
"GB44069",0.0253509228751089
"GB44084",0.000223800779530106
"GB44090",0.0321743923572345
"GB44091",1.23675523202405e-05
"GB44093",0.0324268373340977
"GB44096",0.00261692024738839
"GB44102",0.000932154757226726
"GB44103",0.000847402499115656
"GB44108",0.0157038942901854
"GB44117",3.66752247899816e-05
"GB44118",2.63007959181957e-06
"GB44119",0.0351615277144134
"GB44127",0.0150990208814742
"GB44129",0.0140795233832694
"GB44139",0.00673883986005191
"GB44146",1.30968030770898e-06
"GB44147",0.0197334436413184
"GB44155",1.05347833956088e-06
"GB44164",0.00912017240331736
"GB44173",4.8441083563353e-05
"GB44174",0.0351603988553763
"GB44181",0.0254951452787518
"GB44187",0.000847402499115656
"GB44188",0.00426454032557728
"GB44189",0.00361084449666506
"GB44197",0.0213760923531709
"GB44198",0.000481567521252892
"GB44213",0.0255902032875465
"GB44214",3.51926532397844e-05
"GB44229",0.0136358678963478
"GB44237",0.00581400517553979
"GB44252",0.0494713132931318
"GB44254",0.00536728389090705
"GB44276",0.0162308454887492
"GB44287",0.0304472540752185
"GB44288",0.0305378666555298
"GB44291",0.000399805808099191
"GB44318",0.0134148422843019
"GB44336",0.00717384356442243
"GB44338",0.00138770725072937
"GB44339",0.000159552260794174
"GB44349",0.00350805860992502
"GB44374",0.00366712030844135
"GB44397",0.0136860787977201
"GB44400",0.0113822000707392
"GB44401",1.61598456530541e-05
"GB44404",0.00124277777487658
"GB44411",0.020141831175348
"GB44413",0.0414653393571749
"GB44415",0.0387141478507716
"GB44430",0.00231415169465508
"GB44443",0.00171098382781909
"GB44469",0.000800682678187609
"GB44492",0.0329625913191194
"GB44493",0.000324573177648164
"GB44502",0.000384927396855672
"GB44506",0.0180616053528697
"GB44514",0.000426805973558134
"GB44518",0.0288524193927083
"GB44519",0.00737444073840134
"GB44521",0.013461134403522
"GB44524",0.00361084449666506
"GB44532",0.000105038755921845
"GB44536",0.0235149974305702
"GB44540",0.00895766147383626
"GB44544",0.000113590611714809
"GB44560",0.0405608404941419
"GB44567",0.0264677623865146
"GB44571",0.0311059496266284
"GB44572",0.0206996266956211
"GB44574",9.30763469117549e-05
"GB44584",0.00375998885994518
"GB44588",2.77954148120721e-05
"GB44589",0.000518128170995005
"GB44598",0.0216319979885704
"GB44599",0.0336592007879996
"GB44609",0.0192783955611972
"GB44613",0.00104835228817338
"GB44614",0.0480149892383942
"GB44629",0.0425158425875957
"GB44630",0.00165834847667595
"GB44643",0.0380909542256901
"GB44644",0.0184522621976615
"GB44647",0.0447573825290054
"GB44652",0.0412076618327451
"GB44656",0.0355431057502806
"GB44661",0.00958631238549316
"GB44673",4.78443503102232e-05
"GB44677",0.0331961271299184
"GB44678",0.0430076562944816
"GB44679",0.00324181791074945
"GB44694",0.000139226220696605
"GB44699",0.00428085702139472
"GB44703",0.0234311222816776
"GB44709",0.00689674843203414
"GB44710",0.000990107173539363
"GB44718",0.00594376574475255
"GB44724",0.0310828357754272
"GB44725",0.0159594662987897
"GB44756",0.00104702939558637
"GB44765",7.94618374797547e-06
"GB44781",0.000818497772412826
"GB44796",0.000914130946342872
"GB44798",0.00821929298231068
"GB44803",0.00028193376730101
"GB44826",9.69442086440838e-07
"GB44836",0.00853112387177044
"GB44839",0.0021858486827469
"GB44842",0.0239241721905592
"GB44860",0.00194871182121812
"GB44869",0.00744682645160167
"GB44870",0.00376504044292055
"GB44877",0.0404759460058123
"GB44890",0.0168904322323998
"GB44899",0.0277537922044627
"GB44901",0.0231078379937401
"GB44903",0.0342797685508465
"GB44907",0.0213760923531709
"GB44911",0.0150627508406086
"GB44912",0.031954359657138
"GB44925",0.00550238431548841
"GB44926",0.0367426222761423
"GB44935",0.0245218669454912
"GB44937",0.0301654904191477
"GB44941",0.00511197280840889
"GB44959",0.0349574684474716
"GB44962",0.000684486276200246
"GB44964",0.0206996266956211
"GB44970",0.0223971285429018
"GB44972",0.0457807218934502
"GB44991",3.09008461672081e-07
"GB44996",0.000835249190830149
"GB45009",0.000343604352106192
"GB45017",0.0441432330254974
"GB45024",0.029900973304886
"GB45028",0.00549741013556504
"GB45029",0.005654522034233
"GB45030",0.00592052121639309
"GB45041",0.00184455504477175
"GB45057",0.00086048869830324
"GB45062",0.00141820298136453
"GB45073",0.000439511292243247
"GB45077",0.0264433424118848
"GB45085",0.00686225984826524
"GB45092",0.005654522034233
"GB45114",0.00109242910947667
"GB45119",0.00728879480951828
"GB45125",5.08919518496423e-05
"GB45133",0.0205805068630655
"GB45140",0.0218356178533962
"GB45141",4.66299640212849e-05
"GB45142",7.28081052347185e-05
"GB45146",0.0188494011998831
"GB45149",0.0271047940028542
"GB45151",2.62561175281901e-06
"GB45152",1.99376243903383e-06
"GB45153",0.0168904322323998
"GB45154",0.00899974205532297
"GB45171",0.0147214360039536
"GB45183",0.00105015401496104
"GB45200",0.0450572199448962
"GB45217",0.00138770725072937
"GB45249",0.0455930164296673
"GB45253",0.0154035124492505
"GB45275",0.0388674685474779
"GB45279",0.000250817359987317
"GB45281",3.28402161079187e-06
"GB45285",8.7716990855212e-05
"GB45287",0.000604457468955546
"GB45295",0.00212159678618444
"GB45296",0.0225176344748149
"GB45306",0.0228761312681487
"GB45307",0.015689849361442
"GB45312",1.52040551068065e-06
"GB45314",0.0157768888953506
"GB45335",0.00226883489187153
"GB45336",0.00341373307697618
"GB45342",0.043259991352313
"GB45348",0.0326923589163827
"GB45356",7.2095245669276e-05
"GB45362",0.000545570788685693
"GB45373",9.95685339492412e-07
"GB45388",0.014183996660933
"GB45408",0.0065778485042684
"GB45414",0.0107210139929098
"GB45420",0.0198268120467544
"GB45426",0.0204214970929301
"GB45443",2.08788288838752e-07
"GB45445",0.0227855250692863
"GB45449",0.000795064506353947
"GB45452",0.000474579263858766
"GB45491",0.0123069127222412
"GB45503",0.0126153114525016
"GB45504",0.0242498615158446
"GB45518",0.00509019886485354
"GB45535",0.00820993634665246
"GB45546",0.0033993439242669
"GB45554",2.9095891134627e-05
"GB45560",0.0354441643572767
"GB45561",0.0201299656036879
"GB45564",0.00394246372253363
"GB45567",2.71485182994691e-05
"GB45597",0.00663096144763178
"GB45617",0.0015222764238544
"GB45624",0.0235104727392497
"GB45628",0.031996391185983
"GB45634",0.0281414599635495
"GB45639",0.0236357613578176
"GB45640",0.000438387513535832
"GB45642",0.000879292299925952
"GB45644",0.000403188376611016
"GB45645",0.000564499612336092
"GB45648",0.0170592713262795
"GB45651",0.0268520676967937
"GB45653",0.0265032744445171
"GB45676",0.000835249190830149
"GB45680",0.00775172225045731
"GB45695",0.0165901469877461
"GB45697",0.000268257529878232
"GB45708",0.000511776763069173
"GB45713",0.00057238738763381
"GB45732",3.09008461672081e-07
"GB45733",0.010250594651057
"GB45743",0.0202903873951059
"GB45777",0.0146529973781367
"GB45813",0.00486753303351842
"GB45823",0.00549741013556504
"GB45831",0.00334208710143897
"GB45841",0.00811995751343517
"GB45846",0.00355979462361979
"GB45860",0.0322882274391556
"GB45870",0.0244629290429093
"GB45905",0.037992762360374
"GB45927",0.000428024094305533
"GB45937",4.55857463100651e-06
"GB45943",1.18445966869882e-08
"GB45946",0.00184988557558923
"GB45947",0.0313916380254243
"GB45967",0.0100910130479321
"GB45968",1.49173296315108e-06
"GB45970",0.0130603605313844
"GB45977",0.0104695550352598
"GB46014",0.014183996660933
"GB46025",0.00762487352054644
"GB46038",0.0225647560963516
"GB46041",0.0140795233832694
"GB46043",6.55416506197415e-06
"GB46051",0.0334394624595974
"GB46059",0.0264677623865146
"GB46066",0.00966400799510082
"GB46068",0.0107430368734946
"GB46091",0.0421752400496492
"GB46118",4.67001788995414e-06
"GB46121",0.036731184381538
"GB46129",0.00592052121639309
"GB46130",0.0216111732569169
"GB46141",0.00136409509614965
"GB46143",0.0173412883523367
"GB46144",0.000341938581089684
"GB46156",0.00301579742254903
"GB46178",0.0307471648369934
"GB46182",0.00417141647407434
"GB46194",0.020141831175348
"GB46196",0.0402685585527256
"GB46202",0.00537217879121501
"GB46206",0.00549741013556504
"GB46215",0.000768508136235058
"GB46240",0.00236121220656183
"GB46272",0.000542362363026272
"GB46285",0.0430228866521469
"GB46287",0.0430228866521469
"GB46304",0.049037093352592
"GB46306",0.00303102287749699
"GB46308",0.012020876656991
"GB46314",0.0194102994308393
"GB46330",0.00207507668355058
"GB46332",0.000215743035508631
"GB46362",0.000846778155866925
"GB46376",0.0383006442916568
"GB46388",0.000518128170995005
"GB46394",0.00764789848800309
"GB46431",0.00251700612437279
"GB46436",0.0163904869974241
"GB46439",0.00659566235207143
"GB46460",0.00737444073840134
"GB46476",0.00841021144492138
"GB46477",2.87524771346283e-05
"GB46479",7.91847898181835e-05
"GB46481",0.0055571328772571
"GB46501",0.0154967496744856
"GB46520",0.0232252993349639
"GB46542",0.014183996660933
"GB46564",2.39748225626494e-06
"GB46570",0.0410073585926297
"GB46576",0.0192009240350755
"GB46581",1.11006317778516e-07
"GB46582",0.00704560314819497
"GB46602",0.0307390663803281
"GB46619",0.0105871182583698
"GB46621",0.00894746022518078
"GB46630",2.72292451031732e-06
"GB46639",0.000524401479961452
"GB46646",0.00419197585930335
"GB46647",0.00753881435688162
"GB46654",0.000892135423613204
"GB46681",0.0234735888964556
"GB46687",0.00444722090177535
"GB46688",0.002795744645492
"GB46691",0.00549741013556504
"GB46694",0.00198208049127663
"GB46696",0.0162583964113157
"GB46701",0.0412544616603967
"GB46702",5.82905806859007e-05
"GB46705",8.59642645132269e-06
"GB46707",0.000111750991942498
"GB46713",0.010744912644037
"GB46720",0.00370269646309408
"GB46721",0.0197334436413184
"GB46724",0.0207270777717337
"GB46725",0.0020149181201861
"GB46728",0.0480146093034238
"GB46736",0.011450138415867
"GB46739",0.00430421134540869
"GB46741",0.00420646022161045
"GB46743",0.0482161679014711
"GB46745",0.0286025553972068
"GB46748",0.00539016955569992
"GB46760",0.0195297964089338
"GB46764",0.0388686878560802
"GB46785",0.000604457468955546
"GB46795",0.0216191126417531
"GB46801",0.00239199857396556
"GB46847",0.0353972449154676
"GB46881",0.0124151388485308
"GB46887",0.0164424995205878
"GB46889",0.0280598501117316
"GB46909",0.000637650044760581
"GB46911",0.00247408933821196
"GB46915",0.0162583964113157
"GB46916",0.00278904138859389
"GB46917",0.00108223827085003
"GB46956",0.00272379858197729
"GB46970",0.0355431057502806
"GB46983",0.00428779305128889
"GB47009",0.00248746391179925
"GB47037",0.000161247899459017
"GB47039",0.00169171614017646
"GB47047",0.00507297080189293
"GB47049",8.05956882630019e-06
"GB47052",0.0475136027388192
"GB47057",0.000612233294885203
"GB47058",0.0241453221948461
"GB47059",0.027413102651675
"GB47062",0.0101291054429486
"GB47076",0.021274962710741
"GB47081",0.0228252144688304
"GB47082",0.0011645067807677
"GB47083",0.00471740114993356
"GB47086",6.2178046484633e-05
"GB47093",0.041178478193152
"GB47097",0.0188332864823993
"GB47102",0.0310657259041352
"GB47105",0.0435343068467901
"GB47118",0.00206324361527582
"GB47134",0.0024352264325794
"GB47146",0.00880603848590126
"GB47160",0.0367426222761423
"GB47189",0.00226883489187153
"GB47191",0.00841021144492138
"GB47192",0.00147460015737695
"GB47195",0.0255991599003983
"GB47224",0.00198535376612579
"GB47227",0.0451146268277381
"GB47274",5.65539436343647e-05
"GB47300",0.0106710644478557
"GB47302",0.0384573788589095
"GB47306",0.00406717610708004
"GB47311",6.7141395434666e-07
"GB47315",0.0015299775790134
"GB47319",0.0206996266956211
"GB47320",0.0109488746405209
"GB47324",0.000567743101564019
"GB47341",0.0147214360039536
"GB47347",0.0202903873951059
"GB47351",0.000341938581089684
"GB47352",0.000481567521252892
"GB47372",1.90200014553157e-06
"GB47380",0.0219559600477934
"GB47382",0.0176707607657297
"GB47387",3.22546003941381e-05
"GB47390",0.0029235055216806
"GB47417",0.0236121844504246
"GB47443",0.00158566747447126
"GB47454",0.021028585787778
"GB47458",0.000609867513415489
"GB47469",0.00220514079473774
"GB47470",0.000404782107822642
"GB47474",0.0234979813573411
"GB47477",0.0116984024550018
"GB47484",0.0412924628478905
"GB47486",0.02399205507183
"GB47493",0.0271047940028542
"GB47499",0.00011163679997724
"GB47502",1.56890377880969e-09
"GB47504",0.0450905457109916
"GB47508",0.00651216274380737
"GB47509",2.82903186263531e-06
"GB47513",0.0329053865998034
"GB47527",0.00204658339041581
"GB47551",9.30763469117549e-05
"GB47584",1.41962618089284e-05
"GB47590",0.00563976764840571
"GB47591",0.0165950334232925
"GB47592",0.000928029278525103
"GB47602",0.00112292385242643
"GB47606",0.0238278713148909
"GB47611",2.84595184060982e-06
"GB47613",0.0112502336823954
"GB47628",0.0241734745199343
"GB47629",0.000139226220696605
"GB47631",0.00526621295371428
"GB47635",0.00177378783243324
"GB47649",0.011848046161385
"GB47655",0.0117141869064598
"GB47659",0.00461299117546493
"GB47663",0.0183608751386911
"GB47665",0.027509069894814
"GB47666",0.0173354352875472
"GB47669",0.0293340666216021
"GB47670",3.51926532397844e-05
"GB47680",0.0271047940028542
"GB47718",0.0221029630641342
"GB47748",0.00135468513221338
"GB47753",0.000174168089177037
"GB47788",5.01143093549787e-05
"GB47791",0.0435343068467901
"GB47802",0.0233297169867355
"GB47817",0.00772811675673395
"GB47821",0.000888283706077046
"GB47822",0.017049147060697
"GB47828",0.0365719393934958
"GB47830",0.00351632846820706
"GB47838",0.000614007481117267
"GB47876",0.0190729982884919
"GB47878",0.000188662616025897
"GB47884",0.0489053229656799
"GB47885",0.0333715539722682
"GB47924",0.0246109191689412
"GB47930",0.0420504606264446
"GB47932",0.00652105597739194
"GB47938",1.11006317778516e-07
"GB47944",0.000152055690899945
"GB47947",0.000595578390238129
"GB47948",4.09507690199127e-07
"GB47949",2.02375214493369e-05
"GB47957",0.00201623814032006
"GB47973",0.0232158594497046
"GB47977",0.00080863297572506
"GB47991",0.000278979828932412
"GB47992",0.00113128440666743
"GB48003",0.0416945136826181
"GB48007",0.00836876050190507
"GB48024",0.0303330787302068
"GB48029",0.00362868895937696
"GB48034",0.00516378442236492
"GB48046",0.00356394186267298
"GB48047",0.0475136027388192
"GB48052",0.000612233294885203
"GB48058",0.000404267961301244
"GB48059",0.000609867513415489
"GB48060",4.3503031973647e-11
"GB48064",0.0410073585926297
"GB48072",0.0191955614078917
"GB48085",0.0225966780499955
"GB48103",0.00152978254747884
"GB48114",0.0402685585527256
"GB48125",0.0131859038978748
"GB48136",0.0091361772299354
"GB48140",0.000159838231641187
"GB48145",0.00079592750386661
"GB48152",0.0457266247238634
"GB48161",5.85188661464396e-09
"GB48167",0.000307473572034833
"GB48192",0.00108482472829577
"GB48229",0.000236069456997138
"GB48239",0.00417141647407434
"GB48247",0.00267782192665099
"GB48260",0.000620001209120265
"GB48261",0.0174495957313074
"GB48262",0.00673019772307963
"GB48268",0.00086048869830324
"GB48299",0.0191689512536002
