"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB46289",42,124,56,70,33,64,45,19,49,112,58,11,26,131,89,313,91,44,334,430,56,73,203,98,100.422933968865,-1.60139209574802,0.340361701541888,-4.70497147150659,2.53901456375139e-06,0.0352567562322519
"2","GB46240",239,263,290,315,312,349,209,197,208,450,284,372,115,200,87,138,187,168,185,345,103,162,202,194,224.312540454388,0.632279459269603,0.147442375218238,4.28831574595654,1.80033052308705e-05,0.124996948217934
"3","GB45199",66,165,56,161,124,277,88,65,53,164,97,116,56,101,29,62,49,35,60,104,32,51,81,108,82.920706656693,0.688300925583227,0.168940320368602,4.07422528903378,4.61677733427087e-05,0.160271425159213
"4","GB45336",146,78,52,81,183,80,79,53,44,78,87,49,181,180,157,150,107,96,111,128,44,115,171,178,110.244094834726,-0.912964182357266,0.222800916338214,-4.0976679870175,4.1733328754312e-05,0.160271425159213
"5","GB45446",22,32,20,30,18,34,30,14,20,35,22,31,8,20,6,8,11,7,13,27,7,23,17,15,18.4466576561055,0.767781345775574,0.192052484865075,3.99776835126591,6.39424812607107e-05,0.177581058957246
"6","GB46009",6,12,5,18,14,20,14,4,4,15,13,9,2,8,3,4,4,2,9,8,2,3,7,6,7.1072382669215,1.0008065565799,0.272120632354423,3.67780475857635,0.00023524991686582,0.341400984037187
"7","GB46711",28,81,30,33,47,91,32,19,24,66,25,47,15,22,10,24,29,12,25,50,10,21,32,31,30.302380369697,0.711165852592008,0.19250355504157,3.69429984001301,0.000220493499204269,0.341400984037187
"8","GB47657",540,742,422,724,495,755,570,249,245,472,492,365,487,495,333,574,482,398,584,699,337,521,628,657,490.908074604365,-0.268258729196692,0.0732621255425627,-3.66162907791753,0.000250616536903205,0.341400984037187
"9","GB50455",3384,3954,2543,3392,3176,4351,3828,1572,1758,2640,3027,2051,2711,3131,1826,3279,3131,2341,3527,3846,1638,3115,4062,3671,2883.47330255375,-0.234307920740254,0.0647326750192947,-3.61962363938173,0.000295031816826029,0.341400984037187
"10","GB50809",84,111,55,87,75,87,81,60,61,111,91,101,45,41,23,49,66,48,53,96,34,57,73,64,66.2824149653315,0.483449104581388,0.13350154260234,3.62129976296555,0.0002931266346861,0.341400984037187
"11","GB54692",275,480,233,475,420,442,358,120,160,369,328,166,323,422,271,571,228,208,416,592,188,471,520,460,336.933818429582,-0.53208545029444,0.141288827763156,-3.76594143159273,0.000165922687174414,0.341400984037187
"12","GB54693",546,864,442,686,768,804,856,203,228,642,679,233,591,872,504,1194,516,395,832,973,267,915,1025,839,627.361534546107,-0.615689661853189,0.169061062595415,-3.6418182424809,0.00027071919028428,0.341400984037187
"13","GB43789",187,199,65,140,104,240,110,62,50,144,68,81,890,133,237,102,340,33,126,167,204,124,255,111,183.146855971563,-1.33856953534685,0.373520493212968,-3.58365754936944,0.000338816240280315,0.345088274750322
"14","GB44996",103,266,50,56,277,218,130,42,39,96,103,41,129,473,221,575,121,129,195,169,31,141,122,305,163.328002964402,-1.22465518302926,0.342395354190648,-3.57672838734653,0.000347921348588831,0.345088274750322
"15","GB40159",317,315,131,224,312,292,270,165,122,194,225,120,314,255,204,212,242,250,314,215,157,262,351,338,238.652099102452,-0.460742715483721,0.147113001258155,-3.13189664776946,0.00173681003375435,0.349526726503086
"16","GB40350",107,286,86,144,127,328,116,93,93,260,117,208,83,135,35,100,95,36,92,157,59,77,120,140,118.875054256427,0.620443559143444,0.183884174747762,3.37409981035355,0.000740575102418706,0.349526726503086
"17","GB40426",93,264,164,186,117,211,139,121,106,231,127,237,74,128,40,73,113,69,147,206,72,86,124,140,129.782685848392,0.540297768138537,0.172326797533372,3.13530905159371,0.00171673148995174,0.349526726503086
"18","GB40561",50,69,45,81,55,75,43,47,36,81,56,61,19,43,17,42,44,18,43,64,25,42,35,56,45.6315523708714,0.491248383832813,0.151572174532483,3.24101956937705,0.00119103007327103,0.349526726503086
