"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB48747",4,3,3,4,4,4,9,5,13,5,9,7,25,17,9,4,11,33,20,4,47,45,38,118,20.2903566941606,-2.60414504191254,0.487346745019945,-5.34351582014971,9.11608691265398e-08,0.00107059324702208
"2","GB49503",29,18,12,23,21,24,44,8,23,46,39,36,24,13,11,14,21,7,16,19,3,5,29,5,18.6944419122911,1.02883644289449,0.208205373217391,4.94145000676935,7.75437008866542e-07,0.00455336611606434
"3","GB41467",332,184,147,173,258,268,443,221,438,365,314,388,582,457,284,355,494,409,740,406,375,278,603,335,353.481979541554,-0.546196087821531,0.123939486270194,-4.4069578167429,1.04832594375963e-05,0.0217738715161505
"4","GB48675",22,18,3,17,9,12,23,7,31,15,20,20,47,37,27,16,48,13,72,32,16,12,51,36,22.7087117487079,-0.935038575890698,0.211441163678828,-4.42221637273522,9.76935483759416e-06,0.0217738715161505
"5","GB49287",67,22,34,29,34,19,50,21,96,75,51,51,90,120,92,73,75,112,156,138,48,61,68,43,64.5605391050895,-0.940532109003197,0.213830085076835,-4.39850224380372,1.09000500031573e-05,0.0217738715161505
"6","GB53662",31,20,14,22,30,28,44,10,39,25,40,42,78,35,39,26,81,21,82,43,34,34,69,65,37.0007242667546,-0.746443989934915,0.169874896468816,-4.3940806172732,1.11242531587963e-05,0.0217738715161505
"7","GB49429",35,26,12,29,35,35,46,18,37,32,38,36,66,33,57,17,87,26,97,64,35,44,91,63,41.442603021351,-0.76060630820907,0.175871053877934,-4.324795305639,1.52673560216686e-05,0.0256142613026395
"8","GB53599",6,6,3,15,6,8,13,4,14,8,9,8,33,22,7,5,19,14,44,16,11,9,27,24,12.5552145212907,-1.08781397530192,0.253716562039765,-4.28751661521974,1.80681746531257e-05,0.0265240803907885
"9","GB52946",288,261,209,282,245,280,360,153,287,401,352,289,362,252,195,178,374,212,382,308,137,146,265,195,256.269615846388,0.286854484678424,0.0676389712216826,4.24096463173983,2.22561208625587e-05,0.029041764823321
"10","GB48372",13,8,7,19,21,10,21,11,17,24,18,11,51,23,16,16,39,10,50,22,22,26,51,35,21.3369232804179,-0.917617339743991,0.218185361108661,-4.20567784695234,2.60300799203406e-05,0.030569725858448
"11","GB43280",213,149,92,250,225,252,364,132,361,310,196,274,641,340,258,129,480,291,757,349,215,208,529,356,282.654989593086,-0.582848414814853,0.14064710272709,-4.14404849807538,3.41227530417496e-05,0.0322167372232766
"12","GB47011",299,289,210,179,210,258,410,172,268,281,243,306,265,179,190,148,317,197,232,256,119,125,224,154,225.758522551051,0.481541354062397,0.116330451664424,4.1394264972983,3.48175130780014e-05,0.0322167372232766
"13","GB51394",373,339,209,275,347,390,385,183,313,429,487,385,454,260,264,253,380,206,364,363,158,196,239,205,299.986029501001,0.379791484911659,0.09187192442262,4.13392325564642,3.56622602096897e-05,0.0322167372232766
"14","GB48845",309,304,219,363,273,454,564,154,359,492,395,315,397,307,253,203,382,228,351,341,160,192,234,240,299.926100790412,0.410179340262623,0.100075714038032,4.09869011883085,4.15494871432734e-05,0.0348540840721859
"15","GB43869",9,15,8,19,7,12,5,13,16,16,15,7,41,36,4,5,31,38,34,26,34,37,51,60,22.8055833834944,-1.41621766413601,0.349295439035161,-4.05449801476923,5.02420771741454e-05,0.0368776846458227
"16","GB49352",83,57,24,54,70,85,93,32,74,65,65,78,107,82,108,50,153,68,130,104,70,64,131,96,77.262428856948,-0.526119130883074,0.12932656378476,-4.06814435863851,4.73890206229745e-05,0.0368776846458227
"17","GB52687",4,11,2,24,16,13,19,13,18,16,17,17,67,25,5,7,36,32,67,14,42,57,56,72,26.8105403410283,-1.49237988362173,0.370167718063154,-4.03163163830272,5.53909570689261e-05,0.038265376459851
"18","GB42383",63,41,34,87,46,84,91,38,92,87,89,90,176,81,73,73,148,58,179,112,80,50,151,106,82.9974416556935,-0.523210121019126,0.132229409485828,-3.95683625188694,7.59489541604217e-05,0.048704187901443
