"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB49684",13,4,9,9,7,6,21,8,15,7,8,9,0,2,0,2,2,3,7,1,4,3,3,5,5.6264833685439,1.61164137855373,0.348199850076693,4.6284953258847,3.68332175818785e-06,0.0511466059341965
"2","GB40446",165,156,203,116,234,147,231,188,238,75,162,114,210,122,158,187,123,197,240,119,240,213,124,236,168.976130392624,-0.365554472492947,0.0856940313726351,-4.26581019281677,1.9917806420018e-05,0.138289329974185
"3","GB46702",8,6,15,10,21,5,18,15,19,11,46,9,22,7,37,26,33,92,47,6,24,41,8,81,23.6302225124637,-1.38707627538163,0.340838341503629,-4.06960164535029,4.70935902694635e-05,0.217980531493923
"4","GB40061",24,17,89,29,36,10,85,34,32,16,33,21,29,16,11,9,10,28,12,8,31,12,10,12,22.7523983365454,0.81018900863302,0.264182291082615,3.0667801589307,0.00216377932277084,0.22425552762247
"5","GB40130",9,8,9,4,9,6,20,4,8,4,4,2,5,2,2,1,1,2,5,0,2,5,2,5,4.38840560078388,1.18220968746721,0.367713882387125,3.21502598648858,0.00130432713948342,0.22425552762247
"6","GB40395",1692,1037,1783,1242,2214,1424,1781,1900,1353,960,1581,1391,1301,983,2251,1921,1693,1967,2962,902,1390,2297,1071,2293,1595.23042792825,-0.419377126406086,0.11559279025171,-3.62805608803859,0.000285563232637909,0.22425552762247
"7","GB40398",145,93,133,83,196,105,122,123,146,58,132,122,118,84,137,128,140,117,209,87,167,146,83,185,124.160500815557,-0.387442024533482,0.113821253067051,-3.40395149493955,0.000664185465712577,0.22425552762247
"8","GB40522",4,7,42,15,9,6,26,8,16,7,12,5,6,1,3,6,2,7,7,0,7,8,5,5,7.71475477127033,1.17441163713555,0.344483118565957,3.40919938841846,0.000651538406314953,0.22425552762247
"9","GB40655",309,192,399,242,442,298,352,359,295,181,281,252,256,185,338,309,325,304,454,176,310,404,208,427,294.868497402556,-0.288403489496456,0.0913197251340149,-3.15817299135771,0.0015876131598086,0.22425552762247
"10","GB40877",748,447,926,672,1388,726,985,920,648,387,767,685,715,469,1071,983,709,960,1610,394,757,943,479,1179,778.748690794022,-0.381062882372349,0.121357552708389,-3.14000137501131,0.00168947041714969,0.22425552762247
"11","GB41064",52,9,145,84,217,69,298,89,67,20,60,36,50,2,57,25,8,66,43,6,27,18,20,13,50.562897863034,1.41204201752803,0.384197565154816,3.67530183841493,0.000237568377000013,0.22425552762247
"12","GB41065",1031,275,2305,1505,2662,1173,3310,1413,1027,391,906,671,840,233,1105,400,192,1429,876,224,562,456,380,351,857.728386655171,0.914678814656503,0.281918639230362,3.24447797121034,0.00117666118317917,0.22425552762247
"13","GB41174",80,51,177,70,109,60,233,84,160,77,106,121,88,24,53,34,40,88,67,51,98,65,55,62,79.4348451285262,0.584182220735539,0.182797884279943,3.19578217787741,0.00139452346974219,0.22425552762247
"14","GB41283",1007,384,1105,586,1373,903,1326,918,1055,577,751,725,786,705,1884,1018,1140,860,2006,1200,900,1266,529,963,988.227527506306,-0.621160359709018,0.179587829272658,-3.45881100197468,0.000542565481026961,0.22425552762247
"15","GB41547",796,503,1487,692,1033,747,1617,1028,923,654,1039,844,909,327,555,457,512,592,845,396,904,763,570,623,740.106336121527,0.339525967755239,0.10674386338296,3.18075397493473,0.00146892318673808,0.22425552762247
"16","GB41652",4,5,5,2,7,4,6,12,4,4,5,3,6,5,8,8,11,5,7,7,7,9,7,13,6.56117178170541,-0.894158886991899,0.289694411376736,-3.08655898034941,0.00202487771371794,0.22425552762247
"17","GB41654",109,93,196,111,190,104,223,121,128,83,143,108,106,49,110,64,49,98,120,60,122,115,60,110,104.414061446058,0.341017877304866,0.0922621518703807,3.69618386729114,0.000218864491149275,0.22425552762247
"18","GB41674",936,714,1753,890,1239,941,2010,1035,1233,550,1081,863,1093,428,729,468,524,934,988,368,1041,899,596,585,850.515681964379,0.341244499041264,0.105872165592158,3.22317482723278,0.00126778150303812,0.22425552762247
"19","GB41706",23,10,7,5,9,7,13,9,9,13,2,1,4,11,87,12,14,9,107,37,21,3,6,14,18.3615174592783,-1.74223265451488,0.510344197072318,-3.41383847315109,0.000640545393753392,0.22425552762247
"20","GB42149",6,5,19,18,15,9,46,11,6,7,12,5,7,1,5,2,0,5,11,1,4,7,3,4,7.42395813402855,1.40324228347735,0.3617428966723,3.87911496365479,0.000104837202230699,0.22425552762247
"21","GB42327",29,41,381,127,167,51,328,87,107,35,124,120,112,36,56,31,14,56,73,21,84,81,42,32,79.9703839499827,0.965381362935639,0.302879393443512,3.18734580111237,0.0014358499615003,0.22425552762247
"22","GB42379",61,63,277,125,157,72,237,168,101,72,156,124,125,44,81,33,24,71,112,29,112,103,60,60,93.1186535078388,0.655008573935422,0.205514962186397,3.18715760140786,0.00143678461969321,0.22425552762247
"23","GB42565",21,8,73,20,54,19,79,31,25,11,25,17,24,7,20,12,7,19,21,4,12,25,11,13,19.9608643857636,0.785846838813363,0.245840177733099,3.19657610916037,0.00139069132265701,0.22425552762247
"24","GB42703",10,14,10,9,7,16,18,6,8,19,18,8,13,4,37,29,143,4,115,12,19,20,8,19,24.4139758374114,-1.67708327955467,0.483314460641879,-3.46996296640365,0.000520530130342815,0.22425552762247
"25","GB42857",2,0,1,0,2,0,3,1,3,0,1,1,1,1,0,4,28,1,1,3,2,3,1,6,2.98182666089319,-2.38708679378635,0.748000236291309,-3.19129149694105,0.0014163830052955,0.22425552762247
"26","GB42983",8,3,25,11,14,2,22,2,23,11,21,8,11,1,2,3,6,6,2,1,10,2,3,4,7.48223643701224,1.26947299075302,0.403898670295788,3.143048205193,0.00167198302593885,0.22425552762247
"27","GB43324",2,1,23,7,6,0,16,7,8,2,0,3,3,0,1,1,0,3,0,0,1,0,0,0,2.74450110889379,2.65602130473005,0.736005549246283,3.6086973901895,0.000307738319570585,0.22425552762247
"28","GB43505",124,117,112,119,148,116,134,137,136,61,109,64,102,73,156,156,127,127,205,76,112,201,94,163,121.212207668751,-0.440167280544614,0.131759546513218,-3.34068606179102,0.000835716625042547,0.22425552762247
"29","GB43632",0,1,1,2,5,3,5,2,8,0,3,5,3,1,8,16,3,4,7,3,4,9,9,8,4.58696192034988,-1.40481342426928,0.434072618123232,-3.236355774624,0.00121066388266483,0.22425552762247
"30","GB43727",10573,2078,19408,11624,17832,13418,12913,13405,13688,1801,8305,552,3762,2035,6238,2140,1127,9012,4120,498,2676,6585,3447,2599,6147.29057534772,1.20009933565226,0.370249304510833,3.24132772440401,0.00118974320911661,0.22425552762247
"31","GB43750",510,371,439,320,605,381,419,493,353,221,477,301,426,281,476,512,502,403,710,226,408,556,280,719,422.125832604556,-0.398874831779735,0.124412235217279,-3.20607399331039,0.00134559382775739,0.22425552762247
"32","GB43815",322,301,329,268,449,300,298,399,333,191,304,193,247,229,424,440,345,340,452,188,339,489,185,569,324.037697272535,-0.427400281221264,0.136553717860743,-3.12990585622229,0.00174862333802754,0.22425552762247
"33","GB43826",291,199,258,168,402,218,311,365,350,97,253,184,273,201,253,305,239,256,432,128,290,361,161,366,253.729137935687,-0.34630300698014,0.111837533103241,-3.09648288343822,0.00195831167583122,0.22425552762247
"34","GB43952",304,215,347,258,383,284,341,328,326,150,252,187,260,182,338,334,323,260,373,143,361,398,196,393,280.393157248579,-0.328293213539809,0.0974152216655677,-3.37004020446475,0.00075157217246135,0.22425552762247
"35","GB44252",18,20,132,57,36,8,142,33,73,20,51,32,49,8,13,6,9,28,17,12,38,28,16,13,30.8422153791696,1.04505238451471,0.333352107172401,3.13498058668107,0.00171865484713085,0.22425552762247
"36","GB44256",8,7,5,1,13,5,5,14,10,1,8,6,12,7,15,14,9,5,41,4,11,15,9,9,9.2712334678558,-1.09403298150358,0.315529000216332,-3.46729771511806,0.000525719266892199,0.22425552762247
"37","GB44299",155,98,369,151,352,155,376,177,220,95,267,195,131,41,152,164,78,154,200,65,164,124,117,142,157.551738458577,0.470637176136039,0.147992088461054,3.18015091908034,0.00147198369108486,0.22425552762247
"38","GB44365",25,20,133,46,43,27,125,35,61,30,72,41,41,14,27,21,15,28,23,12,36,42,20,34,36.1472034722892,0.76028597674347,0.222209850807019,3.42147737367301,0.000622819070302519,0.22425552762247
"39","GB44679",450,408,776,542,557,361,824,577,695,259,475,412,499,196,307,198,260,433,350,217,596,445,249,369,409.14752595959,0.363818629809096,0.11493314855345,3.16548040655044,0.00154827088956626,0.22425552762247
"40","GB44887",28,20,24,17,31,15,25,26,33,11,38,22,37,15,35,15,63,27,26,17,47,57,16,59,28.5612952716271,-0.753785761726261,0.219625963784647,-3.43213410990598,0.000598851344506199,0.22425552762247
"41","GB45216",61,50,267,113,127,49,277,103,135,65,136,124,94,42,79,40,27,83,85,33,100,89,58,54,86.3424167930661,0.633394953499043,0.203646066945978,3.11027344155419,0.00186914222767677,0.22425552762247
"42","GB45504",499,321,657,430,896,492,641,617,532,250,599,361,490,334,630,603,497,662,917,234,595,661,265,737,511.228922468187,-0.32093248895367,0.102368736986874,-3.13506348129333,0.00171816926306726,0.22425552762247
"43","GB45596",18,5,218,99,69,19,172,50,27,8,44,46,48,2,30,15,6,25,36,3,27,23,10,16,34.6100781048873,1.3766003887536,0.422839151083667,3.25561241248735,0.00113148095455249,0.22425552762247
"44","GB45639",41,26,159,45,55,25,217,61,66,32,45,30,56,16,37,17,10,32,37,15,53,49,14,22,41.428134668099,0.823091181669971,0.265715996421158,3.09763504175856,0.00195071497329494,0.22425552762247
"45","GB45656",466,312,536,347,618,325,492,610,536,215,475,246,401,295,477,506,398,455,710,233,489,541,270,696,425.048550718113,-0.341625753744452,0.0961215362110807,-3.55410210043095,0.00037927194150618,0.22425552762247
