"","ID","C.1","C.2","C.3","T.1","T.2","T.3","logFC","AveExpr","t","pVal","adjPVal","B"
"1","10324",182,34,82,32,17,17,1.88861028512227,1.7577106263712,3.21650962767906,0.0112234221103745,0.843691738899946,-4.55759304413685
"2","10328",910,168,374,202,204,93,1.24660890533984,4.32321701228938,3.05192239081195,0.0145318174528333,0.843691738899946,-4.52757161592662
"3","1092",168,40,62,450,338,176,-2.07723795422424,3.61048155798429,-4.89107088653861,0.000986245437519409,0.843691738899946,-4.50502542629584
"4","11062",73,51,19,311,280,64,-2.37563656001717,2.81274637440923,-3.68961705931983,0.00543115193464542,0.843691738899946,-4.53541321198011
"5","11064",168,90,48,704,379,104,-1.94924518801399,3.75181086679594,-3.22688414860873,0.0110431386377294,0.843691738899946,-4.52958784809359
"6","11386",229,25,76,17,26,19,1.99766806712668,1.69891663416097,3.13480004393687,0.0127550458917073,0.843691738899946,-4.55937764866262
"7","116",14,3,6,52,56,13,-2.5086293767807,0.322303034014754,-3.213480468591,0.0112766382642014,0.843691738899946,-4.57376456701646
"8","11688",625,91,137,664,528,305,-1.27631491102519,4.64391632130949,-3.18141766275545,0.0118563102958661,0.843691738899946,-4.52070402469367
"9","11746",3025,768,978,4539,3432,1848,-1.27125582625642,7.35125316095003,-3.33751162422657,0.00929847601605469,0.843691738899946,-4.512777408642
"10","11809",681,96,196,754,839,453,-1.51914261402914,4.99997755314027,-3.76983094160818,0.00481566081010524,0.843691738899946,-4.50454892955197
"11","122",161,102,24,339,595,112,-2.12471723857284,3.55788625635966,-3.05894782456989,0.0143717007182569,0.843691738899946,-4.53629971756537
"12","1387",149,29,71,16,14,11,2.27238217830896,1.32853061956647,3.55590806052629,0.0066493625817757,0.843691738899946,-4.56126425106968
"13","1820",17,38,2,97,98,25,-2.88568854154854,1.14975595237036,-3.11030045759856,0.0132554891785434,0.843691738899946,-4.56663932898778
"14","2082",192,71,29,386,423,91,-1.87005199668468,3.45770036829684,-3.12672346921057,0.0129178173113508,0.843691738899946,-4.53539243376379
"15","241",8,28,5,86,78,23,-3.03320865212366,0.990392148129307,-3.32316277301436,0.00950747385755377,0.843691738899946,-4.565983364647
"16","2416",998,335,258,1833,1740,689,-1.62640284460155,5.94693600357098,-3.78951751138163,0.00467620101285085,0.843691738899946,-4.50060402054461
"17","2701",220,33,109,14,10,23,2.75356482183085,1.61818815861965,3.80246139834594,0.00458684585991908,0.843691738899946,-4.55632700751921
"18","272",27,26,10,115,139,27,-2.3811352409758,1.656259707359,-3.2364416239997,0.0108797259319442,0.843691738899946,-4.55810773495647
"19","2895",6,2,4,29,30,20,-2.83718564982272,-0.226340701244825,-3.31793236117128,0.00958487518843479,0.843691738899946,-4.57758216236593
"20","3307",181,31,47,19,24,8,1.97794587593495,1.38621112676198,3.26276460081612,0.0104425750067031,0.843691738899946,-4.56249610450804
"21","3511",443,40,114,36,20,26,2.35144232305052,2.25431194831023,3.82289493286828,0.00444945671738691,0.843691738899946,-4.54368784396959
"22","4008",189,27,69,13,22,17,2.13368905892477,1.52018483772914,3.28521426064377,0.01008424880754,0.843691738899946,-4.56050378162201
"23","4138",17,2,7,85,49,19,-2.73229529583645,0.494907274631013,-3.55007071423355,0.00670871918734236,0.843691738899946,-4.57065911971102
"24","4225",53,9,21,144,129,41,-2.13575424938486,1.87686054043308,-3.76582939957819,0.00484454345506923,0.843691738899946,-4.54916520765707
"25","4259",6,2,2,33,25,14,-2.89359326584474,-0.463412996334978,-3.36399269097529,0.00892530253708218,0.843691738899946,-4.57862222576884
"26","547",10327,2628,1903,11269,15587,5691,-1.47927110197286,8.95503798975745,-3.12335175214946,0.0129864065113517,0.843691738899946,-4.52454508255384
"27","5546",415,26,120,22,27,15,2.48942509545438,1.9742756940537,3.56369246650359,0.00657106772623616,0.843691738899946,-4.55207398955701
