"","ID","C.1","C.2","C.3","T.1","T.2","T.3","logFC","AveExpr","t","pVal","adjPVal","B"
"1","10014",166,152,19,295,241,105,-2.1721218162153,3.34002824877029,-3.34665710199792,0.00846357959662962,0.809890893626943,-4.53207966883737
"2","10171",248,796,161,727,712,628,-2.12127125696607,5.2480120184091,-3.18060310789092,0.0110508193376963,0.809890893626943,-4.51471403440232
"3","10226",361,94,424,531,831,396,-2.25290572595262,4.90885349696084,-3.01064968441676,0.0145569276338004,0.809890893626943,-4.52227774911167
"4","10460",2988,854,709,576,118,175,1.38983120697622,5.42479653942239,2.89433205770363,0.0176000312398952,0.809890893626943,-4.5263838625581
"5","10747",519,98,131,36,12,30,2.01638526463593,2.45418323673133,2.92517002118909,0.016734751105503,0.809890893626943,-4.55819328926308
"6","11141",578,148,145,39,53,14,2.0103163841165,2.79288782150664,3.03012345823096,0.0141028361703357,0.809890893626943,-4.55166194025576
"7","11573",9631,815,2445,484,92,449,2.29138969695424,6.11727363468298,2.92704745213843,0.0166834990184274,0.809890893626943,-4.52542273281219
"8","11705",200,1481,128,2406,1532,813,-3.0925776811955,5.82450784589052,-3.5400769279497,0.00622598145223594,0.809890893626943,-4.50497874416882
"9","11706",46,292,64,382,464,231,-2.958689108375,3.88585476245707,-3.47540139465281,0.00689593533537898,0.809890893626943,-4.52315009742563
"10","1491",640,192,861,4229,2283,540,-2.89480540928136,6.20377670956308,-3.47342798113749,0.00691752557835064,0.809890893626943,-4.50518067065879
"11","1514",683,1162,283,2025,1333,650,-1.95803114152065,6.12270296098395,-3.49569956209731,0.00667790786142717,0.809890893626943,-4.50288105822099
"12","1815",112,19,21,0,2,0,4.50495270345255,-1.14564885896896,3.67944307255242,0.00500379058884529,0.809890893626943,-4.57962257890613
"13","1823",12,39,8,68,24,30,-2.38194205796205,0.992884938393044,-2.97487140709836,0.0154307542658211,0.809890893626943,-4.56876333684478
"14","2303",3323,775,604,439,140,191,1.34482048744583,5.38519099710828,2.87777564652257,0.0180833164053543,0.809890893626943,-4.52689221280717
