"","ID","S1.1","S1.2","S1.3","S2.1","S2.2","S2.3","logFC","AveExpr","t","pVal","adjPVal","B"
"1","32299",0.802444419,0.802444419,0.802444419,3.070193613,3.152509389,3.077327899,-1.45611360926076,3.01944057230993,-12.6880830329164,8.77622896685605e-06,0.40025617757084,-1.666667788045
"2","5823",0.802444419,0.802444419,0.802444419,2.902131009,3.081390186,3.48353348,-1.47184395951566,3.02897964657793,-12.2484420955492,1.09180626724179e-05,0.40025617757084,-1.59736433613555
"3","40135",0.802444419,0.802444419,0.802444419,3.070193613,3.152509389,2.485804332,-1.37237748664724,2.97598011606104,-10.1317949124813,3.497912248904e-05,0.537315145918268,-2.11346668937899
"4","62366",0.802444419,0.802444419,0.802444419,2.708883726,3.006235812,3.796464751,-1.46696623459949,3.02800256282417,-10.7711453661684,2.40789731353261e-05,0.537315145918268,-1.67452229639767
"5","65411",3.189934035,2.731821462,2.504094126,0.802444419,0.802444419,0.802444419,1.33851926425162,2.95595721974101,10.0547217340968,3.66417857281961e-05,0.537315145918268,-2.23570636798961
"6","32460",0.802444419,0.802444419,0.802444419,3.070193613,2.429190874,4.051948721,-1.46230648318282,3.02430993359519,-9.38058629084363,5.57829884090548e-05,0.584286958593128,-1.7962498120134
"7","37325",2.57615938,2.731821462,2.504094126,0.802444419,0.802444419,0.802444419,1.25520408519718,2.91221309103937,9.42599644205028,5.41810537115315e-05,0.584286958593128,-2.50962100274666
"8","43367",0.802444419,0.802444419,0.802444419,2.708883726,2.926515396,2.485804332,-1.28825585384993,2.93496734738226,-9.14698457050919,6.49326283925438e-05,0.595107539217664,-2.41638036638606
"9","53971",0.802444419,0.802444419,0.802444419,2.480108018,2.750602782,2.815709867,-1.27509430591938,2.92971007410585,-8.93933729848458,7.45324294044825e-05,0.607190858215184,-2.45648228145873
"10","11598",0.802444419,0.802444419,0.802444419,2.708883726,2.429190874,2.485804332,-1.21338735293276,2.89726068686029,-8.20754606704257,0.000124006119037182,0.677637562782389,-2.65635212764748
"11","25311",0.802444419,0.802444419,0.802444419,2.195941712,3.152509389,2.485804332,-1.23199218575373,2.90844461448856,-7.54086116857278,0.000204140799005812,0.677637562782389,-2.65865647302872
"12","32180",2.57615938,2.138459829,2.504094126,0.802444419,0.802444419,0.802444419,1.1503170154828,2.86343784404636,7.50149549309085,0.00021047630326693,0.677637562782389,-2.83083649473681
"13","40719",0.802444419,0.802444419,0.802444419,2.195941712,2.652548323,2.815709867,-1.21088256255677,2.89824938969367,-7.69378548606191,0.000181510741269339,0.677637562782389,-2.68959481918639
"14","41251",2.57615938,2.138459829,2.504094126,0.802444419,0.802444419,0.802444419,1.1503170154828,2.86343784404636,7.50149549309085,0.00021047630326693,0.677637562782389,-2.83083649473681
"15","53647",0.802444419,0.802444419,0.802444419,2.195941712,3.71218517,3.930005221,-1.4795801294709,3.03758955651469,-8.33762809648007,0.000112963626033766,0.677637562782389,-1.78422536588238
"16","54200",0.802444419,0.802444419,0.802444419,2.195941712,3.006235812,2.815709867,-1.26123616216432,2.92381681355533,-8.0055664146344,0.000143689678695591,0.677637562782389,-2.54994073108122
"17","54931",0.802444419,0.802444419,0.802444419,2.195941712,3.006235812,2.485804332,-1.21255094537866,2.89861712220372,-7.53361386202823,0.000205290657952143,0.677637562782389,-2.70105168654273
"18","60029",0.802444419,0.802444419,0.802444419,2.902131009,2.152379961,2.485804332,-1.19501537751001,2.88745275970015,-7.5117534397331,0.000208804045304857,0.677637562782389,-2.74842502091368
"19","61685",2.57615938,2.412894115,2.504094126,0.802444419,0.802444419,0.802444419,1.20104090674071,2.88723071761347,8.50873092009643,0.000100109129896427,0.677637562782389,-2.67257754149945
"20","64294",2.57615938,2.284122113,2.504094126,0.802444419,0.802444419,0.802444419,1.1777145632547,2.87635892262732,8.05029995856623,0.000139039623194211,0.677637562782389,-2.7457635225689
