"","ID","S1.1","S1.2","S1.3","S2.1","S2.2","S2.3","logFC","AveExpr","t","pVal","adjPVal","B"
"1","22821",10.35328723,10.31145577,10.48109884,0.802444419,0.802444419,0.802444419,3.03036971751481,3.81739505898862,77.1749736600873,1.25659172336562e-11,6.71391899998321e-07,17.1115859865127
"2","26109",8.335041053,8.409674055,8.393393123,0.802444419,0.802444419,0.802444419,2.73709514169812,3.67070237137144,73.1748340522212,1.83140180032275e-11,6.71391899998321e-07,16.7047688628427
"3","20981",7.009586666,6.911041036,7.073902193,0.802444419,0.802444419,0.802444419,2.49320996411255,3.54871954713926,63.4631772746292,5.01573751461986e-11,8.54468514251483e-07,15.8137651767023
"4","39888",6.172152832,6.499168757,6.442065566,0.802444419,0.802444419,0.802444419,2.36840491780846,3.48559528259726,62.1323362113754,5.82698113919451e-11,8.54468514251483e-07,15.5997443442343
"5","8007",8.180310961,8.188491021,8.076896925,0.802444419,0.802444419,0.802444419,2.69837638060367,3.6516964871186,64.2658264090717,4.58903684501657e-11,8.54468514251483e-07,16.0074511498008
"6","2490",7.86638071,7.779152427,7.673696478,0.802444419,0.802444419,0.802444419,2.63388278655595,3.61965769604619,59.0587637779797,8.34230213424457e-11,8.73796560689731e-07,15.5083644828628
"7","40284",6.869244383,6.658309614,6.994364028,0.802444419,0.802444419,0.802444419,2.46257279423137,3.53330207915985,59.3758055538973,8.03232510724823e-11,8.73796560689731e-07,15.4385753573316
"8","10277",5.837262082,5.85604832,5.917394924,0.802444419,0.802444419,0.802444419,2.25824063933476,3.43114138623607,55.2124514465024,1.3431000055468e-10,1.00650656536724e-06,14.8819277787448
"9","26717",8.180310961,7.947833108,7.772358661,0.802444419,0.802444419,0.802444419,2.66601640235336,3.63624959549814,50.5843031819738,2.49395398018047e-10,1.00650656536724e-06,14.6056402185149
"10","39887",6.172152832,6.097532251,6.187666109,0.802444419,0.802444419,0.802444419,2.32036797375973,3.46240873830111,56.1106848542576,1.19826375107024e-10,1.00650656536724e-06,15.0253341277333
"11","39890",5.910758846,5.718202036,5.776459546,0.802444419,0.802444419,0.802444419,2.24112555181736,3.42330239902853,48.7381953998557,3.24336831551081e-10,1.00650656536724e-06,14.1807633892237
"12","41643",6.172152832,6.040849388,6.028107924,0.802444419,0.802444419,0.802444419,2.30369827690273,3.45452766906731,51.416821617002,2.22218295724878e-10,1.00650656536724e-06,14.5315813242334
"13","48960",5.400091136,5.538686812,5.418036783,0.802444419,0.802444419,0.802444419,2.15998481899511,3.38216025501358,48.961544636093,3.14025223961094e-10,1.00650656536724e-06,14.1333691678441
"14","50438",5.837262082,5.899212831,5.807842808,0.802444419,0.802444419,0.802444419,2.2526416837423,3.42862860239269,52.6444732859196,1.88080042462153e-10,1.00650656536724e-06,14.6205701783138
"15","53439",0.802444419,0.802444419,0.802444419,6.159279455,6.177873907,5.787444605,-2.35478182192109,3.45001658268435,-49.5951130115395,2.86750986678674e-10,1.00650656536724e-06,14.2971480556768
"16","59969",5.910758846,5.742112539,5.765844582,0.802444419,0.802444419,0.802444419,2.24212290668359,3.42381821147812,48.8175287398402,3.20630553906925e-10,1.00650656536724e-06,14.1908466951298
"17","6430",7.226458735,7.135064728,6.948204007,0.802444419,0.802444419,0.802444419,2.51161000506574,3.55870184805082,53.1547645215682,1.75681760852552e-10,1.00650656536724e-06,14.8452695862017
"18","66871",0.802444419,0.802444419,0.802444419,7.924361355,7.644341912,8.239936929,-2.72128017784287,3.63347651572832,-54.4184648599671,1.48794230928697e-10,1.00650656536724e-06,15.0197771033434
"19","69426",5.400091136,5.788774198,5.547687564,0.802444419,0.802444419,0.802444419,2.19101124916941,3.39712840993958,49.2825677800753,2.99852480124871e-10,1.00650656536724e-06,14.1987767332604
"20","72839",6.047376089,5.877792286,5.926953052,0.802444419,0.802444419,0.802444419,2.27500879187243,3.44016327884236,50.5462410821695,2.50725748886487e-10,1.00650656536724e-06,14.4136025344285
