"","ID","S1.1","S1.2","S1.3","S2.1","S2.2","S2.3","logFC","AveExpr","t","pVal","adjPVal","B"
"1","68391",0.802444419,0.802444419,0.802444419,3.262081821,3.100206401,2.841576602,-1.44036778609628,3.01216842796272,-12.8472916520503,8.52364921660819e-06,0.624953960561712,-2.3272437379638
"2","22331",2.57615938,2.708883726,2.485804332,0.802444419,0.802444419,0.802444419,1.25204434187678,2.90903202803304,8.74616738800314,8.79386210430324e-05,0.652662297255388,-3.03762174207036
"3","29788",0.802444419,0.802444419,0.802444419,2.284122113,3.100206401,3.081390186,-1.31474765814915,2.95644876516183,-8.78121042626113,8.58723237547632e-05,0.652662297255388,-2.81413234088769
"4","31480",0.802444419,0.802444419,0.802444419,2.412894115,3.100206401,2.652548323,-1.27910903060705,2.93665368988923,-8.9086495901803,7.88130983261554e-05,0.652662297255388,-2.90613865185115
"5","38111",0.802444419,0.802444419,0.802444419,2.284122113,3.100206401,2.841576602,-1.28282632405781,2.93978363858408,-8.58926397589611,9.79171477060729e-05,0.652662297255388,-2.90615824366986
"6","40938",0.802444419,0.802444419,0.802444419,2.634493029,3.100206401,2.299330519,-1.26155445808185,2.9257107255203,-8.60298646715683,9.69944911620243e-05,0.652662297255388,-2.96949672832385
"7","44046",0.802444419,0.802444419,0.802444419,2.731821462,3.100206401,2.299330519,-1.27735304404266,2.93306328870422,-8.84504306038007,8.22497372097006e-05,0.652662297255388,-2.92561778884423
"8","494",0.802444419,0.802444419,0.802444419,2.731821462,3.100206401,2.429190874,-1.29859503303767,2.94396668356521,-9.4064841793938,5.69356466869831e-05,0.652662297255388,-2.84992160846085
"9","59005",3.189934035,2.480108018,2.815709867,0.802444419,0.802444419,0.802444419,1.34789726672425,2.96019136634932,9.47645671282082,5.44584567353908e-05,0.652662297255388,-2.7687183175214
"10","67042",0.802444419,0.802444419,0.802444419,2.412894115,3.100206401,2.54603671,-1.26317239142918,2.92838949725665,-8.66070643253108,9.3221052886159e-05,0.652662297255388,-2.95495252804376
"11","8787",0.802444419,0.802444419,0.802444419,2.412894115,2.504094126,3.152509389,-1.267560506316,2.92852367233714,-8.69993153235834,9.07526429374629e-05,0.652662297255388,-2.95256154622964
"12","44059",0.802444419,0.802444419,0.802444419,2.412894115,2.504094126,2.652548323,-1.19849457624269,2.89312875619064,-8.42977741949079,0.000109411910215209,0.66850677141493,-3.10851175802986
"13","2974",0.802444419,0.802444419,0.802444419,2.284122113,2.504094126,2.299330519,-1.11958614148033,2.85368418659359,-7.40901641024956,0.00023295819613464,0.731050319322014,-3.28429282307241
"14","32179",0.802444419,0.802444419,0.802444419,2.138459829,3.100206401,2.841576602,-1.25540798325504,2.92686256000312,-7.85331791006636,0.000165973767340289,0.731050319322014,-3.00358462235825
"15","38440",0.802444419,0.802444419,0.802444419,2.284122113,3.100206401,2.429190874,-1.22188357678851,2.90811251515316,-7.86123043308404,0.000164998751482023,0.731050319322014,-3.07970649746675
"16","42549",2.57615938,2.195941712,2.485804332,0.802444419,0.802444419,0.802444419,1.16468278458798,2.86715165976489,7.3684724042013,0.000240476803892107,0.731050319322014,-3.25175357219257
"17","46151",0.802444419,0.802444419,0.802444419,2.412894115,3.100206401,2.152379961,-1.19868769717458,2.89511518584698,-7.46864710656134,0.00022238236329317,0.731050319322014,-3.1506839458997
"18","62874",0.802444419,0.802444419,0.802444419,2.138459829,3.100206401,3.284326375,-1.3124627628137,2.95678048848445,-8.01178327759266,0.000147638865153203,0.731050319322014,-2.85500638910072
"19","67342",0.802444419,0.802444419,0.802444419,2.528801926,2.504094126,2.152379961,-1.13696837698403,2.86097258110402,-7.56153569279364,0.000206981234127964,0.731050319322014,-3.25582597897523
"20","72085",0.802444419,0.802444419,0.802444419,2.412894115,2.504094126,2.429190874,-1.16389223080378,2.87545937644072,-8.04569236493565,0.000144023019043318,0.731050319322014,-3.18729594896786
