"","ID","S1.1","S1.2","S1.3","S2.1","S2.2","S2.3","logFC","AveExpr","t","pVal","adjPVal","B"
"1","56478",3.60822179,3.381516002,2.841576602,0.802444419,0.802444419,0.802444419,1.51172959446529,3.05142233801343,13.25405822948,6.3456691001128e-06,0.465264458420271,-3.54172625134833
"2","17703",0.802444419,0.802444419,0.802444419,2.708883726,2.504094126,2.815709867,-1.29480618704171,2.92853167999813,-9.27053477161062,5.75725264157537e-05,0.86782502575584,-3.97269044628649
"3","27006",3.189934035,2.906502055,2.299330519,0.802444419,0.802444419,0.802444419,1.31256048378388,2.95163978587795,9.06964758641245,6.57352324446303e-05,0.86782502575584,-3.92282338566893
"4","37968",3.189934035,2.528801926,2.652548323,0.802444419,0.802444419,0.802444419,1.30704878843862,2.95195525323443,9.27000108019981,5.75926169731927e-05,0.86782502575584,-3.91933816649388
"5","66908",3.189934035,2.634493029,2.429190874,0.802444419,0.802444419,0.802444419,1.29064928028877,2.94253335477085,8.9543204536452,7.10167778850933e-05,0.86782502575584,-3.94532845657371
"6","67355",3.189934035,2.412894115,2.841576602,0.802444419,0.802444419,0.802444419,1.3138852519202,2.95657466795979,9.11937761249024,6.35975438536856e-05,0.86782502575584,-3.91016934640996
"7","39752",3.928861976,3.593010849,2.152379961,0.802444419,0.802444419,0.802444419,1.46545788805536,3.02670946063183,8.68228484726766,8.55146350566032e-05,0.895704720335735,-3.70403259313142
"8","11694",3.189934035,3.776406608,1.981549201,0.802444419,0.802444419,0.802444419,1.37558411442427,2.97735098224542,7.76408875751333,0.00016646769353955,0.924993032602088,-3.88161987555787
"9","2178",3.189934035,2.634493029,2.152379961,0.802444419,0.802444419,0.802444419,1.24432041941649,2.91866423047853,7.865118743973,0.00015421578936478,0.924993032602088,-4.01153708953616
"10","41167",3.189934035,2.985693771,1.981549201,0.802444419,0.802444419,0.802444419,1.2679402924679,2.92819211496653,7.59708197802706,0.000189237527128087,0.924993032602088,-3.99841099498763
"11","44156",2.57615938,2.284122113,2.54603671,0.802444419,0.802444419,0.802444419,1.16627980616906,2.87969280795843,7.7650832563263,0.000166341800004857,0.924993032602088,-4.07793232403144
"12","46762",2.57615938,2.284122113,2.54603671,0.802444419,0.802444419,0.802444419,1.16627980616906,2.87969280795843,7.7650832563263,0.000166341800004857,0.924993032602088,-4.07793232403144
"13","59009",2.57615938,2.412894115,2.299330519,0.802444419,0.802444419,0.802444419,1.14969643711177,2.87025602096625,7.65869458355198,0.000180447091604434,0.924993032602088,-4.0928616666249
"14","62855",3.189934035,2.528801926,2.152379961,0.802444419,0.802444419,0.802444419,1.22671996352109,2.91041674919218,7.62882265638043,0.000184649487275797,0.924993032602088,-4.0308106683777
"15","65211",2.57615938,2.412894115,2.652548323,0.802444419,0.802444419,0.802444419,1.20548005696071,2.89882879557716,8.36982204228889,0.0001065224379867,0.924993032602088,-4.03851892053145
"16","18535",3.189934035,2.412894115,2.152379961,0.802444419,0.802444419,0.802444419,1.20678760634023,2.90103442023655,7.34100776656086,0.000231401353368446,0.928593391507088,-4.05247198301328
"17","25465",3.189934035,2.528801926,1.981549201,0.802444419,0.802444419,0.802444419,1.19557197988553,2.89440901559264,6.97796399889346,0.000310851391200037,0.928593391507088,-4.07083630436203
"18","27322",0.802444419,0.802444419,0.802444419,3.070193613,2.504094126,2.024570893,-1.21914737391784,2.88864021625011,-7.3100899797247,0.00023718155558552,0.928593391507088,-4.07374486505791
"19","37089",3.189934035,2.634493029,1.981549201,0.802444419,0.802444419,0.802444419,1.21316128216984,2.90265649687899,7.16048455594854,0.000267579744918413,0.928593391507088,-4.0535958130506
"20","70506",2.57615938,2.284122113,2.152379961,0.802444419,0.802444419,0.802444419,1.1014582363187,2.84641849654876,6.96813774366041,0.000313397794278339,0.928593391507088,-4.13460732439175
