"","ID","C.1","C.2","C.3","T.1","T.2","T.3","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","gnl|Amel_4.5|GB46159-RA",20,18,10,19,373,228,144.499644300948,-4.31294710701198,0.951931084056348,-4.53073460804929,5.87789399648344e-06,0.0693121260065327
"2","gnl|Amel_4.5|GB50882-RA",3,1,0,1,78,32,24.4800641543625,-5.86414001959775,1.44436305667111,-4.0600180076006,4.90689314043693e-05,0.289310419560161
"3","gnl|Amel_4.5|GB40250-RA",13,10,12,42,82,88,51.200148789827,-2.97142908910709,0.834389608930382,-3.56120097530483,0.000369162371776089,0.596000034341739
"4","gnl|Amel_4.5|GB41011-RA",144,10,10,63,172,288,133.181158018267,-3.08683583203172,0.887566728002594,-3.47786339284982,0.000505427437535396,0.596000034341739
"5","gnl|Amel_4.5|GB41700-RA",60,22,49,27,565,553,286.676908845316,-3.5590720827367,1.00570306113171,-3.53888957912856,0.000401813892189661,0.596000034341739
"6","gnl|Amel_4.5|GB42000-RA",1582,289,141,393,2907,2846,1576.89180684862,-2.89050241297089,0.830278633201596,-3.48136432443765,0.000498866441688887,0.596000034341739
"7","gnl|Amel_4.5|GB47224-RA",4303,1860,1205,2679,14127,12231,7343.20909747516,-2.79220276132209,0.747255457032522,-3.73661073337678,0.000186517330310237,0.596000034341739
"8","gnl|Amel_4.5|GB47799-RA",1708,276,349,329,7373,3776,2774.08809616224,-3.27281453043171,0.91811293953604,-3.56471888097514,0.00036424637731757,0.596000034341739
"9","gnl|Amel_4.5|GB53833-RA",20,2,11,4,198,146,84.0356398774388,-4.01448395656617,1.13846654054003,-3.52622041457795,0.000421535982513282,0.596000034341739
"10","gnl|Amel_4.5|GB53860-RA",24,3,5,8,144,50,46.448063143443,-3.60187825472979,1.02859599618325,-3.50174244124523,0.000462226217572773,0.596000034341739
"11","gnl|Amel_4.5|GB42300-RA",35,14,6,28,130,49,48.4716787608001,-2.76995278383122,0.81489753668059,-3.39914241870747,0.00067597507148824,0.61058159629719
"12","gnl|Amel_4.5|GB48917-RA",774,203,471,284,5704,3818,2419.89038999259,-3.25648265842394,0.957775070223493,-3.40004951023006,0.000673736526713893,0.61058159629719
"13","gnl|Amel_4.5|GB52171-RA",16,2,4,15,53,43,26.4923278480354,-3.24005628532577,0.956304298343177,-3.38810176942554,0.000703781458190153,0.61058159629719
"14","gnl|Amel_4.5|GB53592-RA",238,78,49,140,551,347,261.58750938221,-2.3855468670721,0.7057872145467,-3.37998028003986,0.000724910307679838,0.61058159629719
