"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB46057",60,55,8,16,8,26,48,60,27,83,13,33,63,73,23,86,82,114,114,91,127,40,83,44,52.8842965233962,-1.06899791957953,0.263326653361477,-4.05958875006884,4.9159220739967e-05,0.341312469597591
"2","GB53832",170,400,471,184,531,296,409,448,111,485,297,242,193,217,148,249,222,273,271,292,151,251,225,100,269.667417556373,0.743859416978026,0.180850022295165,4.11312869933727,3.90332629005081e-05,0.341312469597591
"3","GB51688",9,2,5,7,2,3,5,5,3,13,3,3,21,12,6,6,10,13,11,25,7,16,9,11,8.41136103612224,-1.22509402583239,0.325167718024746,-3.76757580141814,0.000164840496424343,0.572243783337106
"4","GB55213",457,1035,472,658,515,331,758,832,329,652,958,549,571,460,3060,1061,8501,4235,2885,1028,779,636,979,908,1380.05195445809,-1.61622004698563,0.423503754992344,-3.81630629701229,0.00013546432833709,0.572243783337106
"5","GB41710",191,370,75,32,22,99,1450,129,956,3875,29,62,86,2281,57,224,29,41,41,65,38,102,115,77,197.240680210858,2.01366450764327,0.547054108469085,3.68092383636136,0.000232390420343229,0.645394675377216
"6","GB40001",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0934247608911229,0.137671378907324,3.00317535619469,0.0458419381416897,0.963436232125642,0.997134604520064
"7","GB40003",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.114834230571465,0.625975442888437,3.00286366308623,0.208459495042503,0.834870206156437,0.997134604520064
"8","GB40005",3,1,5,7,0,0,0,1,23,7,11,7,4,10,4,1,13,1,2,5,1,22,5,15,7.38297694721013,0.162025649525564,0.713573968204077,0.227062164183694,0.820375404260378,0.997134604520064
"9","GB40006",11,36,30,9,25,8,10,22,239,31,753,371,11,11,8,12,150,13,22,30,25,426,10,690,78.3042471344791,0.783703898062516,0.788433310256922,0.994001506363468,0.32022213408583,0.997134604520064
"10","GB40007",114,487,519,213,288,24,53,129,68,501,88,108,187,134,193,139,73,356,124,753,245,237,177,76,204.379343878545,0.0340017006185318,0.385791953270805,0.0881348103045179,0.929769529397772,0.997134604520064
"11","GB40008",1620,1971,2325,1256,994,345,867,955,903,2591,458,721,1527,943,474,1066,830,2344,1773,2701,1360,1046,1178,396,1212.34030283604,0.07755729451755,0.271400312004835,0.285767153120179,0.775056467468861,0.997134604520064
"12","GB40009",462,751,801,717,544,76,589,363,258,926,307,401,2149,450,1152,417,387,1436,880,1286,1174,463,716,188,701.112927561886,-0.695328925294682,0.354871944948369,-1.95937981345876,0.0500683229412224,0.997134604520064
"13","GB40010",1905,5093,5200,1979,2179,267,1461,2078,1003,6512,1027,1261,3284,1660,1389,1660,1084,4785,2711,4323,3077,2777,2881,1236,2339.03131760553,-0.021420052515423,0.299796443085612,-0.0714486546103086,0.943040687743478,0.997134604520064
"14","GB40011",0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,4,1,2,1,0,0,0,0,0,0.539824380083333,-0.332912894104623,1.40520482518995,-0.236914141011166,0.812723399317722,0.997134604520064
