"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB44771",198,151,236,118,180,323,93,271,294,95,104,130,475,309,235,171,237,426,239,414,287,345,263,273,224.903238344308,-0.418260909936167,0.100722698403916,-4.15259833745585,3.28721420793515e-05,0.0306039642758762
"2","GB46597",211,205,182,136,215,239,139,215,190,157,127,88,238,89,99,89,103,202,115,346,210,132,137,115,162.457926324173,0.634997334791323,0.152214587896123,4.17172456049133,3.02302930022824e-05,0.0306039642758762
"3","GB47717",497,356,232,263,181,184,219,355,343,362,227,142,201,127,58,185,183,122,254,250,319,205,121,137,242.909468778371,1.07253870592481,0.251849388574399,4.25865122006429,2.05664069859079e-05,0.0306039642758762
"4","GB49067",774,344,845,287,788,814,158,572,900,223,294,371,1455,1178,436,690,1056,1430,874,1373,924,1223,877,1033,714.321207282675,-0.699656597373117,0.16287383895721,-4.29569660697278,1.74145617688291e-05,0.0306039642758762
"5","GB49223",4136,4427,1742,1255,943,982,2731,2805,3536,1970,1666,1165,887,475,492,1938,1332,672,1274,2753,1338,1644,895,1015,1859.81557810581,1.31207902354389,0.310710911334067,4.22282892451493,2.4125494154847e-05,0.0306039642758762
"6","GB49886",626,354,560,373,593,1064,243,902,757,356,325,532,1443,627,808,1014,631,1129,863,1305,1147,1063,799,1000,716.957026765453,-0.525234158916025,0.122456465816725,-4.28915006988786,1.79358157877879e-05,0.0306039642758762
"7","GB45806",71,70,141,35,124,162,43,112,116,39,60,90,319,230,100,59,104,319,177,288,138,238,170,144,124.641831257155,-0.756267873901147,0.186645769935825,-4.05188863461077,5.08058482215049e-05,0.0354751835206658
"8","GB54217",246,130,272,103,230,402,138,226,315,136,134,233,535,290,245,192,315,514,310,525,340,308,353,344,262.482512199104,-0.386289149745508,0.095032193371307,-4.06482409846325,4.80687008934377e-05,0.0354751835206658
"9","GB47303",3668,1332,1468,973,2059,3605,815,1610,1975,388,900,656,2701,8019,1739,1810,2113,6726,5810,3587,3535,7531,2753,3478,2653.15601566765,-1.13401029004805,0.286222960728437,-3.96198225034777,7.43300674026917e-05,0.0461341951679373
"10","GB40805",263,197,228,133,293,361,125,293,300,122,139,201,459,387,289,203,373,665,335,330,332,409,318,384,278.315115434808,-0.431932125869191,0.113794818630194,-3.79570995471127,0.000147221540453569,0.0685649978642178
"11","GB41127",1900,640,713,651,3378,1895,426,844,2177,500,741,935,4130,2577,1166,903,4526,5742,2807,6688,3164,2608,1895,1841,1918.59382826455,-1.00401192685348,0.264739901179881,-3.79244655746584,0.00014917035978116,0.0685649978642178
"12","GB50779",278,223,229,147,176,256,160,288,262,187,171,238,268,179,117,193,186,252,138,274,252,261,281,191,214.403167601264,0.410208979053331,0.108644876411998,3.77568637013085,0.00015956766420244,0.0685649978642178
"13","GB55350",844,786,699,350,296,329,441,881,903,410,347,414,601,274,162,409,398,360,473,867,454,452,429,336,493.779240615453,0.762169838814061,0.199699077845618,3.81659167902253,0.000135307813438691,0.0685649978642178
"14","GB47513",456,495,201,178,126,90,228,333,336,215,135,124,177,97,54,200,156,108,196,233,216,159,100,168,208.296355092611,1.0487735830953,0.28163305428741,3.72390089561366,0.000196167957927872,0.078271015213221
"15","GB40626",5814,5217,1915,1574,1772,1029,3032,2967,3533,2072,1685,1470,750,408,777,2699,1606,926,2564,2546,1415,1805,1244,1590,2241.01389987319,1.15795230579355,0.330188682067847,3.50694123899623,0.000453289233675521,0.086189348348647
"16","GB41413",9748,5269,8363,4696,9458,15094,3103,7327,10501,3101,3432,3452,15336,11651,8830,9266,8921,17082,10377,12511,12880,13421,12720,9585,8705.54051103371,-0.504323147434837,0.145092097124977,-3.47588295591613,0.000509174453187496,0.086189348348647
"17","GB41889",2154,680,1359,615,1957,2529,416,1215,2545,683,955,1223,3402,3139,1785,901,2561,4800,2388,2963,2080,2442,2737,2081,1796.41056638986,-0.658357832446429,0.184944828893129,-3.55975258344132,0.000371204354746637,0.086189348348647
"18","GB41983",241,220,290,189,234,338,232,273,321,198,228,324,301,150,161,149,169,356,157,380,275,226,389,326,251.711576092962,0.473813043517813,0.133090168946377,3.56009048052766,0.000370727035906406,0.086189348348647
"19","GB42043",2884,1945,2652,1683,2389,2663,1902,2435,2284,1759,1711,1846,2470,1532,1860,1760,1899,2334,1972,3284,3041,2358,2094,2260,2196.4359099238,0.367744362270811,0.103933118632385,3.53827891541999,0.000402744391449217,0.086189348348647
"20","GB42233",330,245,88,78,65,69,146,144,212,131,79,59,53,22,41,135,112,37,110,147,58,89,48,78,113.578189254183,1.17386855051104,0.337571988019735,3.4773873193602,0.000506325821185792,0.086189348348647
"21","GB42427",3331,1446,414,478,2265,2229,54,220,2551,206,1082,270,1703,8375,700,1410,2836,6137,5494,6798,2926,8951,2056,3409,2423.58367198179,-1.58723204691094,0.456621272479044,-3.47603614324338,0.000508883699034331,0.086189348348647
"22","GB42637",182,43,77,22,288,156,212,28,67,121,195,302,54,22,61,34,96,42,76,204,27,37,132,80,114.787279107958,1.4861976641782,0.406315767316373,3.65774056467022,0.000254448403799449,0.086189348348647
"23","GB42829",598,444,753,239,832,1052,220,680,1058,214,344,364,1489,1748,693,286,677,1381,1157,1477,1460,1891,860,701,774.644898001666,-0.754908173947896,0.215714943284511,-3.49956364845913,0.000466020332784277,0.086189348348647
"24","GB42976",508,452,316,160,182,176,259,490,447,198,140,125,138,97,93,271,160,131,250,321,168,196,247,250,244.525233413203,0.893371318098328,0.255870544447586,3.49149731176397,0.000480321299110962,0.086189348348647
"25","GB44143",288,193,525,114,468,647,98,313,522,137,170,434,1328,761,267,138,610,1554,559,1491,651,657,802,359,468.11940787678,-0.870488715253583,0.248721373740038,-3.49985488646992,0.000465511498533227,0.086189348348647
"26","GB44988",451,343,203,115,365,227,277,325,409,312,323,272,94,89,208,263,211,186,196,429,148,218,298,240,267.854702259519,0.876335127252511,0.239388689425881,3.66072068548519,0.000251506820513367,0.086189348348647
"27","GB45528",769,495,278,192,291,250,421,432,466,265,228,286,255,188,178,319,301,234,349,341,315,320,268,308,331.827136135833,0.734508962272242,0.209830837496567,3.50048148801893,0.000464418493283168,0.086189348348647
"28","GB46145",7016,5940,2173,1992,2333,2209,4452,3960,5400,2995,2562,2060,1441,941,1740,3505,2363,1928,3281,4522,2227,2309,2385,2185,3146.6732465183,0.960082999927979,0.273055255618301,3.51607588637687,0.000437975780799657,0.086189348348647
"29","GB47017",541,327,506,230,543,745,197,433,529,239,238,305,690,723,446,413,667,894,591,665,744,910,504,663,497.166338632948,-0.414245163478911,0.119035865820456,-3.48000294384991,0.000501408273043733,0.086189348348647
"30","GB47744",461,339,510,215,615,803,228,510,528,231,273,393,913,553,652,465,550,896,501,825,576,716,697,703,512.083157095546,-0.345194145637975,0.09571197653984,-3.60659301079514,0.00031024368548163,0.086189348348647
"31","GB49784",863,328,644,269,735,768,354,652,844,259,464,462,1276,1427,728,343,683,2044,1650,907,801,1153,1227,1006,770.507432610286,-0.69036307565835,0.19721474200503,-3.50056526525153,0.000464272539027153,0.086189348348647
"32","GB49930",371,186,348,126,526,575,76,205,456,78,167,159,471,811,192,291,375,997,587,779,668,1396,373,525,399.330296122073,-0.927800536655973,0.260602831801869,-3.56020895951492,0.000370559806503337,0.086189348348647
"33","GB53305",1319,933,585,327,381,235,594,857,884,494,379,437,220,116,167,556,446,240,480,592,357,295,496,561,517.370542431724,1.05814829411933,0.290845905453641,3.63817497265056,0.000274576865139901,0.086189348348647
"34","GB42039",34091,35325,15811,13760,11807,9261,20663,21536,21327,10247,10066,6300,10954,7470,5758,15023,13238,7977,16421,18985,16265,13522,6668,8479,15316.3892972271,0.971146914380293,0.283016108485887,3.43141922053783,0.000600431923351502,0.0881134272680073
"35","GB43877",628,283,143,136,655,548,86,145,427,128,164,73,757,859,449,236,778,855,677,1003,1291,870,262,407,443.60023837686,-1.02214246591236,0.298273236442392,-3.42686617848724,0.000610589897066882,0.0881134272680073
"36","GB45150",247,246,118,81,101,116,122,223,220,98,85,123,141,68,93,130,91,83,110,223,132,135,113,141,134.697377406286,0.654086495584602,0.192103154189601,3.40487119195885,0.000661952691147163,0.0881134272680073
"37","GB46013",1134,794,1245,707,1347,1292,781,975,1195,910,1004,1359,1425,543,886,680,784,1485,799,1517,1541,1239,1142,821,1049.9390941284,0.429931548083314,0.124431175899056,3.45517548136083,0.000549934769396464,0.0881134272680073
"38","GB50064",4496,4745,1082,1284,1003,1102,2752,2262,4115,2064,1468,1085,1079,384,685,1708,1758,1004,2233,3408,1451,1277,953,797,1933.16553616598,1.13927094163388,0.331484610349749,3.43687431049012,0.000588468613966973,0.0881134272680073
"39","GB50142",502,420,260,153,178,126,276,320,415,130,151,115,232,145,129,144,220,177,179,371,236,195,219,164,227.502269388325,0.743075529796857,0.218085331354902,3.40726964615336,0.000656162686687539,0.0881134272680073
"40","GB50675",1082,1012,846,585,581,603,593,931,789,696,836,559,785,482,207,674,546,558,685,970,944,769,645,662,724.451649467273,0.643881659951796,0.189081082097549,3.40532036737345,0.000660864753766847,0.0881134272680073
"41","GB50883",98588,63655,45652,39019,141759,92397,89545,34430,56938,47695,60574,66794,108627,26135,18929,35974,75560,44664,34817,155616,33488,17283,28255,31275,60783.4686245679,0.995977375275022,0.292535073189818,3.40464261059308,0.000662506971939905,0.0881134272680073
"42","GB54634",244,358,193,153,128,162,126,291,219,198,201,191,156,142,54,188,97,117,190,154,219,212,215,148,188.458987964737,0.773730342907758,0.227088202886361,3.40717982296485,0.000656378673402278,0.0881134272680073
"43","GB42000",4705,4305,3796,2481,1836,2085,3374,4129,3848,1830,2114,1827,2993,1509,762,2079,2352,2070,2850,5211,3485,2401,2101,2271,2788.7630064341,0.728156806928907,0.216380592117053,3.36516690246879,0.000764973704712718,0.0951784189701908
"44","GB45906",825,5976,616,8040,940,1685,3889,1017,2080,1645,924,1290,1026,365,1276,718,1272,1333,342,1106,4967,798,1888,734,2228.14941606604,1.60602770333219,0.477340977697728,3.36452929534408,0.000766743439609486,0.0951784189701908
"45","GB46952",288,127,207,86,246,283,91,192,219,117,134,186,305,294,167,208,257,412,267,363,284,352,285,324,222.408498686908,-0.366320846845794,0.108484013558079,-3.37672653169011,0.000733539408630988,0.0951784189701908
"46","GB41339",167,304,60,156,636,235,103,100,76,241,262,360,66,44,172,87,248,113,44,423,80,58,180,66,188.857965835766,1.27788767289406,0.390257002295078,3.27447724289093,0.00105857665109384,0.0993743954210125
"47","GB41388",524,276,641,245,504,750,217,492,679,210,282,291,930,1036,483,321,670,1051,730,858,630,758,684,592,535.434962569863,-0.484233847591934,0.145152376644434,-3.33603802284351,0.000849815399764333,0.0993743954210125
"48","GB42817",514,271,481,192,613,684,246,430,696,224,216,381,842,522,518,326,574,914,571,1071,797,769,583,506,494.582745970632,-0.360742583171082,0.109767190732021,-3.28643359427661,0.00101464694245849,0.0993743954210125
"49","GB42822",432,109,89,91,112,352,45,64,194,44,83,76,115,675,124,275,154,490,563,182,299,1022,154,421,239.598080077275,-1.22990037258311,0.374833181977961,-3.28119395965168,0.00103368634071293,0.0993743954210125
"50","GB43132",499,247,412,231,432,627,148,418,540,148,202,214,689,566,421,367,614,896,633,471,538,661,482,547,427.344225563152,-0.474663141353376,0.142674592182382,-3.32689327576006,0.000878200008519182,0.0993743954210125
