"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB41710",191,370,75,2281,99,224,1450,956,3875,38,29,102,86,32,22,57,129,29,41,41,65,62,115,77,380.335643412866,3.43311964668931,0.602144519754974,5.70148782236916,1.18766221469319e-08,0.000164918775132297
"2","GB47618",42,23,7,408,15,10,102,590,698,0,2,8,1,5,0,11,3,1,1,2,8,4,5,136,44.5389264154172,4.12212759150435,0.854182277712983,4.82581727467008,1.39430301917432e-06,0.00968064586212733
"3","GB50450",30,27,9,43,19,25,61,27,229,18,20,12,9,2,7,14,17,7,10,22,23,14,6,8,23.6042296587545,1.64173807733306,0.385880658901681,4.25452284135174,2.09495274829154e-05,0.0727262846569408
"4","GB55213",457,1035,472,460,331,1061,758,329,652,779,958,636,571,658,515,3060,832,8501,4235,2885,1028,549,979,908,1380.05195445809,-1.74061779026243,0.408305307190589,-4.26303004053275,2.01673393720497e-05,0.0727262846569408
"5","GB41708",2878,370,264,3438,226,475,3216,1712,2268,116,199,39,552,307,51,175,326,223,191,181,250,94,233,23,722.914458148538,2.36087962388062,0.59866044412806,3.94360383592607,8.02662137529621e-05,0.222915328834726
"6","GB40635",588,660,341,1050,535,286,1160,512,1582,376,411,216,186,142,188,284,502,387,465,472,476,315,243,244,458.052119614769,0.867548026066514,0.249596316621118,3.47580460245106,0.000509323230275778,0.950601380023639
"7","GB40636",8,19,6,24,11,6,29,6,14,6,9,5,2,3,1,7,7,5,9,3,6,6,5,2,7.92555775520784,1.20351520858389,0.354425053799451,3.39568322183255,0.000684575385297162,0.950601380023639
"8","GB40860",8,6,2,0,2,2,5,1,1,2,1,4,8,3,11,11,14,2,6,7,8,3,4,3,4.60763774976429,-1.39595857745818,0.402083475437927,-3.47181285164177,0.00051695658689222,0.950601380023639
"9","GB42634",307,550,270,376,334,345,398,282,586,282,187,340,242,156,198,211,346,215,241,320,388,162,262,239,289.938080479148,0.382295326623399,0.112248242662848,3.40580233199439,0.000659699247673586,0.950601380023639
"10","GB48133",4,6,5,5,3,4,4,3,3,8,1,6,8,4,4,49,5,4,12,11,15,7,5,4,7.86614804249905,-1.54989504980793,0.449929647669302,-3.44474976885076,0.000571588274846948,0.950601380023639
"11","GB40001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0934247608911229,-0.619275703875481,3.00317535619469,-0.206206974427281,0.836629240117382,0.998595533901798
"12","GB40003",0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.114834230571465,0.812338539584064,2.99632863128667,0.271111296371798,0.786305433590941,0.998595533901798
"13","GB40005",3,1,5,10,0,1,0,23,7,1,11,22,4,7,0,4,1,13,1,2,5,7,5,15,7.38297694721013,0.400818461508096,0.710232920031565,0.564347906444949,0.572517384179698,0.998595533901798
"14","GB40006",11,36,30,11,8,12,10,239,31,25,753,426,11,9,25,8,22,150,13,22,30,371,10,690,56.8163670388306,1.26718979217975,0.691900893148051,1.83146141987794,0.0670317010702996,0.998595533901798
"15","GB40007",114,487,519,134,24,139,53,68,501,245,88,237,187,213,288,193,129,73,356,124,753,108,177,76,204.379343878545,-0.304586273797658,0.381448362560624,-0.798499361100939,0.424580763763784,0.998595533901798
"16","GB40008",1620,1971,2325,943,345,1066,867,903,2591,1360,458,1046,1527,1256,994,474,955,830,2344,1773,2701,721,1178,396,1212.34030283604,-0.152408412789831,0.270053038974524,-0.564364738751222,0.572505931088695,0.998595533901798
"17","GB40009",462,751,801,450,76,417,589,258,926,1174,307,463,2149,717,544,1152,363,387,1436,880,1286,401,716,188,701.112927561886,-0.903026358505475,0.338363846133709,-2.668802736533,0.00761221432456857,0.998595533901798
"18","GB40010",1905,5093,5200,1660,267,1660,1461,1003,6512,3077,1027,2777,3284,1979,2179,1389,2078,1084,4785,2711,4323,1261,2881,1236,2339.03131760553,-0.148220310126904,0.298273581729814,-0.496927382127884,0.619240261246451,0.998595533901798
"19","GB40011",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,2,0,0,0.539824380083333,-1.19173527503112,1.36589732895092,-0.872492573029952,0.382939718102528,0.998595533901798
"20","GB40012",373,57,91,125,176,92,119,190,162,78,90,164,226,38,30,123,91,125,155,106,158,137,136,119,136.513325569631,0.193104370353374,0.333596407151834,0.578856265275914,0.562686162328939,0.998595533901798
"21","GB40013",170,31,213,194,97,23,295,246,91,22,46,114,458,312,24,50,158,73,106,248,90,50,344,31,156.56895804669,-0.423364175213896,0.511380323571848,-0.82788514868311,0.407735546407179,0.998595533901798
"22","GB40014",148,359,143,128,94,172,145,87,292,193,84,173,83,59,206,68,215,118,156,172,201,104,94,184,142.897858083237,0.0974415212658333,0.16230964853261,0.600343369274538,0.548277420895518,0.998595533901798
"23","GB40015",33,133,46,57,44,48,78,20,134,82,22,61,31,15,71,18,110,45,50,60,56,41,64,60,51.7698549766021,0.0864489092538976,0.200180635023851,0.431854506024509,0.665847161573466,0.998595533901798
"24","GB40016",23,22,20,10,7,16,8,18,48,15,5,47,8,1,10,8,29,8,26,10,21,10,28,22,15.9780320547104,0.293797498080024,0.319759065791519,0.918808970600317,0.358195499535216,0.998595533901798
"25","GB40017",105,227,112,95,70,114,102,43,214,135,74,140,70,39,134,70,142,77,137,118,139,68,94,136,103.254044884931,0.0434904248978503,0.138138916842714,0.314831083751501,0.752889909544653,0.998595533901798
"26","GB40018",261,295,208,401,375,286,483,159,254,441,177,273,274,164,218,269,392,262,287,315,264,220,435,244,284.436006616994,-0.0153484824824163,0.158846453786462,-0.0966246467362085,0.923024482809037,0.998595533901798
"27","GB40019",168,464,231,262,308,276,328,171,443,216,96,251,177,101,255,89,541,269,202,326,239,110,277,161,230.71297416322,0.134917725712734,0.17103635605921,0.788824837135959,0.430214390838525,0.998595533901798
"28","GB40020",57,152,78,72,81,78,143,48,176,68,45,114,54,29,59,37,153,52,87,94,109,57,111,107,79.3298619791435,0.087865571666452,0.158249786715047,0.555233428684916,0.578735006604219,0.998595533901798
"29","GB40021",6745,31809,9563,9202,4446,12443,12105,4390,16038,6220,5621,13392,4521,5561,12932,5833,15838,9801,10062,7788,8769,5502,7109,20590,9620.56674945348,-0.0519901564587711,0.238549748728471,-0.217942616732533,0.827473821804181,0.998595533901798
"30","GB40022",220,193,138,370,147,461,213,52,227,231,44,169,103,99,310,107,434,192,80,256,214,108,181,80,180.338869481451,0.0656995678148864,0.273547964053786,0.240175678302502,0.810194067818245,0.998595533901798
"31","GB40025",0,1,4,0,0,1,1,0,1,0,1,2,2,0,0,0,1,0,3,1,2,1,1,0,0.845691980267621,-0.107218795846249,0.781679549083581,-0.137164642431735,0.890900657959874,0.998595533901798
"32","GB40026",2,1,6,2,4,2,2,0,8,1,3,6,2,3,1,5,2,3,14,3,9,1,2,3,3.38067193043216,-0.51001938872749,0.469096701585594,-1.08723720930796,0.276931990372146,0.998595533901798
"33","GB40028",105,126,78,102,78,107,97,48,108,123,41,105,68,44,75,97,153,73,120,94,115,71,96,89,88.372431151351,-0.112863223707994,0.107626650366796,-1.04865498762018,0.294336938084722,0.998595533901798
"34","GB40029",34,101,49,26,25,36,60,22,77,49,35,65,18,19,46,15,68,22,38,38,51,34,37,69,40.3532017578299,0.165613326124466,0.206883809377872,0.800513711645625,0.423413222482518,0.998595533901798
"35","GB40030",90,138,101,119,132,104,146,72,108,110,52,109,89,70,84,79,180,97,99,139,113,64,155,53,100.920596626425,-0.0305337513214796,0.136980051697646,-0.222906554224963,0.8236082351893,0.998595533901798
"36","GB40031",803,1226,717,776,722,971,1198,353,1116,886,352,652,778,511,908,527,1202,914,894,1021,844,373,818,469,752.462221495275,-0.0919271617695417,0.116495519288572,-0.789104699742387,0.430050815325903,0.998595533901798
"37","GB40032",325,244,309,292,377,261,457,222,241,410,194,344,401,308,218,498,506,206,360,459,345,240,523,213,332.845656378615,-0.335652688400175,0.195434986291839,-1.71746469129612,0.085894300475645,0.998595533901798
"38","GB40033",390,371,291,361,316,298,477,234,463,317,207,424,317,281,189,369,489,261,383,428,408,250,532,281,340.49547649805,-0.152393257553126,0.129520927821037,-1.1765917687348,0.239358484740311,0.998595533901798
"39","GB40034",6,9,9,3,1,3,5,2,11,6,2,4,11,4,0,9,4,2,8,8,7,3,7,1,4.95356779643093,-0.291321623694148,0.376106918782077,-0.774571296474728,0.438593023751634,0.998595533901798
"40","GB40035",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180743844601899,0.582954685496722,2.15896523238708,0.270015781982822,0.787148112150764,0.998595533901798
"41","GB40038",7,5,11,13,5,13,2,1,14,3,0,17,3,9,3,1,8,6,2,12,14,5,12,10,6.92960933701618,-0.0935405568009669,0.417283601850136,-0.224165427029077,0.822628584160965,0.998595533901798
"42","GB40046",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151282149263063,0.582954788090801,2.23264198162259,0.261105359878225,0.794011258435643,0.998595533901798
"43","GB40047",26,72,23,27,17,39,42,9,25,40,16,21,28,19,30,16,55,15,29,27,17,19,23,25,25.9457646985477,0.0431521354917794,0.209746344341072,0.205734863352894,0.836998024046187,0.998595533901798
"44","GB40053",13,5,6,2,5,11,3,4,18,9,6,6,0,4,5,2,7,12,6,3,4,1,4,4,5.57522555002673,0.609699126956209,0.375657602165628,1.62301820445362,0.104585513364008,0.998595533901798
"45","GB40054",4603,2920,2987,2387,1749,2667,2522,1314,2716,3015,1267,2259,2099,2108,2779,4155,2441,4802,3299,3040,3043,1113,2939,1143,2606.19276029943,-0.301917567275557,0.209136707500052,-1.44363737425426,0.148841006040842,0.998595533901798
"46","GB40057",582,855,564,479,183,567,479,257,1066,760,371,444,619,400,576,394,627,444,707,718,690,297,361,435,513.062551780282,-0.133642838925409,0.157752465687631,-0.847167987789416,0.396901493934452,0.998595533901798
"47","GB40058",64,63,60,40,5,50,40,34,56,75,42,38,82,60,58,60,34,43,86,87,96,28,45,25,53.0187052301124,-0.4778255166669,0.271950208252465,-1.75703309711501,0.0789121679761987,0.998595533901798
"48","GB40059",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0513705944242982,-0.378828699044492,3.00317535619469,-0.126142716995555,0.899618954239568,0.998595533901798
"49","GB40060",0,0,2,2,0,1,1,0,0,2,0,1,0,1,1,0,0,0,1,1,2,0,0,0,0.58414639179422,0.444640521546751,0.914795425798153,0.486054596478557,0.626928457149532,0.998595533901798
"50","GB40061",24,89,29,11,9,28,12,8,85,12,16,33,17,16,29,10,36,10,31,34,32,10,12,21,22.7523983365454,0.20886638113711,0.302035905252715,0.691528316682582,0.489233592010143,0.998595533901798
