"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB40001",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0934247608911229,-0.0352475682116672,3.00317535619469,-0.0117367665990471,0.99063563013033,0.999563073667433
"2","GB40003",0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.114834230571465,-0.516141701275414,2.99055122960514,-0.172590824114912,0.862973064954972,0.999563073667433
"3","GB40005",3,5,7,10,13,1,7,2,7,22,5,15,4,1,0,0,4,1,0,1,23,5,1,11,7.38297694721013,0.483309010023039,0.707937416923874,0.682700191385718,0.494796308774143,0.999563073667433
"4","GB40006",11,30,9,11,150,13,31,22,371,426,10,690,11,36,25,8,8,12,10,22,239,30,25,753,109.361711617878,1.66174679897987,0.818889585575951,2.02926844870193,0.0424309551028277,0.999563073667433
"5","GB40007",114,519,213,134,73,356,501,124,108,237,177,76,187,487,288,24,193,139,53,129,68,753,245,88,204.379343878545,0.0285570140044486,0.385837766166533,0.0740130088564813,0.941000034081817,0.999563073667433
"6","GB40008",1620,2325,1256,943,830,2344,2591,1773,721,1046,1178,396,1527,1971,994,345,474,1066,867,955,903,2701,1360,458,1212.34030283604,0.299930280359058,0.265554075525234,1.12945086519886,0.258707685811553,0.999563073667433
"7","GB40009",462,801,717,450,387,1436,926,880,401,463,716,188,2149,751,544,76,1152,417,589,363,258,1286,1174,307,701.112927561886,-0.285880907349712,0.373600297198135,-0.765205246071037,0.444149336291078,0.999563073667433
"8","GB40010",1905,5200,1979,1660,1084,4785,6512,2711,1261,2777,2881,1236,3284,5093,2179,267,1389,1660,1461,2078,1003,4323,3077,1027,2339.03131760553,0.311109985120222,0.293906064559164,1.05853543916102,0.289811402771457,0.999563073667433
"9","GB40011",0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0.539824380083333,-0.248147520068627,1.4191855634229,-0.17485206055093,0.861195879993294,0.999563073667433
"10","GB40012",373,91,38,125,125,155,162,106,137,164,136,119,226,57,30,176,123,92,119,91,190,158,78,90,136.513325569631,0.0441370171973519,0.335625209291049,0.1315068593643,0.89537436071222,0.999563073667433
"11","GB40013",170,213,312,194,73,106,91,248,50,114,344,31,458,31,24,97,50,23,295,158,246,90,22,46,156.56895804669,0.222176805332615,0.51585233970837,0.430698454248011,0.666687642902476,0.999563073667433
"12","GB40014",148,143,59,128,118,156,292,172,104,173,94,184,83,359,206,94,68,172,145,215,87,201,193,84,142.897858083237,-0.091641524642061,0.162337830772746,-0.564511206080784,0.572406275918228,0.999563073667433
"13","GB40015",33,46,15,57,45,50,134,60,41,61,64,60,31,133,71,44,18,48,78,110,20,56,82,22,51.7698549766021,-0.0605491789766333,0.200493836108474,-0.302000201860939,0.762651909068752,0.999563073667433
"14","GB40016",23,20,1,10,8,26,48,10,10,47,28,22,8,22,10,7,8,16,8,29,18,21,15,5,15.9780320547104,0.493847445838742,0.307168421515673,1.60774158815523,0.107891786140088,0.999563073667433
"15","GB40018",261,208,164,401,262,287,254,315,220,273,435,244,274,295,218,375,269,286,483,392,159,264,441,177,284.436006616994,-0.128110655421265,0.156619708568315,-0.817972760850754,0.413372741200396,0.999563073667433
"16","GB40019",168,231,101,262,269,202,443,326,110,251,277,161,177,464,255,308,89,276,328,541,171,239,216,96,230.71297416322,-0.186418388598046,0.168810602139272,-1.10430497987471,0.269460863352563,0.999563073667433
"17","GB40020",57,78,29,72,52,87,176,94,57,114,111,107,54,152,59,81,37,78,143,153,48,109,68,45,79.3298619791435,0.00820962552378609,0.159018439113253,0.0516268777983613,0.958826002506912,0.999563073667433
"18","GB40021",6745,9563,5561,9202,9801,10062,16038,7788,5502,13392,7109,20590,4521,31809,12932,4446,5833,12443,12105,15838,4390,8769,6220,5621,9620.56674945348,0.0685437450755344,0.238498558089124,0.287396895078587,0.773808438337554,0.999563073667433
"19","GB40022",220,138,99,370,192,80,227,256,108,169,181,80,103,193,310,147,107,461,213,434,52,214,231,44,180.338869481451,-0.169910997143279,0.27194366222206,-0.624802195259601,0.532100889712184,0.999563073667433
"20","GB40025",0,4,0,0,0,3,1,1,1,2,1,0,2,1,0,0,0,1,1,1,0,2,0,1,0.845691980267621,0.491679357555366,0.778663381984935,0.631440194737293,0.527752741515473,0.999563073667433
"21","GB40026",2,6,3,2,3,14,8,3,1,6,2,3,2,1,1,4,5,2,2,2,0,9,1,3,3.38067193043216,0.637348942104769,0.46553390109804,1.36907095401962,0.170977096669682,0.999563073667433
"22","GB40027",161,123,33,91,82,135,137,66,74,101,110,77,119,48,56,86,66,98,69,73,62,176,86,73,90.6536175881557,0.112850953099859,0.219670758918189,0.513727697102769,0.607442384675908,0.999563073667433
"23","GB40028",105,78,44,102,73,120,108,94,71,105,96,89,68,126,75,78,97,107,97,153,48,115,123,41,88.372431151351,-0.0497354417984203,0.109219820584724,-0.455370110774349,0.648842994544375,0.999563073667433
"24","GB40029",34,49,19,26,22,38,77,38,34,65,37,69,18,101,46,25,15,36,60,68,22,51,49,35,40.3532017578299,-0.0100524801549273,0.209546563454166,-0.0479725364578744,0.96173813013021,0.999563073667433
"25","GB40030",90,101,70,119,97,99,108,139,64,109,155,53,89,138,84,132,79,104,146,180,72,113,110,52,100.920596626425,-0.116432853688539,0.134830573456192,-0.863549347183999,0.38783549996084,0.999563073667433
"26","GB40031",803,717,511,776,914,894,1116,1021,373,652,818,469,778,1226,908,722,527,971,1198,1202,353,844,886,352,752.462221495275,-0.125132261607919,0.114842655153895,-1.08959742736908,0.275890516833601,0.999563073667433
"27","GB40032",325,309,308,292,206,360,241,459,240,344,523,213,401,244,218,377,498,261,457,506,222,345,410,194,332.845656378615,-0.143711482524781,0.204654869135923,-0.702213844857675,0.482545812765076,0.999563073667433
"28","GB40033",390,291,281,361,261,383,463,428,250,424,532,281,317,371,189,316,369,298,477,489,234,408,317,207,340.49547649805,0.0913567419534559,0.131931753325844,0.692454542977414,0.488651923251254,0.999563073667433
"29","GB40034",6,9,4,3,2,8,11,8,3,4,7,1,11,9,0,1,9,3,5,4,2,7,6,2,4.95356779643093,0.0968040832858004,0.376074590685784,0.257406604124132,0.796864905260433,0.999563073667433
"30","GB40035",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.180743844601899,-0.275700738606835,2.14120404020767,-0.128759676065293,0.897547813688962,0.999563073667433
"31","GB40038",7,11,9,13,6,2,14,12,5,17,12,10,3,5,3,5,1,13,2,8,1,14,3,0,6.92960933701618,1.08144824632132,0.369841728100855,2.92408390982429,0.00345471606091438,0.999563073667433
"32","GB40046",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.151282149263063,-0.27570023964708,2.22342323041041,-0.123998092615138,0.901316785281291,0.999563073667433
"33","GB40047",26,23,19,27,15,29,25,27,19,21,23,25,28,72,30,17,16,39,42,55,9,17,40,16,25.9457646985477,-0.372656967273268,0.195076544188332,-1.91031150784328,0.0560931169549023,0.999563073667433
"34","GB40053",13,6,4,2,12,6,18,3,1,6,4,4,0,5,5,5,2,11,3,7,4,4,9,6,5.57522555002673,0.287696491457357,0.383748025323029,0.749701555376556,0.453434470564209,0.999563073667433
"35","GB40054",4603,2987,2108,2387,4802,3299,2716,3040,1113,2259,2939,1143,2099,2920,2779,1749,4155,2667,2522,2441,1314,3043,3015,1267,2606.19276029943,0.116534295361592,0.216389642775758,0.538539154955558,0.590204880881818,0.999563073667433
"36","GB40056",285,224,120,265,251,236,290,298,115,240,312,169,169,301,237,253,258,304,326,361,93,226,305,135,229.86732008403,-0.102718845884741,0.117578609780658,-0.873618475982687,0.382326061018095,0.999563073667433
"37","GB40057",582,564,400,479,444,707,1066,718,297,444,361,435,619,855,576,183,394,567,479,627,257,690,760,371,513.062551780282,-0.00409722626522194,0.160043141226117,-0.0256007613561719,0.979575778795775,0.999563073667433
"38","GB40058",64,60,60,40,43,86,56,87,28,38,45,25,82,63,58,5,60,50,40,34,34,96,75,42,53.0187052301124,-0.0613643354486872,0.2879958594867,-0.213073672510632,0.831269499407966,0.999563073667433
"39","GB40059",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0513705944242982,-0.275693488719847,3.00317535619469,-0.0918006629720007,0.926856417312513,0.999563073667433
"40","GB40060",0,2,1,2,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,2,2,0,0.58414639179422,0.207883637981554,0.918287581277383,0.226381846188508,0.82090444610182,0.999563073667433
"41","GB40061",24,29,16,11,10,31,85,34,10,33,12,21,17,89,29,9,10,28,12,36,8,32,12,16,22.7523983365454,0.0626307620457564,0.304629540322874,0.205596482794724,0.83710612515909,0.999563073667433
"42","GB40063",237,157,132,245,158,165,166,244,113,167,239,144,134,167,154,114,182,172,195,207,102,210,249,82,168.727844697925,0.138757665751966,0.142910809252746,0.97093891272119,0.331578699221468,0.999563073667433
"43","GB40064",193,332,97,269,247,157,219,447,66,106,142,112,149,183,384,65,91,124,150,118,36,181,348,22,165.936388767108,0.37075231251936,0.317678792094241,1.16706661491389,0.243183468803413,0.999563073667433
"44","GB40065",0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0.239279715105143,0.967616016719124,2.14264038180549,0.451599822786764,0.651557297703509,0.999563073667433
"45","GB40066",0,1,1,0,0,0,2,0,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0.464733663483759,1.02106834115081,1.07638237668701,0.948611165758352,0.342818409971005,0.999563073667433
"46","GB40067",113,99,36,101,108,153,257,128,81,159,122,120,60,249,124,140,72,131,170,221,91,182,140,72,121.204234844581,-0.189601668326031,0.134422530802524,-1.41049024441124,0.158394975029613,0.999563073667433
"47","GB40069",18,48,16,31,17,26,195,41,18,30,30,37,15,45,11,5,10,54,76,18,24,19,12,7,29.3819243357622,0.64631148688289,0.366292602140302,1.76446775912589,0.0776532588551658,0.999563073667433
"48","GB40070",151,132,99,128,121,142,190,177,81,142,152,136,97,202,114,120,91,151,214,204,73,122,187,93,132.780819652581,-0.00871792289806129,0.0914441262192498,-0.0953360621234312,0.924047899658241,0.999563073667433
"49","GB40071",189,150,71,188,142,197,249,197,111,211,206,133,125,245,119,189,148,164,218,268,93,217,230,83,163.267251323462,-0.0539139784697258,0.0841504593002742,-0.640685492604912,0.521727041607936,0.999563073667433
"50","GB40072",455,326,281,448,322,417,666,555,260,484,482,364,480,620,302,571,275,545,723,629,279,479,437,206,424.213726389736,-0.151687182393158,0.120281619106183,-1.26110027051806,0.207272723178238,0.999563073667433
