"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB49877",4,10,41,5,23,7,27,30,7,6,4,0,2,0,0,0,1,0,4,0,2,3,7,0,7.48723326500404,3.10658022251659,0.679507988652734,4.57180824124826,4.83533340901096e-06,0.0335717198587631
"2","GB50151",11,68,4,12,14,60,42,22,55,58,361,15,7,6,7,2,13,8,12,10,4,4,12,308,19.1492047942507,1.87138401315338,0.404682196194096,4.62432998227531,3.75811187170844e-06,0.0335717198587631
"3","GB55257",18,21,108,21,75,43,82,70,30,4,6,5,8,0,1,1,7,4,20,2,4,7,25,0,21.9977232488554,2.56444219265106,0.576750013448998,4.44636694035869,8.73347198977852e-06,0.0404243306833549
"4","GB40001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0934247608911229,-0.571469033237331,3.00317535619469,-0.190288266736923,0.849083247461839,0.999231769868075
"5","GB40003",0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0.114834230571465,-0.571470268087434,2.98839743094487,-0.191229674530522,0.848345655682526,0.999231769868075
"6","GB40005",3,10,0,1,13,7,2,5,1,11,7,22,4,1,5,7,0,4,0,1,23,1,5,15,7.38297694721013,-0.0749257863197822,0.712536269587661,-0.105153645530411,0.916253892233806,0.999231769868075
"7","GB40006",11,11,8,12,150,31,22,30,25,753,371,426,11,36,30,9,25,8,10,22,239,13,10,690,127.964452335179,1.94807528748686,0.844018667777081,2.30809502426951,0.0209938518778419,0.999231769868075
"8","GB40007",114,134,24,139,73,501,124,753,245,88,108,237,187,487,519,213,288,193,53,129,68,356,177,76,204.379343878545,-0.358768613570706,0.379725427857468,-0.944810611169742,0.344755573553266,0.999231769868075
"9","GB40008",1620,943,345,1066,830,2591,1773,2701,1360,458,721,1046,1527,1971,2325,1256,994,474,867,955,903,2344,1178,396,1212.34030283604,-0.206393770961188,0.268649449083785,-0.768264262834274,0.442330201606571,0.999231769868075
"10","GB40009",462,450,76,417,387,926,880,1286,1174,307,401,463,2149,751,801,717,544,1152,589,363,258,1436,716,188,701.112927561886,-0.695603957846319,0.354441210289759,-1.96253691064212,0.0497000076828712,0.999231769868075
"11","GB40010",1905,1660,267,1660,1084,6512,2711,4323,3077,1027,1261,2777,3284,5093,5200,1979,2179,1389,1461,2078,1003,4785,2881,1236,2339.03131760553,-0.41262581067238,0.28902125855501,-1.42766595348502,0.153388030246419,0.999231769868075
"12","GB40011",0,0,0,4,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,2,0,0,0.539824380083333,0.581339005027598,1.45085194876077,0.400688027144426,0.688649826839795,0.999231769868075
"13","GB40012",373,125,176,92,125,162,106,158,78,90,137,164,226,57,91,38,30,123,119,91,190,155,136,119,136.513325569631,0.195144787457845,0.333309455235011,0.585476302555687,0.55822749618494,0.999231769868075
"14","GB40013",170,194,97,23,73,91,248,90,22,46,50,114,458,31,213,312,24,50,295,158,246,106,344,31,156.56895804669,-1.19311738098307,0.473853121462998,-2.51790550054705,0.011805499027176,0.999231769868075
"15","GB40015",33,57,44,48,45,134,60,56,82,22,41,61,31,133,46,15,71,18,78,110,20,50,64,60,51.7698549766021,-0.0397189822267331,0.200842312099132,-0.197762024404143,0.843231259440987,0.999231769868075
"16","GB40016",23,10,7,16,8,48,10,21,15,5,10,47,8,22,20,1,10,8,8,29,18,26,28,22,15.9780320547104,-0.0136649065916386,0.323894152254378,-0.0421894205144728,0.96634769625896,0.999231769868075
"17","GB40017",105,95,70,114,77,214,118,139,135,74,68,140,70,227,112,39,134,70,102,142,43,137,94,136,103.254044884931,-0.0122786570755877,0.138478699077258,-0.0886682006503927,0.929345605168435,0.999231769868075
"18","GB40018",261,401,375,286,262,254,315,264,441,177,220,273,274,295,208,164,218,269,483,392,159,287,435,244,284.436006616994,0.0145218410071756,0.158853232904664,0.0914167168123731,0.92716147927104,0.999231769868075
"19","GB40019",168,262,308,276,269,443,326,239,216,96,110,251,177,464,231,101,255,89,328,541,171,202,277,161,230.71297416322,-0.0390195543184184,0.172911102793807,-0.225662514945315,0.821463914791718,0.999231769868075
"20","GB40020",57,72,81,78,52,176,94,109,68,45,57,114,54,152,78,29,59,37,143,153,48,87,111,107,79.3298619791435,-0.111390386507037,0.157247832105885,-0.708374703900723,0.478712597029022,0.999231769868075
"21","GB40021",6745,9202,4446,12443,9801,16038,7788,8769,6220,5621,5502,13392,4521,31809,9563,5561,12932,5833,12105,15838,4390,10062,7109,20590,9620.56674945348,-0.417271314007695,0.224192297322735,-1.86122056373335,0.0627130355590133,0.999231769868075
"22","GB40022",220,370,147,461,192,227,256,214,231,44,108,169,103,193,138,99,310,107,213,434,52,80,181,80,180.338869481451,0.37323669451664,0.264145788855645,1.41299505903012,0.157657176895667,0.999231769868075
"23","GB40025",0,0,0,1,0,1,1,2,0,1,1,2,2,1,4,0,0,0,1,1,0,3,1,0,0.845691980267621,-0.573283879354546,0.78017171154438,-0.734817567557926,0.462450606611217,0.999231769868075
"24","GB40026",2,2,4,2,3,8,3,9,1,3,1,6,2,1,6,3,1,5,2,2,0,14,2,3,3.38067193043216,-0.0291468646026496,0.476657836592247,-0.0611484011487743,0.951241022698497,0.999231769868075
"25","GB40027",161,91,86,98,82,137,66,176,86,73,74,101,119,48,123,33,56,66,69,73,62,135,110,77,90.6536175881557,0.226095410281638,0.216360997163686,1.0449915338049,0.296026882434356,0.999231769868075
"26","GB40028",105,102,78,107,73,108,94,115,123,41,71,105,68,126,78,44,75,97,97,153,48,120,96,89,88.372431151351,-0.0191032741006869,0.110036770588474,-0.173608094807972,0.862173469896242,0.999231769868075
"27","GB40029",34,26,25,36,22,77,38,51,49,35,34,65,18,101,49,19,46,15,60,68,22,38,37,69,40.3532017578299,-0.161302465230539,0.206641925516272,-0.780589247934767,0.435044117622857,0.999231769868075
"28","GB40030",90,119,132,104,97,108,139,113,110,52,64,109,89,138,101,70,84,79,146,180,72,99,155,53,100.920596626425,-0.0789846007163462,0.136183816143674,-0.579985221100115,0.561924584137109,0.999231769868075
"29","GB40031",803,776,722,971,914,1116,1021,844,886,352,373,652,778,1226,717,511,908,527,1198,1202,353,894,818,469,752.462221495275,-0.087898146937869,0.116625171899652,-0.753680749242536,0.451040944022888,0.999231769868075
"30","GB40032",325,292,377,261,206,241,459,345,410,194,240,344,401,244,309,308,218,498,457,506,222,360,523,213,332.845656378615,-0.316592109141052,0.196806542546287,-1.60864626269522,0.107693712257543,0.999231769868075
"31","GB40033",390,361,316,298,261,463,428,408,317,207,250,424,317,371,291,281,189,369,477,489,234,383,532,281,340.49547649805,-0.13344708097268,0.130604857634921,-1.02176200326104,0.306893557119386,0.999231769868075
"32","GB40034",6,3,1,3,2,11,8,7,6,2,3,4,11,9,9,4,0,9,5,4,2,8,7,1,4.95356779643093,-0.453878756606581,0.372517429672894,-1.21840945000917,0.223068415765435,0.999231769868075
"33","GB40035",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.180743844601899,0.149866015342553,2.14375335214945,0.0699082360348445,0.944266697762258,0.999231769868075
"34","GB40038",7,13,5,13,6,14,12,14,3,0,5,17,3,5,11,9,3,1,2,8,1,2,12,10,6.92960933701618,0.52703494624139,0.402284602095598,1.31010469576995,0.190160420118505,0.999231769868075
"35","GB40046",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.151282149263063,0.149866328885827,2.2273127368114,0.0672857144885607,0.946354249301335,0.999231769868075
"36","GB40047",26,27,17,39,15,25,27,17,40,16,19,21,28,72,23,19,30,16,42,55,9,29,23,25,25.9457646985477,-0.356596614997213,0.196977143120299,-1.81034514638803,0.0702422800375208,0.999231769868075
"37","GB40053",13,2,5,11,12,18,3,4,9,6,1,6,0,5,6,4,5,2,3,7,4,6,4,4,5.57522555002673,0.745456666230322,0.366299293813757,2.03510265736233,0.0418405446715828,0.999231769868075
"38","GB40054",4603,2387,1749,2667,4802,2716,3040,3043,3015,1267,1113,2259,2099,2920,2987,2108,2779,4155,2522,2441,1314,3299,2939,1143,2606.19276029943,-0.0502525229692198,0.217293047441555,-0.231266133734611,0.817108054922498,0.999231769868075
"39","GB40056",285,265,253,304,251,290,298,226,305,135,115,240,169,301,224,120,237,258,326,361,93,236,312,169,229.86732008403,0.0354399841964269,0.119527999276376,0.296499434534008,0.766848698740475,0.999231769868075
"40","GB40057",582,479,183,567,444,1066,718,690,760,371,297,444,619,855,564,400,576,394,479,627,257,707,361,435,513.062551780282,-0.0754910334827828,0.159374005528897,-0.473672185324444,0.635733691025399,0.999231769868075
"41","GB40058",64,40,5,50,43,56,87,96,75,42,28,38,82,63,60,60,58,60,40,34,34,86,45,25,53.0187052301124,-0.266840230152593,0.283628670140658,-0.940808381678271,0.346803064834811,0.999231769868075
"42","GB40059",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0513705944242982,-0.331022028406342,3.00317535619469,-0.110224009305197,0.912231721613162,0.999231769868075
"43","GB40060",0,2,0,1,0,0,1,2,2,0,0,1,0,0,2,1,1,0,1,0,0,1,0,0,0.58414639179422,0.420716054138951,0.912877661052402,0.460867947687462,0.644893348933458,0.999231769868075
"44","GB40061",24,11,9,28,10,85,34,32,12,16,10,33,17,89,29,16,29,10,12,36,8,31,12,21,22.7523983365454,-0.131234918729437,0.303797739770811,-0.431981221547081,0.665755061409784,0.999231769868075
"45","GB40064",193,269,65,124,247,219,447,181,348,22,66,106,149,183,332,97,384,91,150,118,36,157,142,112,165.936388767108,0.048440103722965,0.324775790220062,0.149149367599546,0.88143577179609,0.999231769868075
"46","GB40065",0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0.239279715105143,-0.570345408144593,2.13036941794733,-0.267721364820443,0.788913803195452,0.999231769868075
"47","GB40066",0,0,0,0,0,2,0,0,0,0,0,3,1,0,1,1,1,1,0,0,0,0,0,1,0.464733663483759,-0.49479643750819,1.16498316201312,-0.424724110735791,0.671037805316602,0.999231769868075
"48","GB40067",113,101,140,131,108,257,128,182,140,72,81,159,60,249,99,36,124,72,170,221,91,153,122,120,121.204234844581,0.0533288335818825,0.140010838746799,0.380890751453352,0.703284315416859,0.999231769868075
"49","GB40069",18,31,5,54,17,195,41,19,12,7,18,30,15,45,48,16,11,10,76,18,24,26,30,37,29.3819243357622,0.058278939672392,0.384462282684458,0.151585584066835,0.879513804250932,0.999231769868075
"50","GB40070",151,128,120,151,121,190,177,122,187,93,81,142,97,202,132,99,114,91,214,204,73,142,152,136,132.780819652581,-0.0525344650202075,0.0909782460764345,-0.577439852776137,0.563642358936028,0.999231769868075
