"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB40001",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0934247608911229,0.0973112056098155,3.00317535619469,0.0324027717559317,0.974150852108597,0.996531692370987
"2","GB40003",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0.114834230571465,-0.848848022372787,2.97499028030893,-0.285327998545474,0.775392864259732,0.996531692370987
"3","GB40005",3,0,10,0,4,1,1,23,1,5,1,11,4,1,5,7,0,13,7,2,7,22,5,15,7.38297694721013,-0.191814717641787,0.711452266148752,-0.269610101433962,0.787460228225698,0.996531692370987
"4","GB40006",11,25,11,8,8,12,22,239,13,30,25,753,11,36,30,9,10,150,31,22,371,426,10,690,109.361711617878,-1.69898493187934,0.816841860812699,-2.07994351585872,0.0375307140212489,0.996531692370987
"5","GB40007",114,288,134,24,193,139,129,68,356,753,245,88,187,487,519,213,53,73,501,124,108,237,177,76,204.379343878545,-0.0838458026449195,0.385068355276469,-0.217742646197765,0.827629633931474,0.996531692370987
"6","GB40008",1620,994,943,345,474,1066,955,903,2344,2701,1360,458,1527,1971,2325,1256,867,830,2591,1773,721,1046,1178,396,1212.34030283604,-0.182756894013607,0.269295563364519,-0.678647994531669,0.497360924971864,0.996531692370987
"7","GB40009",462,544,450,76,1152,417,363,258,1436,1286,1174,307,2149,751,801,717,589,387,926,880,401,463,716,188,701.112927561886,-0.228777630978794,0.374461083425047,-0.610951687919758,0.541231564596252,0.996531692370987
"8","GB40010",1905,2179,1660,267,1389,1660,2078,1003,4785,4323,3077,1027,3284,5093,5200,1979,1461,1084,6512,2711,1261,2777,2881,1236,2339.03131760553,-0.416549119347047,0.288833661227029,-1.44217650248055,0.149252587587173,0.996531692370987
"9","GB40011",0,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0.539824380083333,1.05949908134634,1.35336927127206,0.782860305635944,0.433709149489949,0.996531692370987
"10","GB40012",373,30,125,176,123,92,91,190,155,158,78,90,226,57,91,38,119,125,162,106,137,164,136,119,136.513325569631,0.297896178809914,0.330721448387978,0.900746474901874,0.367723132221263,0.996531692370987
"11","GB40013",170,24,194,97,50,23,158,246,106,90,22,46,458,31,213,312,295,73,91,248,50,114,344,31,156.56895804669,-0.804577745813874,0.497400796522006,-1.61756424887083,0.105756538995146,0.996531692370987
"12","GB40014",148,206,128,94,68,172,215,87,156,201,193,84,83,359,143,59,145,118,292,172,104,173,94,184,142.897858083237,0.00625883175020336,0.163527419896154,0.0382738977608646,0.969469302102145,0.996531692370987
"13","GB40015",33,71,57,44,18,48,110,20,50,56,82,22,31,133,46,15,78,45,134,60,41,61,64,60,51.7698549766021,-0.197951138243354,0.196853713379354,-1.00557482429547,0.314620139403634,0.996531692370987
"14","GB40016",23,10,10,7,8,16,29,18,26,21,15,5,8,22,20,1,8,8,48,10,10,47,28,22,15.9780320547104,-0.13453743628944,0.322372889303876,-0.417334834141782,0.676433512695302,0.996531692370987
"15","GB40017",105,134,95,70,70,114,142,43,137,139,135,74,70,227,112,39,102,77,214,118,68,140,94,136,103.254044884931,-0.0113367762282374,0.138426341166213,-0.08189753577771,0.934728194022822,0.996531692370987
"16","GB40018",261,218,401,375,269,286,392,159,287,264,441,177,274,295,208,164,483,262,254,315,220,273,435,244,284.436006616994,0.12299125045384,0.156805797081284,0.784353976339823,0.432832435807905,0.996531692370987
"17","GB40020",57,59,72,81,37,78,153,48,87,109,68,45,54,152,78,29,143,52,176,94,57,114,111,107,79.3298619791435,-0.243916368814094,0.15040477530278,-1.62173287598792,0.104860556279807,0.996531692370987
"18","GB40021",6745,12932,9202,4446,5833,12443,15838,4390,10062,8769,6220,5621,4521,31809,9563,5561,12105,9801,16038,7788,5502,13392,7109,20590,9620.56674945348,-0.35138618175197,0.228532430033257,-1.53757688438719,0.124152102969814,0.996531692370987
"19","GB40022",220,310,370,147,107,461,434,52,80,214,231,44,103,193,138,99,213,192,227,256,108,169,181,80,180.338869481451,0.479853715341088,0.2573128562399,1.86486490552072,0.0622003427014107,0.996531692370987
"20","GB40025",0,0,0,0,0,1,1,0,3,2,0,1,2,1,4,0,1,0,1,1,1,2,1,0,0.845691980267621,-0.745677128933509,0.786577772376663,-0.948001780778052,0.343128547636679,0.996531692370987
"21","GB40026",2,1,2,4,5,2,2,0,14,9,1,3,2,1,6,3,2,3,8,3,1,6,2,3,3.38067193043216,0.25128056637982,0.473867955579515,0.530275498524725,0.595920931845193,0.996531692370987
"22","GB40027",161,56,91,86,66,98,73,62,135,176,86,73,119,48,123,33,69,82,137,66,74,101,110,77,90.6536175881557,0.224777629625521,0.216294504227008,1.03922025401815,0.298702312863992,0.996531692370987
"23","GB40028",105,75,102,78,97,107,153,48,120,115,123,41,68,126,78,44,97,73,108,94,71,105,96,89,88.372431151351,0.230503545503381,0.0980423144203805,2.35106185391586,0.0187199217138663,0.996531692370987
"24","GB40029",34,46,26,25,15,36,68,22,38,51,49,35,18,101,49,19,60,22,77,38,34,65,37,69,40.3532017578299,-0.268203144508443,0.202177350358411,-1.32657364454022,0.18464975890182,0.996531692370987
"25","GB40030",90,84,119,132,79,104,180,72,99,113,110,52,89,138,101,70,146,97,108,139,64,109,155,53,100.920596626425,0.060844111606778,0.136541632368826,0.445608497212235,0.65588007155764,0.996531692370987
"26","GB40032",325,218,292,377,498,261,506,222,360,345,410,194,401,244,309,308,457,206,241,459,240,344,523,213,332.845656378615,0.0715134988947964,0.206099090432172,0.346985999524979,0.728601836874008,0.996531692370987
"27","GB40033",390,189,361,316,369,298,489,234,383,408,317,207,317,371,291,281,477,261,463,428,250,424,532,281,340.49547649805,-0.0518156379429899,0.132998478330411,-0.389595720142477,0.696835517399392,0.996531692370987
"28","GB40034",6,0,3,1,9,3,4,2,8,7,6,2,11,9,9,4,5,2,11,8,3,4,7,1,4.95356779643093,-0.432975758008457,0.370410116047434,-1.16890910709634,0.24244025388665,0.996531692370987
"29","GB40035",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.180743844601899,0.818649951577581,2.13799348025121,0.382905728730938,0.701789663588983,0.996531692370987
"30","GB40038",7,3,13,5,1,13,8,1,2,14,3,0,3,5,11,9,2,6,14,12,5,17,12,10,6.92960933701618,-0.602968316794004,0.405291228957718,-1.48774084833923,0.136819250559343,0.996531692370987
"31","GB40046",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151282149263063,0.818649959394032,2.21790512457793,0.36910954861057,0.712046071956522,0.996531692370987
"32","GB40053",13,5,2,5,2,11,7,4,6,4,9,6,0,5,6,4,3,12,18,3,1,6,4,4,5.57522555002673,0.319527308603171,0.384304028124341,0.831444078696434,0.405722806888128,0.996531692370987
"33","GB40054",4603,2779,2387,1749,4155,2667,2441,1314,3299,3043,3015,1267,2099,2920,2987,2108,2522,4802,2716,3040,1113,2259,2939,1143,2606.19276029943,0.160617924919695,0.215161718144431,0.746498616505179,0.455366267018809,0.996531692370987
"34","GB40056",285,237,265,253,258,304,361,93,236,226,305,135,169,301,224,120,326,251,290,298,115,240,312,169,229.86732008403,0.185162715850595,0.113010951271402,1.63844931634914,0.101327998686737,0.996531692370987
"35","GB40057",582,576,479,183,394,567,627,257,707,690,760,371,619,855,564,400,479,444,1066,718,297,444,361,435,513.062551780282,-0.0265294333418106,0.159984365294416,-0.16582516230876,0.868294543607936,0.996531692370987
"36","GB40058",64,58,40,5,60,50,34,34,86,96,75,42,82,63,60,60,40,43,56,87,28,38,45,25,53.0187052301124,0.0655633466223306,0.287655105710785,0.227923458755672,0.819705745210516,0.996531692370987
"37","GB40059",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0513705944242982,-0.143134714898364,3.00317535619469,-0.0476611246170219,0.96198631693356,0.996531692370987
"38","GB40060",0,1,2,0,0,1,0,0,1,2,2,0,0,0,2,1,1,0,0,1,0,1,0,0,0.58414639179422,0.595410961439247,0.908593680552839,0.655310480562627,0.512267874346385,0.996531692370987
