"","ID","N.1","N.2","N.3","N.4","N.5","N.6","N.7","N.8","N.9","N.10","N.11","N.12","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10","V.11","V.12","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","GB41710",191,32,22,99,129,29,41,65,38,62,102,77,86,370,75,2281,57,224,1450,956,41,3875,29,115,380.335643412866,-3.25393969198754,0.625130141085386,-5.20521964648491,1.9376727798147e-07,0.00269065242205069
"2","GB40001",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0934247608911229,0.504586529102462,3.00317535619469,0.168017671049959,0.86656937721572,0.999777910210102
"3","GB40003",0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.114834230571465,-0.457870545180031,2.98989492766065,-0.153139343106708,0.878288390465642,0.999777910210102
"4","GB40005",3,7,0,0,1,13,2,5,1,7,22,15,4,1,5,10,4,1,0,23,1,7,11,5,7.38297694721013,-0.167963138395681,0.712583343380051,-0.235710166335027,0.813657580557134,0.999777910210102
"5","GB40006",11,9,25,8,22,150,22,30,25,371,426,690,11,36,30,11,8,12,10,239,13,31,753,10,109.361711617878,1.71397955954038,0.815922307775714,2.10066515304976,0.035670370330071,0.999777910210102
"6","GB40007",114,213,288,24,129,73,124,753,245,108,237,76,187,487,519,134,193,139,53,68,356,501,88,177,204.379343878545,-0.171344498632135,0.384227928177052,-0.445944935458152,0.655637022132916,0.999777910210102
"7","GB40008",1620,1256,994,345,955,830,1773,2701,1360,721,1046,396,1527,1971,2325,943,474,1066,867,903,2344,2591,458,1178,1212.34030283604,-0.172005437738589,0.269648132470037,-0.637888481418287,0.523546276352133,0.999777910210102
"8","GB40009",462,717,544,76,363,387,880,1286,1174,401,463,188,2149,751,801,450,1152,417,589,258,1436,926,307,716,701.112927561886,-0.540590045453412,0.363612504787697,-1.48672017143373,0.137088732862899,0.999777910210102
"9","GB40010",1905,1979,2179,267,2078,1084,2711,4323,3077,1261,2777,1236,3284,5093,5200,1660,1389,1660,1461,1003,4785,6512,1027,2881,2339.03131760553,-0.420545501734896,0.288721021503452,-1.45658081820644,0.14523212576461,0.999777910210102
"10","GB40011",0,0,0,0,4,1,1,0,0,2,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0.539824380083333,0.277982482326146,1.42142570329755,0.195565960064784,0.844949905684005,0.999777910210102
"11","GB40012",373,38,30,176,91,125,106,158,78,137,164,119,226,57,91,125,123,92,119,190,155,162,90,136,136.513325569631,-0.0837265588368416,0.335199920977748,-0.249780962336205,0.802756743032662,0.999777910210102
"12","GB40013",170,312,24,97,158,73,248,90,22,50,114,31,458,31,213,194,50,23,295,246,106,91,46,344,156.56895804669,-0.560108487133336,0.507485872426564,-1.10369276775165,0.26972643395366,0.999777910210102
"13","GB40014",148,59,206,94,215,118,172,201,193,104,173,184,83,359,143,128,68,172,145,87,156,292,84,94,142.897858083237,0.139142082431957,0.161197916049914,0.863175441975764,0.388041013855396,0.999777910210102
"14","GB40015",33,15,71,44,110,45,60,56,82,41,61,60,31,133,46,57,18,48,78,20,50,134,22,64,51.7698549766021,0.0874107564337191,0.200727103780758,0.435470620495739,0.663220859779872,0.999777910210102
"15","GB40016",23,1,10,7,29,8,10,21,15,10,47,22,8,22,20,10,8,16,8,18,26,48,5,28,15.9780320547104,-0.0834117172360121,0.323715848599698,-0.257669550616157,0.796661947826272,0.999777910210102
"16","GB40017",105,39,134,70,142,77,118,139,135,68,140,136,70,227,112,95,70,114,102,43,137,214,74,94,103.254044884931,0.0257034443993243,0.138441376916637,0.185663021936005,0.852709028288399,0.999777910210102
"17","GB40018",261,164,218,375,392,262,315,264,441,220,273,244,274,295,208,401,269,286,483,159,287,254,177,435,284.436006616994,-0.0198330520323681,0.158853418784416,-0.124851276001079,0.900641292561232,0.999777910210102
"18","GB40019",168,101,255,308,541,269,326,239,216,110,251,161,177,464,231,262,89,276,328,171,202,443,96,277,230.71297416322,0.0224825882425748,0.17308163746827,0.129895860539778,0.896648819352844,0.999777910210102
"19","GB40020",57,29,59,81,153,52,94,109,68,57,114,107,54,152,78,72,37,78,143,48,87,176,45,111,79.3298619791435,-0.0583461466321778,0.158627159537169,-0.367819399921275,0.713007902521001,0.999777910210102
"20","GB40021",6745,5561,12932,4446,15838,9801,7788,8769,6220,5502,13392,20590,4521,31809,9563,9202,5833,12443,12105,4390,10062,16038,5621,7109,9620.56674945348,0.0477478700076063,0.238623709033579,0.200096923314889,0.841404779548283,0.999777910210102
"21","GB40022",220,99,310,147,434,192,256,214,231,108,169,80,103,193,138,370,107,461,213,52,80,227,44,181,180.338869481451,0.214276162637274,0.270774717293955,0.791344793113213,0.428742816255539,0.999777910210102
"22","GB40025",0,0,0,0,1,0,1,2,0,1,2,0,2,1,4,0,0,1,1,0,3,1,1,1,0.845691980267621,-1.09438801153861,0.791546580891239,-1.38259457871246,0.166789212293173,0.999777910210102
"23","GB40026",2,3,1,4,2,3,3,9,1,1,6,3,2,1,6,2,5,2,2,0,14,8,3,2,3.38067193043216,-0.24903612973812,0.47496465411087,-0.524325605248066,0.600052090564206,0.999777910210102
"24","GB40027",161,33,56,86,73,82,66,176,86,74,101,77,119,48,123,91,66,98,69,62,135,137,73,110,90.6536175881557,-0.109674431264678,0.220055330350946,-0.498394795026182,0.618205804695296,0.999777910210102
"25","GB40028",105,44,75,78,153,73,94,115,123,71,105,89,68,126,78,102,97,107,97,48,120,108,41,96,88.372431151351,0.069373680594612,0.108993387061674,0.636494400851651,0.524454229263809,0.999777910210102
"26","GB40029",34,19,46,25,68,22,38,51,49,34,65,69,18,101,49,26,15,36,60,22,38,77,35,37,40.3532017578299,0.117396012640052,0.208585820228929,0.562818759737388,0.573558304626314,0.999777910210102
"27","GB40030",90,70,84,132,180,97,139,113,110,64,109,53,89,138,101,119,79,104,146,72,99,108,52,155,100.920596626425,-0.005570065193172,0.137198026436277,-0.0405987268028164,0.967615799185614,0.999777910210102
"28","GB40031",803,511,908,722,1202,914,1021,844,886,373,652,469,778,1226,717,776,527,971,1198,353,894,1116,352,818,752.462221495275,0.00798866372394766,0.118102675895589,0.0676416826576413,0.946070873402434,0.999777910210102
"29","GB40032",325,308,218,377,506,206,459,345,410,240,344,213,401,244,309,292,498,261,457,222,360,241,194,523,332.845656378615,-0.0505995040034722,0.206363007232243,-0.24519658189768,0.806304222874955,0.999777910210102
"30","GB40033",390,281,189,316,489,261,428,408,317,250,424,281,317,371,291,361,369,298,477,234,383,463,207,532,340.49547649805,-0.068265052367671,0.132685348594488,-0.514488246749096,0.606910675585648,0.999777910210102
"31","GB40034",6,4,0,1,4,2,8,7,6,3,4,1,11,9,9,3,9,3,5,2,8,11,2,7,4.95356779643093,-0.763035260112723,0.356598474741543,-2.13976030230011,0.0323741429087204,0.999777910210102
"32","GB40035",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.180743844601899,-0.216759225317351,2.14379192305327,-0.101110197769863,0.919462982885227,0.999777910210102
"33","GB40038",7,9,3,5,8,6,12,14,3,5,17,10,3,5,11,13,1,13,2,1,2,14,0,12,6.92960933701618,0.487286235099213,0.409239469470701,1.19071172614278,0.233766772945554,0.999777910210102
"34","GB40046",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.151282149263063,-0.216758746191395,2.22704218581663,-0.0973303278994294,0.922464072149493,0.999777910210102
"35","GB40047",26,19,30,17,55,15,27,17,40,19,21,25,28,72,23,27,16,39,42,9,29,25,16,23,25.9457646985477,-0.0945979879900115,0.208914482734979,-0.452807228831593,0.650687557841727,0.999777910210102
"36","GB40053",13,4,5,5,7,12,3,4,9,1,6,4,0,5,6,2,2,11,3,4,6,18,6,4,5.57522555002673,0.206483419850314,0.386717576606655,0.533938544149329,0.59338405370928,0.999777910210102
"37","GB40054",4603,2108,2779,1749,2441,4802,3040,3043,3015,1113,2259,1143,2099,2920,2987,2387,4155,2667,2522,1314,3299,2716,1267,2939,2606.19276029943,0.0542038513899474,0.2173279083911,0.249410449818544,0.803043302724742,0.999777910210102
"38","GB40056",285,120,237,253,361,251,298,226,305,115,240,169,169,301,224,265,258,304,326,93,236,290,135,312,229.86732008403,-0.00264538215351009,0.119715675243615,-0.0220972078061363,0.982370413781404,0.999777910210102
"39","GB40057",582,400,576,183,627,444,718,690,760,297,444,435,619,855,564,479,394,567,479,257,707,1066,371,361,513.062551780282,-0.0770091937438915,0.159322340342287,-0.483354648057801,0.628843943959058,0.999777910210102
"40","GB40058",64,60,58,5,34,43,87,96,75,28,38,25,82,63,60,40,60,50,40,34,86,56,42,45,53.0187052301124,-0.128801650946393,0.287093059723712,-0.44864076850324,0.653690819275424,0.999777910210102
"41","GB40059",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0513705944242982,-0.216752316744886,3.00317535619469,-0.0721743791276749,0.942463134480333,0.999777910210102
"42","GB40060",0,1,1,0,0,0,1,2,2,0,1,0,0,0,2,2,0,1,1,0,1,0,0,0,0.58414639179422,0.162105017483201,0.91647522707146,0.176878777183315,0.859603609119401,0.999777910210102
"43","GB40061",24,16,29,9,36,10,34,32,12,10,33,21,17,89,29,11,10,28,12,8,31,85,16,12,22.7523983365454,-0.2198321103497,0.301593369695627,-0.728902331545147,0.466061408490144,0.999777910210102
"44","GB40063",237,132,154,114,207,158,244,210,249,113,167,144,134,167,157,245,182,172,195,102,165,166,82,239,168.727844697925,0.0882204887335148,0.144565840009802,0.610244361513986,0.541699947389992,0.999777910210102
"45","GB40064",193,97,384,65,118,247,447,181,348,66,106,112,149,183,332,269,91,124,150,36,157,219,22,142,165.936388767108,0.404923223761038,0.315981995765866,1.2814756194561,0.200026658120951,0.999777910210102
"46","GB40065",0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0.239279715105143,1.03490920647397,2.14224591573883,0.483095427499993,0.629027980568192,0.999777910210102
"47","GB40066",0,1,1,0,0,0,0,0,0,0,3,1,1,0,1,0,1,0,0,0,0,2,0,0,0.464733663483759,0.317431660577581,1.12192557384237,0.282934686558968,0.777226904460131,0.999777910210102
"48","GB40067",113,36,124,140,221,108,128,182,140,81,159,120,60,249,99,101,72,131,170,91,153,257,72,122,121.204234844581,0.0383464576693816,0.140097814266085,0.273712033769142,0.784305929194667,0.999777910210102
"49","GB40069",18,16,11,5,18,17,41,19,12,18,30,37,15,45,48,31,10,54,76,24,26,195,7,30,29.3819243357622,-0.945781599501906,0.342629405202225,-2.76036319458247,0.00577371340364478,0.999777910210102
"50","GB40070",151,99,114,120,204,121,177,122,187,81,142,136,97,202,132,128,91,151,214,73,142,190,93,152,132.780819652581,0.0444211958564106,0.0913725051202455,0.486154952170269,0.626857307847587,0.999777910210102
