"","ID","C.1","C.2","C.3","T.1","T.2","T.3","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"38","gnl|Amel_4.5|GB48497-RA",1734,692,193,70,60,4,317.352411698717,3.98168626306537,0.645410860212159,6.16922724503971,6.86245427383204e-10,1.96850468220879e-07
"39","gnl|Amel_4.5|GB52526-RA",845,263,128,61,18,10,153.451885461732,3.37274261105625,0.549674122661568,6.13589483660818,8.46811638088208e-10,2.29927045340818e-07
"40","gnl|Amel_4.5|GB53927-RA",3422,3217,963,410,190,51,1206.187924198,3.55792515263403,0.580126430662318,6.13301681251107,8.62280312547603e-10,2.29927045340818e-07
"41","gnl|Amel_4.5|GB49283-RA",745,635,236,57,75,12,257.927636960449,3.42951274604127,0.561390328852305,6.10896299737208,1.00280572432229e-09,2.60876240381014e-07
"42","gnl|Amel_4.5|GB41910-RA",1010,379,154,41,28,34,200.520950652318,3.21759102921651,0.527787895058155,6.09637140098102,1.08503160166768e-09,2.75546358652082e-07
"43","gnl|Amel_4.5|GB41519-RA",3002,1374,765,406,293,148,807.778115907488,2.26124944271268,0.371296398872942,6.09014644250961,1.12807450810723e-09,2.79814946592366e-07
"44","gnl|Amel_4.5|GB52469-RA",429,198,82,35,14,7,97.0280284259182,3.3399932328523,0.549323812153236,6.08019015188914,1.2004010567973e-09,2.90988128904545e-07
"45","gnl|Amel_4.5|GB40109-RA",1125,817,366,104,52,58,370.344499186384,3.10572120688336,0.516707320187609,6.01060036415918,1.84837536417235e-09,4.3810603631694e-07
"46","gnl|Amel_4.5|GB55426-RA",5701,2330,760,534,200,120,1160.17680475433,2.94885759254794,0.495688405653045,5.94901466106106,2.69761478737739e-09,6.25494767873201e-07
"47","gnl|Amel_4.5|GB43946-RA",66,20,22,219,205,151,118.8433918656,-2.90704487678331,0.49153622635273,-5.91420269947143,3.33486997008704e-09,7.56802619169114e-07
"48","gnl|Amel_4.5|GB45615-RA",116,53,29,0,0,0,25.6569346448915,8.02575049880791,1.35885388720138,5.90626451776747,3.49951917206478e-09,7.7762232269256e-07
"49","gnl|Amel_4.5|GB50132-RA",385,241,132,41,38,12,121.977203515086,2.88794113582167,0.490883318401529,5.88315191729415,4.02526136455417e-09,8.76192606414995e-07
"50","gnl|Amel_4.5|GB41471-RA",2111,1264,512,266,95,74,591.864754161796,2.89498946008888,0.493432220087637,5.8670458519606,4.43628026466755e-09,9.46347306058882e-07
