"","ID","C.1","C.2","C.3","T.1","T.2","T.3","baseMean","log2FoldChange","lfcSE","stat","pVal","adjPVal"
"1","gnl|Amel_4.5|GB48228-RA",6695,1409,846,3,31,4,938.03631419688,7.23550070757841,0.699871638939051,10.3383253514128,4.7272597683679e-25,5.0420952689412e-21
"2","gnl|Amel_4.5|GB44580-RA",1025,619,161,20,9,2,235.142874442946,5.62623604902471,0.628271394953295,8.95510458413112,3.39413726172669e-19,1.81009340167885e-15
"3","gnl|Amel_4.5|GB44112-RA",7802,1398,396,6,22,27,891.34458814256,6.18442244159585,0.766177968587179,8.07178318243714,6.92788209267225e-16,2.46309301334807e-12
"4","gnl|Amel_4.5|GB40701-RA",5059,2135,870,391,237,95,1090.19417127631,3.11537808439225,0.422579196825212,7.37229401683215,1.67716614539721e-13,4.47216352670165e-10
"5","gnl|Amel_4.5|GB47955-RA",1245,456,195,59,30,28,242.293253139861,3.45387488170053,0.477662862819689,7.23077959486315,4.80229198139055e-13,1.02442492547023e-09
"6","gnl|Amel_4.5|GB50438-RA",2762,664,367,161,98,39,452.008290663357,3.12250893976146,0.435170057104028,7.17537635870709,7.21085399093578e-13,1.28184947778868e-09
"7","gnl|Amel_4.5|GB54714-RA",1211,371,206,77,59,17,229.154560424746,3.11741914493838,0.436462565699859,7.14246625008874,9.1671029901697e-13,1.39680457847357e-09
"8","gnl|Amel_4.5|GB45052-RA",1441,1765,978,131,49,54,744.196665714606,4.12543889315492,0.584997391559489,7.05206374024559,1.76283410573895e-12,2.35029857147645e-09
"9","gnl|Amel_4.5|GB46422-RA",3711,660,688,236,131,64,620.131427103935,3.01053394552789,0.429832029042938,7.00397769852361,2.48795733497587e-12,2.94850588165029e-09
"10","gnl|Amel_4.5|GB48604-RA",724,583,176,48,36,18,225.391225832569,3.631328654846,0.525992365828635,6.90376684293754,5.06413933009228e-12,5.40141100947643e-09
"11","gnl|Amel_4.5|GB45017-RA",699,572,243,36,5,14,232.510059487716,4.55505287798448,0.662508676227691,6.87546147157022,6.17895058766679e-12,5.991335178914e-09
"12","gnl|Amel_4.5|GB43716-RA",8106,13166,3337,743,374,291,4251.99480909699,4.07390303999342,0.60255170303558,6.76108459982705,1.36962514613412e-11,1.21736848405554e-08
"13","gnl|Amel_4.5|GB40335-RA",442,538,256,25,39,15,216.791582003152,3.92104764638884,0.586958508091304,6.68028079044201,2.38484862507186e-11,1.63080329404994e-08
"14","gnl|Amel_4.5|GB45655-RA",613,580,141,22,2,10,197.669336385493,4.99180269703147,0.747662207370555,6.6765481093221,2.44635783843982e-11,1.63080329404994e-08
"15","gnl|Amel_4.5|GB47352-RA",2282,2689,986,214,208,86,1025.38757080176,3.49133397842037,0.522205234348297,6.68575063744332,2.29743945217837e-11,1.63080329404994e-08
"16","gnl|Amel_4.5|GB53362-RA",786,577,201,42,8,1,224.69254217084,4.95881460954361,0.74025805461715,6.69876481399211,2.10188552507674e-11,1.63080329404994e-08
"17","gnl|Amel_4.5|GB51828-RA",511,302,141,45,29,11,143.338982966465,3.27623856285859,0.491727844800128,6.66270701873772,2.68829246967156e-11,1.68666632244217e-08
"18","gnl|Amel_4.5|GB47453-RA",2612,1026,433,195,117,88,554.345196801084,2.82088107547954,0.429628375698223,6.56586304592917,5.17323471594643e-11,3.06542897112692e-08
"19","gnl|Amel_4.5|GB41604-RA",3771,1839,749,395,273,124,932.197694422023,2.65684358160678,0.407328510813635,6.52260647382566,6.90959795427472e-11,3.70137110696365e-08
"20","gnl|Amel_4.5|GB46296-RA",224,274,167,21,15,4,119.372567187493,4.18821553358569,0.642173538864556,6.52193726479448,6.94050460709478e-11,3.70137110696365e-08
"21","gnl|Amel_4.5|GB48238-RA",1428,529,333,155,120,54,338.595116105091,2.40939486672134,0.370308549582503,6.50645217194624,7.69463855916052e-11,3.90814356533362e-08
"22","gnl|Amel_4.5|GB43800-RA",1070,482,269,103,74,47,274.066254060175,2.62806668108966,0.4083575517321,6.43569996426508,1.22905603668386e-10,5.64060993899576e-08
"23","gnl|Amel_4.5|GB53644-RA",950,504,253,109,62,26,258.740732249892,2.88401966000736,0.448370984098474,6.43221743219217,1.2575567000132e-10,5.64060993899576e-08
"24","gnl|Amel_4.5|GB55591-RA",11385,11198,3894,1321,1074,388,4424.78627944779,3.17537032990972,0.493774177358274,6.43081488565922,1.26921656230919e-10,5.64060993899576e-08
"25","gnl|Amel_4.5|GB50722-RA",213,204,71,8,8,6,77.0060765266381,4.23620362280782,0.661253708278996,6.40632115898922,1.49072783952474e-10,6.36004125454837e-08
"26","gnl|Amel_4.5|GB43618-RA",23951,7957,4561,2407,1189,370,4908.60253635898,2.88385567648166,0.451282517342881,6.39035541075599,1.65500631603633e-10,6.78934514109366e-08
"27","gnl|Amel_4.5|GB45681-RA",331,146,38,11,7,3,63.4260769798492,4.15614400552112,0.656391765159704,6.33180400200467,2.42311175547312e-10,9.57218888291716e-08
"28","gnl|Amel_4.5|GB41455-RA",1040,249,233,2137,2382,873,1062.1233781695,-2.3104352198627,0.367125727993974,-6.29330783349682,3.10771171769672e-10,1.03583916190479e-07
"29","gnl|Amel_4.5|GB48503-RA",553,190,87,30,17,2,102.890173105741,3.74437559987341,0.593967398710175,6.30400861731549,2.90044356971131e-10,1.03583916190479e-07
"30","gnl|Amel_4.5|GB55395-RA",1409,1413,623,159,89,71,591.570545001063,3.28772734733447,0.520831060476429,6.312464053751,2.74627264222177e-10,1.03583916190479e-07
"31","gnl|Amel_4.5|GB55498-RA",500,412,172,46,38,7,172.832414874778,3.53991335153634,0.561737252409162,6.30172440292052,2.94352219882031e-10,1.03583916190479e-07
"32","gnl|Amel_4.5|GB55736-RA",1906,747,245,87,36,50,366.60526159732,3.40964470651043,0.541552729303376,6.29605303789423,3.05319941873353e-10,1.03583916190479e-07
"33","gnl|Amel_4.5|GB40349-RA",2377,563,563,5240,9743,2417,3228.23255416714,-2.76457017084818,0.44009639276607,-6.28173785627384,3.34809058711745e-10,1.08214346067257e-07
"34","gnl|Amel_4.5|GB46960-RA",587,201,88,32,17,2,107.738804679377,3.76277954002176,0.602517898766933,6.24509171880598,4.23551501062651e-10,1.32870597362771e-07
"35","gnl|Amel_4.5|GB42152-RA",4877,1809,1282,689,411,214,1225.21156359826,2.2532930745798,0.36392013762893,6.1917240668813,5.95096644192701e-10,1.8135145162741e-07
"36","gnl|Amel_4.5|GB54761-RA",1586,1066,274,104,104,53,429.803742935404,3.11190076304778,0.503802390949514,6.17682809560072,6.54022164144137e-10,1.93772233410038e-07
"37","gnl|Amel_4.5|GB43095-RA",3052,1548,769,406,207,78,811.598847586305,2.75053205402671,0.446095684285989,6.16578942795458,7.01323625763492e-10,1.96850468220879e-07
