"","ID","S1.1","S1.2","S1.3","S3.1","S3.2","S3.3","logFC","AveExpr","t","pVal","adjPVal","B"
"1","20277",0.802444419,0.802444419,0.802444419,2.412894115,2.400776787,3.457575535,-1.28585364881108,2.94080138255328,-9.05337935604045,0.000111648113906276,0.335686136892638,1.23401654789355
"2","21932",0.802444419,0.802444419,0.802444419,2.528801926,2.400776787,2.519621769,-1.17820879352464,2.88514220583943,-9.79216605116009,7.20668558755929e-05,0.335686136892638,1.25904582379327
"3","28735",0.802444419,0.802444419,0.802444419,2.412894115,3.364437003,2.664562324,-1.31242504425919,2.95600272547009,-9.90546305079992,6.75652356136403e-05,0.335686136892638,1.58849892833983
"4","30606",0.802444419,0.802444419,0.802444419,2.634493029,2.400776787,2.79429905,-1.23670884806545,2.91432363277352,-10.45606243218,4.98403937245827e-05,0.335686136892638,1.56194235882273
"5","31594",0.802444419,0.802444419,0.802444419,2.634493029,3.181867923,3.340484327,-1.41760192475997,3.00854285369527,-12.5057495447717,1.80332544109858e-05,0.335686136892638,2.57539637209353
"6","3194",0.802444419,0.802444419,0.802444419,2.412894115,2.970397346,2.440040652,-1.22898703157181,2.91244818034,-9.65046747159307,7.81957283689448e-05,0.335686136892638,1.323279432925
"7","34903",0.802444419,0.802444419,0.802444419,2.528801926,2.400776787,2.59424315,-1.18975720183618,2.89101199219126,-9.92113924831418,6.69684370881605e-05,0.335686136892638,1.31801324339086
"8","38111",0.802444419,0.802444419,0.802444419,2.284122113,2.400776787,2.854499165,-1.18553432180046,2.89017633730254,-9.07884283951641,0.000109919057835245,0.335686136892638,1.05683543537211
"9","38440",0.802444419,0.802444419,0.802444419,2.284122113,3.525391014,2.731104899,-1.3177821116055,2.95994631197923,-9.07341061764892,0.00011028530455723,0.335686136892638,1.31519718099421
"10","38744",0.802444419,0.802444419,0.802444419,2.634493029,2.400776787,2.664562324,-1.21771060313837,2.90466270859518,-10.3196895424551,5.36675376166392e-05,0.335686136892638,1.48355893275492
"11","41019",0.802444419,0.802444419,0.802444419,2.412894115,2.970397346,3.119595914,-1.32601747432235,2.96244693745974,-10.7073499200084,4.35877397607867e-05,0.335686136892638,1.85916216841938
"12","42854",0.802444419,0.802444419,0.802444419,2.906502055,3.364437003,2.664562324,-1.39206837611694,2.99364236168015,-12.51800882189,1.7932545954909e-05,0.335686136892638,2.48522003030502
"13","45856",0.802444419,0.802444419,0.802444419,2.528801926,3.364437003,2.731104899,-1.34181744045738,2.97038865576279,-10.782703895358,4.18938228823847e-05,0.335686136892638,1.92022438665492
"14","46151",0.802444419,0.802444419,0.802444419,2.412894115,2.400776787,2.912002562,-1.2162286849005,2.90513502318374,-9.63972610505643,7.86844844746231e-05,0.335686136892638,1.29120241677643
"15","51801",0.802444419,0.802444419,0.802444419,2.284122113,2.717845277,2.854499165,-1.23327778567085,2.91511894957105,-9.64410239117052,7.84849270832281e-05,0.335686136892638,1.33212817337594
"16","54597",0.802444419,0.802444419,0.802444419,3.323111951,2.400776787,2.354658205,-1.27001306693998,2.92763393579061,-9.48572619396978,8.60966118146308e-05,0.335686136892638,1.33203034233826
"17","62960",0.802444419,0.802444419,0.802444419,2.412894115,2.400776787,2.519621769,-1.1586077611156,2.8757598768838,-9.44136985298104,8.8379658160198e-05,0.335686136892638,1.12140944495162
"18","65606",0.802444419,0.802444419,0.802444419,2.284122113,2.400776787,2.59424315,-1.14751207958674,2.87075786824948,-9.03984529698567,0.000112579942418918,0.335686136892638,0.978695141729839
"19","66789",0.802444419,0.802444419,0.802444419,2.634493029,2.970397346,2.59424315,-1.28995055563321,2.94236973506275,-11.2326242872435,3.32359385187382e-05,0.335686136892638,1.89450388881905
"20","72857",0.802444419,0.802444419,0.802444419,2.284122113,3.181867923,3.166774704,-1.33593871265384,2.96891180911576,-9.78271616248376,7.24578066409695e-05,0.335686136892638,1.60517662461203
