"","ID","S1.1","S1.2","S1.3","S3.1","S3.2","S3.3","logFC","AveExpr","t","pVal","adjPVal","B"
"1","10932",3.189934035,2.970397346,3.019892689,0.802444419,0.802444419,0.802444419,1.47344013965869,3.01258769839307,15.5009390274461,5.56390222918526e-06,0.182457757213235,-0.152715054470592
"2","63013",0.802444419,0.802444419,0.802444419,2.708883726,3.543105605,3.680652147,-1.5109416320599,3.05709371229413,-14.1097418551173,9.53559289939993e-06,0.182457757213235,0.246985867061334
"3","68559",0.802444419,0.802444419,0.802444419,3.219282553,3.491326922,2.629277496,-1.44427073598381,3.01983687800685,-14.1718970397798,9.29895889914437e-06,0.182457757213235,-0.133082632441817
"4","9958",0.802444419,0.802444419,0.802444419,3.070193613,3.323111951,2.629277496,-1.40238975212382,2.99964637061864,-14.0041109058521,9.95405113001827e-06,0.182457757213235,-0.336138999494457
"5","10697",0.802444419,0.802444419,0.802444419,2.480108018,3.131044685,3.255648587,-1.37232756014574,2.98768504169456,-12.1923192148868,2.19031511310619e-05,0.199449688090151,-0.545014863761407
"6","18951",0.802444419,0.802444419,0.802444419,2.480108018,2.731821462,2.629277496,-1.23010964797368,2.91580676451014,-11.232364951904,3.48190856126771e-05,0.199449688090151,-1.14094514302686
"7","22551",0.802444419,0.802444419,0.802444419,2.480108018,2.731821462,2.629277496,-1.23010964797368,2.91580676451014,-11.232364951904,3.48190856126771e-05,0.199449688090151,-1.14094514302686
"8","25919",0.802444419,0.802444419,0.802444419,2.902131009,4.117892782,2.629277496,-1.47649146968205,3.03346697282962,-11.6343464662674,2.85526114450635e-05,0.199449688090151,-0.172271261968219
"9","26654",0.802444419,0.802444419,0.802444419,2.902131009,2.906502055,2.134442499,-1.24090609677457,2.91892105487627,-9.86451149154246,7.20945849212906e-05,0.199449688090151,-1.22383829374656
"10","26767",0.802444419,0.802444419,0.802444419,4.760433252,3.198162033,2.629277496,-1.57176930904242,3.08485308753293,-10.539853603641,4.97923925860535e-05,0.199449688090151,0.18774488492625
"11","27702",3.189934035,2.400776787,2.731104899,0.802444419,0.802444419,0.802444419,1.34507753083537,2.94889346062599,10.8610030475423,4.2071927052223e-05,0.199449688090151,-0.948110015704191
"12","31610",0.802444419,0.802444419,0.802444419,3.219282553,2.528801926,2.629277496,-1.30355859538748,2.95348334158355,-11.2815281514699,3.39724399881213e-05,0.199449688090151,-0.879938041975276
"13","33353",0.802444419,0.802444419,0.802444419,3.353473394,3.262081821,2.134442499,-1.35203007613613,2.97274786851876,-9.85403306138676,7.25227422480962e-05,0.199449688090151,-0.860992060583035
"14","34080",0.802444419,0.802444419,0.802444419,4.851423497,4.499621426,2.629277496,-1.73403722165043,3.16147833740217,-11.3351117049388,3.30768230648867e-05,0.199449688090151,0.976872910300611
"15","40746",0.802444419,0.802444419,0.802444419,2.708883726,3.437521613,2.629277496,-1.36598825942087,2.98108130325968,-12.4238457669747,1.96864610219649e-05,0.199449688090151,-0.586752428954945
"16","51259",0.802444419,0.802444419,0.802444419,4.712672381,4.083789975,2.629277496,-1.67756464996056,3.13428209899914,-11.7988033780201,2.63745382440119e-05,0.199449688090151,0.815539195369883
"17","52276",0.802444419,0.802444419,0.802444419,3.070193613,3.198162033,2.134442499,-1.30608429615845,2.95026788437476,-9.92925756686712,6.95132105451783e-05,0.199449688090151,-1.01462802742937
"18","58402",3.189934035,2.400776787,2.519621769,0.802444419,0.802444419,0.802444419,1.31187602005148,2.93261683781953,10.1451304961742,6.16503775440258e-05,0.199449688090151,-1.11682357910933
"19","60310",2.57615938,3.525391014,2.440040652,0.802444419,0.802444419,0.802444419,1.37110382430772,2.96123235826406,10.1778911963664,6.05497301999728e-05,0.199449688090151,-0.917482168984246
"20","61243",0.802444419,0.802444419,0.802444419,2.708883726,2.412894115,2.629277496,-1.21345037248629,2.9086088728212,-10.6616745019716,4.66842340412509e-05,0.199449688090151,-1.22306023628902
