"","ID","S1.1","S1.2","S1.3","S3.1","S3.2","S3.3","logFC","AveExpr","t","pVal","adjPVal","B"
"1","31728",0.802444419,0.802444419,0.802444419,3.070193613,2.912002562,3.255648587,-1.45209633721296,3.01616366429437,-14.0457580778314,8.20287593129842e-06,0.6014348632828,-3.57769689461785
"2","30347",0.802444419,0.802444419,0.802444419,3.353473394,2.519621769,3.255648587,-1.43143967909325,3.00514803728234,-11.7297108941517,2.33604436623374e-05,0.687829776982498,-3.63805105343301
"3","6094",3.60822179,3.323111951,2.400776787,0.802444419,0.802444419,0.802444419,1.45559415415537,3.0151666110752,11.3568904153376,2.81436078961742e-05,0.687829776982498,-3.59774783907048
"4","10281",0.802444419,0.802444419,0.802444419,2.480108018,3.494481589,2.134442499,-1.27180381065096,2.92536157645094,-7.95066721478504,0.000211800617974035,0.906346784475026,-3.92023367966874
"5","12116",0.802444419,0.802444419,0.802444419,2.480108018,2.354658205,2.134442499,-1.11048187115269,2.84457986626452,-7.91153812211332,0.000217665019073234,0.906346784475026,-4.05590634325849
"6","18906",2.57615938,1.969199029,2.717845277,0.802444419,0.802444419,0.802444419,1.14826280375047,2.86542786755227,7.76814388245827,0.000240816130699019,0.906346784475026,-4.02801987067098
"7","30472",3.189934035,3.323111951,1.960025921,0.802444419,0.802444419,0.802444419,1.32961818937125,2.94971914223297,8.43223088197811,0.000152717545313868,0.906346784475026,-3.85066340673368
"8","32982",4.409914796,3.687729849,1.960025921,0.802444419,0.802444419,0.802444419,1.50729535042985,3.04030645783541,7.68003522850987,0.000256447418907212,0.906346784475026,-3.56949629880709
"9","4171",2.57615938,2.634493029,1.960025921,0.802444419,0.802444419,0.802444419,1.14295440253809,2.8582224592802,8.19331775260982,0.000179251182461317,0.906346784475026,-4.03154940691909
"10","43367",0.802444419,0.802444419,0.802444419,2.708883726,3.212346128,2.134442499,-1.27310923396869,2.92553321644479,-8.67916684104395,0.000129941726019578,0.906346784475026,-3.9071063371538
"11","46526",2.57615938,1.969199029,2.400776787,0.802444419,0.802444419,0.802444419,1.10010760303014,2.84048525528376,7.60794744564634,0.000270110367747321,0.906346784475026,-4.06403278847673
"12","50007",0.802444419,0.802444419,0.802444419,2.195941712,2.262366414,2.629277496,-1.12725904637757,2.85397041100318,-7.9088540982274,0.000218074098204833,0.906346784475026,-4.04368579360337
"13","51937",0.802444419,0.802444419,0.802444419,2.902131009,2.354658205,2.629277496,-1.25705767216203,2.91781419642086,-9.6873242259399,6.98930059788233e-05,0.906346784475026,-3.91043333132493
"14","53337",2.57615938,2.138459829,2.400776787,0.802444419,0.802444419,0.802444419,1.13325578910282,2.85642740349701,8.4200789376607,0.000153952367394349,0.906346784475026,-4.03083571238757
"15","57278",3.189934035,3.131044685,1.960025921,0.802444419,0.802444419,0.802444419,1.30263605913168,2.93732534853507,8.42671777239701,0.000153276338025221,0.906346784475026,-3.8812896553819
"16","5973",0.802444419,0.802444419,0.802444419,2.195941712,3.256422827,3.255648587,-1.35948775484206,2.97175161830426,-9.15677387948306,9.61384336734702e-05,0.906346784475026,-3.78137612270997
"17","65400",2.57615938,2.634493029,1.960025921,0.802444419,0.802444419,0.802444419,1.14295440253809,2.8582224592802,8.19331775260982,0.000179251182461317,0.906346784475026,-4.03154940691909
"18","68000",0.802444419,0.802444419,0.802444419,2.195941712,2.354658205,2.629277496,-1.14298479272197,2.86187263102052,-8.13317708223789,0.000186745351751661,0.906346784475026,-4.02918798793046
"19","72233",3.189934035,2.412894115,2.400776787,0.802444419,0.802444419,0.802444419,1.26605321244402,2.92396440576576,9.3820865882158,8.38002206449823e-05,0.906346784475026,-3.89769501994591
"20","884",2.57615938,2.138459829,2.400776787,0.802444419,0.802444419,0.802444419,1.13325578910282,2.85642740349701,8.4200789376607,0.000153952367394349,0.906346784475026,-4.03083571238757
