"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB41259",167,138,241,174,97,165,75,140,204,79,149,118,0.313445238502881,4.40894634794475,2.40332027512132,0.030813662451884,0.999832482251869,-4.22159114031456
"2","GB41311",854,1824,797,1703,527,866,217,480,1178,284,1217,340,0.993892613124783,6.75230290419035,2.87864002078847,0.0122338553642109,0.999832482251869,-4.08315668527633
"3","GB41517",45,58,54,51,27,83,99,67,110,49,89,46,-0.582181363038074,3.22848188588756,-2.58749410611437,0.0216141187039175,0.999832482251869,-4.30677387321916
"4","GB41647",94,75,126,153,13,207,31,30,70,15,132,31,1.07730217605916,3.17639036968994,2.37209576989632,0.0327051367944445,0.999832482251869,-4.35655226647178
"5","GB41736",20,17,11,28,35,29,21,6,1,25,4,4,1.77967996768043,0.932484992211979,2.48329557768024,0.0264329691545861,0.999832482251869,-4.4806247670495
"6","GB42225",19,11,25,32,11,19,10,12,11,6,17,8,0.769676027701104,1.11498692310478,2.99693673719426,0.00968882528281809,0.999832482251869,-4.42321378395141
"7","GB42539",25,32,47,66,10,30,25,11,11,14,13,1,1.65979589129311,1.42921388656195,3.24619142966099,0.00591604155440198,0.999832482251869,-4.38605429707494
"8","GB42870",5,3,6,15,3,6,14,8,11,8,11,12,-0.868999089352058,0.311942034700877,-2.49941848626604,0.0256251267186706,0.999832482251869,-4.49857076691621
"9","GB43202",194,117,196,228,75,162,97,160,106,117,115,49,0.578885606935652,4.26113102106159,2.37183403059555,0.0327214488634779,0.999832482251869,-4.24772304858715
"10","GB43298",17,19,26,40,15,34,11,6,16,7,6,37,1.07318511253275,1.35332680714117,2.64750596782127,0.01923568704837,0.999832482251869,-4.44255450778829
"11","GB43571",1451,3783,1483,1025,519,466,125,1009,379,639,773,80,1.63850409969995,6.59737907872916,2.46396629886462,0.0274336427471469,0.999832482251869,-4.20317931324463
"12","GB43696",11,7,9,14,4,16,24,13,18,11,24,10,-0.739036556960769,0.954210045280668,-2.38537747587855,0.0318874646149233,0.999832482251869,-4.48437169650036
"13","GB43729",33,39,39,47,23,35,15,22,37,16,35,19,0.538712248422441,2.14103785406125,2.78946517035914,0.0145762132270917,0.999832482251869,-4.37168407235167
"14","GB43772",24,34,33,36,12,21,8,9,11,27,12,8,1.13800314842475,1.41759170645672,3.23956574407287,0.00599422952349299,0.999832482251869,-4.38270375439589
"15","GB45040",932,570,839,1187,758,676,232,832,857,474,383,425,0.6963135822431,6.58500348511614,2.5198654000199,0.0246346478639953,0.999832482251869,-4.17563582537144
"16","GB46198",20,15,33,10,9,11,1,6,11,5,13,11,1.05538245323783,0.639890839749257,2.35235482641643,0.0339573408558849,0.999832482251869,-4.49973613905675
"17","GB46222",237,134,201,342,18,122,115,66,93,41,45,30,1.23116773643239,3.75346927918064,2.57764951225914,0.0220304834721598,0.999832482251869,-4.25717684822888
"18","GB46527",35,31,78,39,20,72,18,38,56,12,22,15,0.731795145480184,2.26995121061738,2.65420295184272,0.0189865426614556,0.999832482251869,-4.3808131071543
"19","GB46528",268,267,395,364,149,344,181,220,356,144,194,112,0.535039606723756,5.15588304926242,3.54499109912649,0.00327349398671536,0.999832482251869,-3.80052347583228
"20","GB46668",16,40,43,22,19,9,7,8,5,12,20,5,1.27990843498485,1.11309964522713,2.53073766174932,0.0241230598447165,0.999832482251869,-4.46681003618225
"21","GB46726",6,9,19,6,6,13,4,5,10,5,2,2,0.968979094687389,0.00872488896957716,2.38845850905281,0.0317005807686614,0.999832482251869,-4.51389219576151
"22","GB47557",8,4,9,15,5,21,13,18,23,9,16,21,-0.84481929497093,0.931077047859055,-2.75271136090279,0.01566452372622,0.999832482251869,-4.45432254739994
