"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40217",56,27,95,42,63,157,91,147,212,231,123,60,-0.788693588521631,3.80334503653521,-2.60251717728783,0.0210020184376067,0.999882524009716,-4.2442964599995
"2","GB40228",4,1,3,1,6,23,4,13,40,47,17,5,-1.6597006094044,0.284638889386378,-2.60488914257396,0.0209055735984063,0.999882524009716,-4.4919721980394
"3","GB41736",20,17,28,35,25,29,21,6,11,1,4,4,2.40363919074841,0.932484992211979,4.23713132026919,0.000845477338028887,0.999882524009716,-4.35975852160528
"4","GB42084",921,944,1302,346,356,1010,1224,1523,1478,1809,1554,735,-0.644251899709746,7.23925833649641,-2.9702292240812,0.010219364439774,0.999882524009716,-4.09861245635683
"5","GB42310",892,254,1727,739,194,414,797,1291,1314,4074,2885,2439,-1.50913277569051,7.25341794697123,-3.13745324993545,0.00734299186488638,0.999882524009716,-4.05990902470802
"6","GB42739",705,478,1012,386,424,992,910,1120,1055,1609,1028,623,-0.457124387328108,6.93039786169912,-2.88402058837022,0.0121115513943826,0.999882524009716,-4.09405841590024
"7","GB43202",194,117,228,75,117,162,97,160,196,106,115,49,0.619064567406313,4.26113102106159,2.62206470443638,0.0202198715868684,0.999882524009716,-4.17372521818593
"8","GB43338",244,212,276,160,175,341,332,401,423,387,383,244,-0.379439516700018,5.45261292077131,-2.77267167611642,0.0150713674015561,0.999882524009716,-4.03748584948427
"9","GB43362",124,110,199,66,78,261,153,211,365,443,242,134,-0.608794017814008,4.72044583868069,-3.04391650306318,0.00883539898054383,0.999882524009716,-4.00295163274237
"10","GB43624",16,19,11,9,16,10,4,4,8,10,13,9,0.997542663749833,0.662553588320937,2.71459222082682,0.0168846858641261,0.999882524009716,-4.46965714854941
"11","GB43772",24,34,36,12,27,21,8,9,33,11,12,8,1.26560418936231,1.41759170645672,3.84946873480168,0.00179839845037253,0.999882524009716,-4.3300541382936
"12","GB43778",199,98,280,169,116,205,95,108,116,106,119,137,0.878044126985783,4.40655889808207,3.83264315118772,0.00185876629549776,0.999882524009716,-3.83150002601562
"13","GB45040",932,570,1187,758,474,676,232,832,839,857,383,425,0.767723196078134,6.58500348511614,2.94594703660604,0.0107207126475908,0.999882524009716,-4.04123958015803
"14","GB45364",58,34,70,16,24,60,65,70,100,124,70,41,-0.620418370815551,3.0487689098258,-2.86872939360508,0.0124814195511674,0.999882524009716,-4.27574385162295
"15","GB45690",240,148,299,131,98,278,373,451,389,534,313,199,-0.679955926287094,5.30724733216641,-3.4823575679881,0.00370858907095973,0.999882524009716,-3.82326601808138
"16","GB45700",3090,4091,2772,2917,2246,3189,4331,7386,8758,8877,5997,3984,-0.747593340187954,9.37969718954693,-3.40994387850155,0.00428021328527289,0.999882524009716,-4.17528754602197
"17","GB45713",220,147,289,125,158,285,124,211,237,216,175,162,0.360968847230124,4.86068344217287,2.72334771438013,0.0165983206751807,0.999882524009716,-4.07363331775667
"18","GB45955",887,948,1180,555,674,1738,1294,1989,2652,3065,1234,1899,-0.771493291216406,7.68083028241409,-4.02207832377398,0.00128317024966659,0.999882524009716,-3.90611084127796
"19","GB46096",1,1,15,1,3,6,2,70,17,69,12,7,-2.18241930919051,0.172294100213239,-2.76538229097002,0.0152880783879679,0.999882524009716,-4.48246126843952
"20","GB46276",198,239,82,155,137,196,90,26,0,77,173,72,2.685395030391,3.468202954576,2.58406000527779,0.0217673149727173,0.999882524009716,-4.3076199315797
"21","GB46486",54,36,37,42,30,46,21,24,50,26,43,24,0.671395799111095,2.42842291354414,2.58233115673121,0.021840362065481,0.999882524009716,-4.37704963762194
"22","GB46984",448,609,528,336,335,825,890,950,1360,1247,1148,605,-0.756691325659328,6.74695341503455,-4.46449344058664,0.000546556263091406,0.999882524009716,-3.68708741280286
"23","GB47929",57,39,40,26,52,54,46,135,154,196,47,119,-0.992433715726415,3.35596252711841,-2.86181089244571,0.0126523879500968,0.999882524009716,-4.24364188380144
"24","GB48796",25,38,38,34,17,28,16,17,24,27,25,15,0.755945940119457,1.9219387237519,3.10597191972336,0.00781502480184748,0.999882524009716,-4.35038714618427
"25","GB48897",4,5,13,6,6,14,10,10,36,20,28,15,-0.983222500373024,0.862700226227669,-2.78642274550096,0.0146706888661554,0.999882524009716,-4.45628559933259
"26","GB49255",15,17,14,4,7,16,5,4,13,9,9,1,1.18890056487054,0.343161009682672,2.9894859010949,0.00983828080351947,0.999882524009716,-4.4649851678092
"27","GB49416",10,30,17,10,12,22,4,7,19,14,16,4,0.959671563179509,0.917090237123595,2.68249198312185,0.0179762646665676,0.999882524009716,-4.46031940031735
"28","GB50474",257,192,346,123,128,342,191,422,405,695,317,316,-0.472761729745971,5.41867954823586,-2.77060283193142,0.0151325668262766,0.999882524009716,-4.04153567491038
"29","GB50481",7150,6391,8683,5093,5920,7061,16489,12823,15686,14253,13371,8174,-0.71135878859266,10.4872956618498,-3.23586495058752,0.00604274040058659,0.999882524009716,-4.27241161110595
"30","GB50597",137,107,216,70,68,189,244,185,258,215,245,155,-0.510436922438531,4.62153519326275,-2.69075043225253,0.017689053968798,0.999882524009716,-4.11898462597627
"31","GB50651",361,414,273,368,342,442,326,196,289,290,321,269,0.682365026744535,5.61213726465866,2.65405459221657,0.0190003003244668,0.999882524009716,-4.07473016151991
"32","GB50733",83,98,55,43,69,90,42,42,47,50,41,37,0.964064294357358,3.09190082888407,3.9515457632676,0.00147256486046319,0.999882524009716,-4.09279383036492
"33","GB51043",48,60,59,26,30,107,51,127,160,153,120,53,-0.756276067369791,3.44453162759357,-3.18255466095684,0.00671571291765997,0.999882524009716,-4.16641769594914
"34","GB52140",4,2,3,1,6,14,18,9,11,14,14,7,-1.20620991709426,0.136382256736856,-2.72778058267426,0.0164551435225257,0.999882524009716,-4.48810818065952
"35","GB52275",63,54,120,49,44,109,139,186,166,262,97,66,-0.742478912711484,3.90709614557151,-2.91892617417857,0.0113071205888088,0.999882524009716,-4.15470729722313
"36","GB52317",53,4,22,86,91,948,224,278,858,849,299,123,-2.28296885330428,4.45135888155153,-2.6312402793601,0.0198625212482607,0.999882524009716,-4.22230943101788
"37","GB52840",12,4,6,4,4,9,13,20,13,18,20,6,-0.895247430080437,0.568914245874287,-2.70782832211614,0.0171091978847783,0.999882524009716,-4.47530681672062
"38","GB52847",24,25,33,23,20,51,81,95,129,43,66,39,-0.989524489760561,2.77391984474798,-2.85919324500569,0.0127176719966966,0.999882524009716,-4.30998919261689
"39","GB53312",469,399,524,242,245,449,824,827,1288,818,516,383,-0.688967688836804,6.31663698394737,-3.19461187025459,0.00655725110860624,0.999882524009716,-3.94895344069288
"40","GB53385",371,287,450,210,222,617,1008,535,767,987,803,490,-0.888180367072889,6.25487625804291,-4.18310225075145,0.000938539497447634,0.999882524009716,-3.68342115656433
"41","GB53427",378,154,148,116,172,194,166,534,698,916,230,351,-0.904243364199978,5.38116106730932,-2.70766937198661,0.0171145086342662,0.999882524009716,-4.07642131121952
"42","GB53965",172,45,95,80,47,195,114,152,374,297,183,252,-0.930145165058355,4.41457387906737,-2.9943725891674,0.00974382786094747,0.999882524009716,-4.06863004469301
"43","GB54056",215,217,222,120,138,310,287,330,428,410,315,283,-0.519886227882708,5.30153117473375,-3.95247687992937,0.00146988735484128,0.999882524009716,-3.68145924544053
"44","GB54486",510,305,595,136,212,432,834,1755,617,743,674,848,-1.15790585508585,6.33807921681336,-3.88606426007616,0.0016738903746108,0.999882524009716,-3.77467636591583
"45","GB54856",728,589,1038,280,305,710,931,877,1174,1220,1066,508,-0.505441184454323,6.77689354409635,-2.58906777901186,0.0215570551809014,0.999882524009716,-4.1670110359951
"46","GB54859",17,20,15,10,15,21,11,8,17,14,16,7,0.694594313079112,1.11279864763637,2.64196725893667,0.0194524983462457,0.999882524009716,-4.45334104567983
"47","GB55016",7072,3978,6667,3265,2952,5783,1468,4499,4355,3890,2679,4839,0.745475016410806,9.25300917797946,2.83905003535692,0.0132312160884973,0.999882524009716,-4.26560494979137
"48","GB55302",4526,4076,4267,2591,2400,5436,6301,6979,6862,8794,5897,4921,-0.541045046893695,9.56599056900024,-3.15380790325214,0.00710906441577426,0.999882524009716,-4.22967308611405
"49","GB55449",134,170,138,79,79,59,51,49,83,39,70,9,1.50158839256379,3.34170313439458,3.52958396474356,0.00337781949383954,0.999882524009716,-4.12394135655438
"50","GB55701",345,350,571,343,243,631,476,870,793,1442,630,371,-0.52775408863498,6.3262709744641,-2.70084292468519,0.0173441089161852,0.999882524009716,-4.09964182034281
