"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB47579",54,60,43,59,35,104,185,116,164,283,162,317,-1.69085560507001,4.00296953414947,-5.78552257155603,4.91603156087505e-05,0.495634301967422,-3.62861727074992
"2","GB40085",11,4,6,2,3,6,11,9,8,16,11,16,-1.05425263811627,0.273762695310274,-3.14252930410715,0.0072747623672122,0.866925910727549,-4.45406023490251
"3","GB40288",261,296,438,98,137,157,129,120,177,83,125,156,0.907714258593023,4.64003133905261,3.64921534414843,0.00266965898944639,0.866925910727549,-3.80531590716645
"4","GB40673",9765,7472,9417,5764,7274,8554,3050,4746,8149,7263,5683,6159,0.721408781132132,9.99698725987335,3.06372526653751,0.00850178556315596,0.866925910727549,-4.24896168511615
"5","GB40734",60,84,52,43,48,49,64,71,90,117,104,115,-0.593649983422539,3.45024759801309,-3.665750912705,0.00258401818283944,0.866925910727549,-4.04798035161049
"6","GB40907",370,289,341,364,315,619,119,118,147,243,372,181,1.24625876466753,5.31415038783859,4.05053898311143,0.00121555679656353,0.866925910727549,-3.62701860775379
"7","GB41132",58,81,85,28,40,61,39,32,45,56,53,41,0.524214735215951,2.92608574334404,3.33640211709625,0.00495551516769593,0.866925910727549,-4.1931605723167
"8","GB41220",152,260,139,108,84,174,74,47,128,140,178,71,0.720867071614791,4.18086393566514,3.06328568826681,0.00850917580783666,0.866925910727549,-4.04656552625549
"9","GB41266",273,215,364,130,186,267,103,142,238,236,117,168,0.703813491046827,4.87385150295311,3.04843902539513,0.00876255150872919,0.866925910727549,-3.94855228701479
"10","GB41679",11,11,10,10,12,17,0,2,5,1,11,2,2.32097321273882,-0.216090778578885,4.06808706109196,0.00117476123152074,0.866925910727549,-4.41397818823518
"11","GB42261",595,587,743,267,266,538,170,84,478,416,413,315,0.960977894011597,5.76260635972871,3.34386289814346,0.00488283045017228,0.866925910727549,-3.8242023221564
"12","GB42681",227,314,344,178,185,227,122,157,252,220,259,202,0.463556526677809,5.05599726038283,3.15519992867353,0.00709460535371907,0.866925910727549,-3.89103380255159
"13","GB42889",72,104,83,60,49,68,28,45,59,77,75,49,0.566289878085789,3.24056775539224,3.04075410048308,0.00889662352328549,0.866925910727549,-4.20140707826338
"14","GB43786",259,339,320,132,147,187,114,75,253,202,233,145,0.630798716669662,4.8269823825493,3.4313046219253,0.00410658740961586,0.866925910727549,-3.83188016777464
"15","GB44086",79,132,145,69,83,98,46,72,72,89,91,76,0.582568264136201,3.70153207576233,3.4314228830817,0.00410562627103592,0.866925910727549,-4.04346456598268
"16","GB44133",10857,12105,15976,10817,11619,14283,8275,7153,10656,8722,8904,6041,0.817380534365359,10.6000909748275,3.33356313695781,0.00498345698418587,0.866925910727549,-4.24218693209415
"17","GB44311",3397,5512,5175,1738,1927,5203,1509,712,3561,2968,2739,1570,1.04262759697745,8.62624458220765,3.49456114389617,0.00362346903332499,0.866925910727549,-4.0729556372549
"18","GB44939",457,931,636,277,298,529,789,631,687,715,850,914,-0.504069523204461,6.53301166708891,-3.35827673303684,0.00474541874991324,0.866925910727549,-3.88833361926966
"19","GB45012",45,75,54,21,27,50,19,18,48,32,32,32,0.731624949583675,2.42769099570957,3.52796579386713,0.00339186103819988,0.866925910727549,-4.23436151717438
"20","GB45343",171,263,211,140,125,188,124,96,172,217,169,160,0.388749882801872,4.66018190398656,3.09605916077231,0.00797527465559738,0.866925910727549,-3.9540039461494
"21","GB45689",300,394,322,197,219,364,155,141,320,246,318,221,0.56656993614752,5.29111543935037,3.29244698909148,0.00540626973068735,0.866925910727549,-3.83153738539237
"22","GB45748",11,14,33,3,5,74,47,143,61,98,76,50,-2.11204690744935,2.31155965129317,-3.96444331626367,0.00143770706410228,0.866925910727549,-4.23151754952114
"23","GB46013",1347,1485,1239,910,1004,1359,886,680,784,1292,1142,821,0.611608946943566,7.33369037601979,3.66267371789259,0.00259974230605974,0.866925910727549,-3.90674430654771
"24","GB46320",28,43,33,20,18,30,21,13,26,21,25,20,0.589811675329718,1.8995983873728,3.0566951060217,0.00862074350227327,0.866925910727549,-4.34992931220074
"25","GB46515",5,7,13,5,9,11,16,11,13,28,17,22,-0.957944492728355,0.893266744753121,-3.08863253777947,0.00809327078295904,0.866925910727549,-4.4256803252918
