"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40069",31,54,76,18,30,37,5,10,18,12,7,30,1.64594458201734,1.70872903684336,4.92070801280591,0.000229895011965426,0.999960268831471,-4.23065444368101
"2","GB40083",1261,299,1385,251,528,1100,303,359,499,349,181,378,0.967728245145882,6.15789259963688,2.75424214624554,0.0155932000853476,0.999960268831471,-4.07533147485936
"3","GB40148",2457,2838,2175,1777,1151,1347,512,395,1706,403,1303,627,1.39682179473176,7.45300505933923,3.20136952715907,0.00645058617400282,0.999960268831471,-4.06061028379533
"4","GB40411",40,69,92,39,70,19,85,105,141,103,41,98,-0.843930806506644,3.35694128648018,-3.30432903264157,0.00525906174816038,0.999960268831471,-4.15508938647813
"5","GB40468",9,6,11,6,10,3,9,18,21,17,8,23,-1.03492810691436,0.71810183514489,-3.44474122211043,0.00398081980229676,0.999960268831471,-4.41588402325584
"6","GB41361",1740,434,1855,396,355,1405,141,60,235,19,196,250,2.95964095338918,5.52946674720389,4.39305801209302,0.000622539568851893,0.999960268831471,-3.7528707617339
"7","GB42409",207,105,420,71,44,122,33,19,128,13,54,60,1.68882383878954,3.42462690517874,2.81113665152798,0.0139464183401464,0.999960268831471,-4.251947011911
"8","GB42410",5212,3535,3381,2820,540,2518,371,173,569,70,1418,976,2.67655993651019,7.24650681037235,3.22027127067927,0.00621326507120822,0.999960268831471,-4.05014311516291
"9","GB42621",6349,2477,6161,2313,779,5052,674,456,1659,739,1696,2461,1.51555593054378,8.13534699271654,2.76815625250776,0.0151737395901454,0.999960268831471,-4.21593959053659
"10","GB42637",288,96,156,195,80,302,61,34,42,37,121,132,1.48628149850571,3.95764553914245,2.73499948062554,0.0161919745899802,0.999960268831471,-4.20085668915029
"11","GB42927",41,38,38,16,39,32,11,19,29,35,10,23,0.738710557388586,1.97146801991791,3.26276904863477,0.0057110011191976,0.999960268831471,-4.32993362049663
"12","GB42981",1151,1370,2556,667,964,1218,486,632,1094,298,523,514,1.10682939716076,6.96958550464652,3.57026321815426,0.00310456349180658,0.999960268831471,-3.92031461486845
"13","GB44043",30,52,40,19,12,9,24,1,11,13,3,11,1.51311897033718,1.04677149073647,2.73157321501835,0.0163009138265616,0.999960268831471,-4.45391237680977
