"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40217",56,27,95,42,157,60,91,147,212,231,63,123,-0.92292626199659,3.80334503653521,-3.44106813193791,0.00401767997428486,0.995912457020728,-4.04546854661322
"2","GB40228",4,1,3,1,23,5,4,13,40,47,6,17,-1.87492927317015,0.284638889386378,-3.1460337573933,0.00720967368834695,0.995912457020728,-4.45666543886392
"3","GB40472",0,2,12,0,12,1,7,13,6,15,5,24,-2.04971250943765,-0.402053417359801,-3.04031565335609,0.00888759684145854,0.995912457020728,-4.47515966012585
"4","GB40917",15,5,26,15,20,12,36,31,34,43,13,28,-0.880882889686557,1.66614193893117,-2.84421986100348,0.0130839959876235,0.995912457020728,-4.40024110954683
"5","GB41201",2,6,6,2,5,2,8,13,14,11,8,8,-1.24106937617199,-0.0154071046539503,-3.83504994430025,0.00184601007576393,0.995912457020728,-4.43062521232169
"6","GB41228",70,34,52,71,115,25,115,329,212,246,75,123,-1.46242368260843,3.85966550076815,-4.2594353866662,0.000807654202266741,0.995912457020728,-3.89632485023831
"7","GB41447",131,110,158,63,173,121,52,106,151,153,63,119,0.4119737685281,4.07678545922828,2.8532960031662,0.0128525798181814,0.995912457020728,-4.12449555538833
"8","GB41545",2629,3753,3814,1853,2900,2427,3506,5727,7460,5740,2144,4809,-0.530810510413055,9.10292250465566,-2.83511490451706,0.0133202484819815,0.995912457020728,-4.24637640922773
"9","GB42556",424,703,748,202,455,156,443,736,1431,1022,598,778,-0.875572808420196,6.39479001975121,-2.8643130192944,0.0125770646590847,0.995912457020728,-4.045027550109
"10","GB43076",53,95,81,46,75,48,148,98,147,147,66,98,-0.650327492389423,3.71317902270611,-2.943692851426,0.0107563208098747,0.995912457020728,-4.16501888297416
"11","GB43298",17,19,40,15,34,37,11,6,26,16,7,6,1.39829705716183,1.35332680714117,4.06153878706911,0.00118532620189643,0.995912457020728,-4.31928119953499
"12","GB43778",199,98,280,169,205,137,95,108,116,106,116,119,0.850173228540584,4.40655889808207,3.61787366414659,0.00283174056320528,0.995912457020728,-3.86971586767793
"13","GB43788",72,29,32,41,103,58,12,32,42,32,29,15,1.16309489909146,2.46240280000207,3.0703795978439,0.00837451375897306,0.995912457020728,-4.30237808236398
"14","GB44192",82,226,166,93,174,92,334,228,317,342,131,181,-0.756224548223714,4.76498815316199,-2.80817219289622,0.0140440876764099,0.995912457020728,-4.06190191978082
"15","GB44733",49,44,34,23,48,28,75,54,87,88,52,59,-0.714259171003782,2.94380630419309,-3.23413342389382,0.00605481735399793,0.995912457020728,-4.21885064319221
