"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40472",0,2,6,0,12,1,7,13,15,12,5,24,-2.41139780518909,-0.402053417359801,-4.14437925085015,0.00101072807350998,0.676697439264049,-4.41000276030823
"2","GB40514",285,357,360,212,349,330,154,278,407,287,180,250,0.463232703066176,5.41398076182721,3.33007963127551,0.00501111301084884,0.676697439264049,-3.80381438924635
"3","GB40681",21,5,27,12,43,50,3,8,8,3,7,5,2.05103480476292,0.763185451964413,3.80153667846172,0.00197438300426735,0.676697439264049,-4.38638931623044
"4","GB41316",16,10,41,19,37,12,41,59,48,51,26,45,-0.96837753719304,2.19600117990634,-3.4773555546571,0.0037432269536629,0.676697439264049,-4.27039053725667
"5","GB41965",31,21,32,33,75,38,10,4,26,6,25,2,2.19840663811715,1.4643624519137,4.01163773245692,0.00130845429648732,0.676697439264049,-4.31467097397215
"6","GB42216",235,236,314,168,295,279,128,242,337,210,117,173,0.524174483745882,5.06182618599352,3.74790795703302,0.00219401427993525,0.676697439264049,-3.68860200312927
"7","GB42632",62,9,32,11,61,29,39,71,96,146,34,89,-1.24542081755394,2.75151714667104,-3.42309000177686,0.00416781392559432,0.676697439264049,-4.2085226570011
"8","GB43367",10,7,12,4,13,5,19,11,32,22,7,31,-1.02349589856072,0.927072030105239,-3.32339147360509,0.00507796824027242,0.676697439264049,-4.40347536114456
"9","GB43788",72,29,42,41,103,58,12,32,32,32,29,15,1.28063814751698,2.46240280000207,3.69786674254315,0.00242128433593934,0.676697439264049,-4.20836552769318
"10","GB44055",465,81,278,91,234,615,48,93,150,93,83,83,1.53156714096877,4.43938237312966,3.40078507547964,0.00435607257815745,0.676697439264049,-3.92626374589018
"11","GB44185",729,296,647,197,358,703,181,238,315,261,249,282,0.93674897430149,5.6716976354486,3.5955240069229,0.00296316610499375,0.676697439264049,-3.73361272505004
"12","GB44304",167,199,275,125,198,190,104,169,236,176,92,157,0.450036031209921,4.68290565974409,3.70527919429891,0.00238617026507632,0.676697439264049,-3.75177035332303
"13","GB44312",68,60,109,36,74,54,26,46,86,52,32,45,0.630592141078536,3.04209797296905,3.77060864964084,0.00209816843879143,0.676697439264049,-4.0981147454226
"14","GB44477",122,43,175,44,163,69,120,264,440,343,98,255,-1.17195353621232,4.42994495485769,-4.48169042805149,0.000528364196145837,0.676697439264049,-3.67118600124117
"15","GB44558",495,367,653,253,674,460,819,547,1010,1050,426,760,-0.562232482836402,6.47894959765868,-3.35202511082546,0.00479787414867531,0.676697439264049,-3.87554436169173
"16","GB44940",145,145,229,96,187,145,182,200,338,277,138,297,-0.452482441885203,4.84495297596177,-4.11461285532773,0.00107083035246113,0.676697439264049,-3.61973432204582
"17","GB45107",159,112,156,92,126,111,148,218,310,239,99,177,-0.492823365451813,4.55026064530926,-3.50070501704769,0.00357418909910457,0.676697439264049,-3.84254635101602
"18","GB45509",15,10,22,3,20,6,12,67,57,34,14,28,-1.29452473920961,1.4716226004687,-3.41281942227084,0.00425346316627673,0.676697439264049,-4.35595530110735
"19","GB45648",314,326,523,230,404,453,206,329,435,261,146,328,0.559994198960494,5.58412618351952,3.78583679600457,0.00203626456057896,0.676697439264049,-3.66097893305931
"20","GB45865",196,207,311,110,181,211,96,163,228,183,94,190,0.479715363725514,4.72017200348982,3.41600000241508,0.00422675213929803,0.676697439264049,-3.83202926707027
"21","GB45973",2831,564,1520,1172,992,1805,368,484,736,507,871,599,1.31160129189275,7.05748679227529,3.4306543629633,0.0041058423283582,0.676697439264049,-3.92972159550681
"22","GB46198",20,15,33,9,11,11,1,6,11,10,5,13,1.29263949123133,0.639890839749257,3.2791507713246,0.0055432485585295,0.676697439264049,-4.42558507569404
"23","GB46362",185,62,233,161,178,143,339,433,279,319,217,273,-0.922322739426031,5.03436812738738,-3.2787958631172,0.00554714850551547,0.676697439264049,-3.86397694774066
"24","GB47565",1413,1850,3242,1589,2321,1160,4353,5400,4589,2728,2183,3758,-0.898666475311575,8.6333996276243,-3.58617547566134,0.00301840532989062,0.676697439264049,-4.06356836189463
"25","GB47848",86,50,113,19,124,34,109,150,170,226,63,153,-1.01520540030696,3.77997488920279,-3.91951220948452,0.00156652134917082,0.676697439264049,-3.93181892848716
"26","GB47949",1017,631,1350,578,1149,654,1043,1479,1622,1651,892,1778,-0.571755626271559,7.37416417818309,-4.0853796736357,0.00113341840001763,0.676697439264049,-3.81419053293103
"27","GB47953",16,25,35,9,25,10,9,11,14,13,8,9,0.927137256666811,1.1240988006655,3.45293259987,0.00392865338734366,0.676697439264049,-4.37579077454758
"28","GB48447",100,27,78,17,67,57,24,27,32,14,11,22,1.44125707057733,2.30505455534916,4.24349340912554,0.000834363528704124,0.676697439264049,-4.17147920512717
"29","GB49490",217,309,301,121,264,247,94,167,312,169,99,197,0.661903173021378,4.89112916298911,3.91244981353706,0.00158832996735638,0.676697439264049,-3.66545779139273
"30","GB50148",15,21,25,11,29,16,45,40,53,58,19,28,-0.874861229648198,2.05595454511705,-3.59214697621284,0.00298300175809114,0.676697439264049,-4.27217089923124
"31","GB50701",428,403,633,340,467,490,206,400,694,299,237,355,0.564709812131524,5.90690077470378,3.33966576957953,0.00491682336633109,0.676697439264049,-3.81941211803937
"32","GB50880",895,388,1011,375,306,578,169,306,491,218,287,330,1.05163090507696,5.90689444689535,3.67671004689658,0.00252441341822235,0.676697439264049,-3.72605119213241
"33","GB51104",904,577,1561,604,1339,736,1342,1352,2263,2307,808,1424,-0.627587445525467,7.46575898880917,-3.61065774311086,0.00287589857421686,0.676697439264049,-3.93268332180428
"34","GB51505",72,68,99,43,81,68,80,129,133,156,68,118,-0.520631998678469,3.75664043585929,-3.93997801897868,0.00150503015735725,0.676697439264049,-3.91654555931688
"35","GB51627",261,235,325,179,279,260,127,235,339,237,126,243,0.417450919114501,5.13086735884612,3.55496776595235,0.00321044856691782,0.676697439264049,-3.7403316822565
"36","GB51759",293,180,352,144,212,273,72,146,338,158,82,211,0.747536194763372,4.82693719971592,3.52952705361379,0.00337609288884663,0.676697439264049,-3.7909357483198
"37","GB51799",87,11,48,4,93,20,200,73,145,345,95,295,-2.32291669171057,3.37402074719146,-4.00466083379791,0.00132638400832118,0.676697439264049,-4.0599540793053
"38","GB52090",13,5,16,4,12,3,17,16,18,39,13,22,-1.14745794614255,0.950308469125703,-3.33002291051513,0.00501167627333586,0.676697439264049,-4.40275247364756
