"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB49429",35,17,35,46,38,36,57,87,35,44,91,63,-1.08869229692358,2.7867761527011,-6.76855342713549,9.88197489401743e-06,0.0996300708814837,3.00332890811655
"2","GB40092",995,230,1201,753,1886,613,222,514,107,89,326,126,1.72951369506637,5.89160263355539,4.76758702527104,0.000314665559896224,0.193565689581633,0.518249975409495
"3","GB40163",10512,5634,9208,9093,20675,8551,2376,6275,1178,2503,7087,1629,1.54896361049004,9.65924468388905,4.88041099238189,0.00025520955386803,0.193565689581633,0.531347983480082
"4","GB40713",4877,2419,3255,4909,11427,4840,2042,3190,848,1186,2182,1692,1.18648021247995,8.76062222124304,4.93276988504209,0.00023169823127607,0.193565689581633,0.687669038942741
"5","GB41066",8,6,6,6,3,3,11,16,7,12,23,36,-1.79152536029058,0.521400711551429,-4.2742447803828,0.000800093894721593,0.193565689581633,-0.967995485844856
"6","GB41649",62,24,101,109,52,65,99,239,72,63,160,84,-1.05828530975813,3.64957460155922,-4.3859080768333,0.000646237115056959,0.193565689581633,-0.158158731621505
"7","GB42420",48,28,41,79,59,43,67,101,46,59,113,74,-0.871684193471817,3.18921100216807,-5.22421960923966,0.000136170612460563,0.193565689581633,1.1074355441863
"8","GB42516",174,92,184,264,163,170,261,266,184,206,361,314,-0.894948357079072,5.00091188893425,-4.9584506588172,0.000220999116813574,0.193565689581633,0.846456485165616
"9","GB42771",68,63,81,89,80,63,94,135,62,72,112,104,-0.60942116896707,3.67835732142805,-4.38212095317117,0.000650921133594803,0.193565689581633,-0.160958936786287
"10","GB42832",70,29,67,104,66,63,87,123,82,59,128,98,-0.796321854033876,3.56074428085489,-4.28545977805165,0.000783070407141352,0.193565689581633,-0.329468718323713
"11","GB42846",118,63,141,144,116,96,139,226,89,95,192,166,-0.656768744749754,4.26839013585219,-4.55085965629902,0.000472534573115779,0.193565689581633,0.145481812353116
"12","GB42897",18,17,39,23,49,33,5,17,4,6,19,3,1.57081787971175,1.16954905971029,4.4188286180863,0.000606953022671436,0.193565689581633,-0.593294367929812
"13","GB43129",18663,8946,11332,12174,30986,11781,4257,9149,1250,2192,11207,1862,1.76473345429217,10.1088084458508,4.43579267091397,0.000587678091622815,0.193565689581633,-0.182671582633688
"14","GB43280",225,129,252,364,196,274,258,480,215,208,529,356,-0.742195405630945,5.3780883854752,-4.57551740902029,0.000451048120406442,0.193565689581633,0.190460115949276
"15","GB43890",650,495,600,683,1262,664,310,663,228,310,503,313,0.662416317116197,6.27070245618072,4.2759075902534,0.000797546075372172,0.193565689581633,-0.330433565536838
"16","GB44299",152,78,154,200,124,142,164,352,95,117,267,195,-0.677871210948106,4.59358474820928,-4.36558034316027,0.000671792078428369,0.193565689581633,-0.172234910494373
"17","GB44370",1057,1198,1034,1138,1929,1124,650,1091,411,476,747,487,0.738213038285467,7.04784526776722,4.51854263909794,0.000502305041294643,0.193565689581633,0.0887924039460257
"18","GB44616",173,81,89,124,247,131,29,80,27,38,106,21,1.33168742251036,3.51953520037474,4.27956815165951,0.0007919665454612,0.193565689581633,-0.347860175644237
"19","GB45424",22,12,30,30,26,20,27,54,23,21,50,49,-0.884861601946572,2.12423521628301,-4.23931621428475,0.000855588374209126,0.193565689581633,-0.56770519655726
"20","GB46068",210,129,143,329,198,241,242,370,239,204,345,265,-0.716117011427612,5.16022673292817,-4.38525413966978,0.000647043438297533,0.193565689581633,-0.142604840061039
"21","GB46102",168,131,231,313,156,189,309,304,253,231,441,384,-0.998133899545982,5.23057507100888,-4.99934603643462,0.000205007430705395,0.193565689581633,0.916619170385268
"22","GB46240",187,168,185,315,209,284,290,345,197,208,450,372,-0.721565732589424,5.29487028525928,-4.55130004991975,0.000472141697642906,0.193565689581633,0.148309018846177
"23","GB47229",19,20,19,30,28,30,49,43,25,25,48,41,-0.872138935828206,2.21708538604254,-4.27840160436058,0.000793740264180711,0.193565689581633,-0.492427066107777
"24","GB47234",20,16,18,35,21,26,25,56,48,35,45,57,-1.15464837690899,2.25842343358908,-4.33082357862029,0.000717920894559342,0.193565689581633,-0.411322073348806
